Source sheet,Source row,Capability,Requirement ID,Acceptance ID,AC ledger note,Outcome,Reason
Complince,12,Draft / Publish Lifecycle,MVP1-M09-011,AC-0459,"[audit] saveDraftDefinition (draft-only), validateDefinition dependency check, approveAndPublish; maker-checker in DB",MATCH,"Note confirms validateDefinition dependency checks run before approveAndPublish, supporting that invalid configuration cannot be published."
Complince,13,Dependency Validation,MVP1-M09-012,AC-0460,"[audit] validateDefinition checks items exist/active, violations+penalty, evidence rules, action-form refs before publish; blockers verbatim",MATCH,"Note states blockers are returned verbatim before publish, matching 'admin receives clear validation errors'."
Complince,14,Impact Analysis,MVP1-M09-013,AC-0461,[audit] ImpactPanel: referencing packages + definition diff + getPinnedActiveImpact RPC (active visits/inspections by prior version),MATCH,"Note describes an ImpactPanel showing referencing packages, definition diff, and active-impact RPC, matching 'understand impact before publishing'."
Complince,15,Deactivation Rules,MVP1-M09-014,AC-0462,[audit] toggleItemActive marks inactive; validateDefinition blocks publish on inactive item (no free-text reason captured),MATCH,"Note confirms validateDefinition blocks publish when an item is inactive, matching 'deactivated config no longer appears for new packages'."
Complince,16,Audit Trail,MVP1-M09-015,AC-0463,[audit] audit_events trigger covers package_versions/regulations/violations/engine_settings etc; browsable in admin/audit,MATCH,"Note confirms audit_events cover the relevant config tables and are browsable in admin, matching 'full history is available'."
Complince,17,Inspection Section / Group Management,MVP1-M09-016,AC-0464,"[audit] DraftEditor create section, mandatory flag, assign items, array order rendered in checklist (title EN-only, no bilingual field)",MATCH,"Note confirms sections with mandatory flag and item order are rendered in the checklist, matching 'sections appear correctly in execution'."
Complince,18,Item Display Order,MVP1-M09-017,AC-0465,"[audit] item order = section.items array position, rendered accordingly in preview+runtime (add/remove only, no drag reorder)",MATCH,"Note confirms item order is rendered accordingly in preview and runtime, matching 'items display in configured order'."
Complince,19,Mandatory Rule,MVP1-M09-018,AC-0466,"[TASK-G11-REMAINING-REQUIREMENTS-CLOSURE-001] Per-item required, optional and conditional relationship rules are authorable, validated, frozen in package versions and consumed by field runtime; M09 focused inventory 49/49 PASS.",MATCH,"Note confirms required/optional/conditional rules are authorable, frozen, and consumed by field runtime, matching the criterion directly."
Complince,20,Response Mapping,MVP1-M09-019,AC-0467,[audit] RESPONSE_PRESETS map responses to result (non_compliant→Non-Compliant); consumed at execution via runtime mapping,MATCH,"Note confirms response presets map to results and are consumed at execution, matching 'selected response triggers correct result'."
Complince,21,Compliance Result Mapping,MVP1-M09-020,AC-0468,[audit] tri_state/binary presets define compliant/non_compliant/na; runtime summarize evaluates result (needs_review not a preset),MATCH,"Note confirms runtime summarize evaluates compliant/non_compliant/na results, matching 'correct compliance result appears during inspection'."
Complince,22,Conditional Item Logic,MVP1-M09-021,AC-0469,"[TASK-G11-REMAINING-REQUIREMENTS-CLOSURE-001] Conditional visibility is authorable with key=value grammar, dependency validation and cycle detection, then evaluated by field runtime; M09 focused inventory 49/49 PASS.",MATCH,"Note confirms conditional visibility rules are authorable with dependency/cycle validation and evaluated by field runtime, matching 'conditional items appear only when rule is met'."
Complince,23,Conditional Mandatory Logic,MVP1-M09-022,AC-0470,"[TASK-G11-REMAINING-REQUIREMENTS-CLOSURE-001] mandatory_when_visible is authorable, version-frozen and enforced only while the condition is visible; M09 focused inventory 49/49 PASS.",MATCH,"Note confirms mandatory_when_visible is authorable, version-frozen, and enforced only while visible, matching 'submission validation respects conditional mandatory logic'."
Complince,24,Item Weight / Score,MVP1-M09-023,AC-0471,[audit] item form score_weight input stored; runtime scoreExcluded/summarize consume weight for health/risk,MATCH,"Note confirms score_weight is stored and consumed by runtime scoring, matching 'item score is stored and available for calculations'."
Complince,25,Score Exclusion Rule,MVP1-M09-024,AC-0472,"[TASK-G11-REMAINING-REQUIREMENTS-CLOSURE-001] Explicit scoring enable/disable and excluded-response semantics are authorable, validated and projected into field scoring; M09 focused inventory 49/49 PASS.",MATCH,"Note confirms excluded-response semantics are authorable and projected into field scoring, matching 'excluded items are ignored in score'."
Complince,26,Response-Based Evidence Rule,MVP1-M09-025,AC-0473,[audit] evidence_rule on/type/min/mandatory per response; runtime evidenceLeg+computeBlockers enforce at execution,MATCH,"Note confirms per-response evidence rules are enforced at execution via evidenceLeg/computeBlockers, matching 'evidence validation applies correctly'."
Complince,27,Violation Trigger Rule,MVP1-M09-026,AC-0474,[audit] mapping.non_compliant.violation + runtime impliedViolations generate violation when NC selected,MATCH,"Note confirms runtime impliedViolations generates a violation when NC is selected, matching 'correct violation is generated'."
Complince,28,Action Form Requirement Rule,MVP1-M09-027,AC-0475,[audit] action_form.blocking flag; runtime formRequired+formComplete block submit when mandatory form incomplete,MATCH,"Note confirms runtime formRequired/formComplete blocks submit when a mandatory form is incomplete, matching the criterion exactly."
Complince,29,Configuration Preview,MVP1-M09-028,AC-0476,"[audit] PackagePreview renders version in inspector-facing shape (locale guidance, evidence/conditional/NC), toggled per version",MATCH,"Note confirms PackagePreview renders the inspector-facing checklist and rules per version, matching 'admin can preview checklist and rules'."
Complince,30,Publish Validation,MVP1-M09-029,AC-0477,[audit] validateDefinition (shared with M09-012) validates sections/items/response mapping/violations/penalties/evidence/action forms,MATCH,"Note confirms validateDefinition, the same function documented with verbatim blockers at M09-012, validates all package facets before publish, matching 'clear validation errors before publish'."
Complince,31,Runtime Locking,MVP1-M09-030,AC-0478,Published-version immutability banner + DB trigger; new draft v2026.09 created in browser.,MATCH,"Note confirms a published-version immutability banner and DB trigger with verified_live status, matching 'execution uses the locked version only'."
