Source sheet,Source row,Capability,Requirement ID,Acceptance ID,AC ledger note,Outcome,Reason
Inspection Excution-Level2Flow,38,Review Evidence,MVP1-M06-037,AC-0393,[audit] Evidence displayed; FV factory-field evidence grouped separately from item/violation evidence.,MATCH,"Ledger note supports the source criterion (""Reviewer can preview all evidence."")."
Inspection Excution-Level2Flow,39,Review Action Forms,MVP1-M06-038,AC-0394,[audit] Action forms with owner/due/status + acknowledgement signature/name rendered.,MATCH,"Ledger note supports the source criterion (""Action forms display correctly."")."
Inspection Excution-Level2Flow,40,Review Timeline & Audit,MVP1-M06-039,AC-0395,[audit] Immutable audit_events timeline; DB rejects edits/deletes (FND-003).,MATCH,"Ledger note supports the source criterion (""Reviewer can trace all events."")."
Inspection Excution-Level2Flow,41,Review Version History,MVP1-M06-040,AC-0396,[audit] All submission_versions sorted; version comparison table highlights diffs.,MATCH,"Ledger note supports the source criterion (""Reviewer can compare resubmissions."")."
Inspection Excution-Level2Flow,42,Receive Returned Inspection,MVP1-M06-041,AC-0397,[audit] Return notifies inspector (review_decision); field page shows returned scope in assigned work.,MATCH,"Ledger note supports the source criterion (""Inspector receives returned inspection."")."
Inspection Excution-Level2Flow,43,Display Return Details,MVP1-M06-042,AC-0398,"[audit] Prior-decision banner shows decision, reason, returned sections; field workspace returnedScope note.",MATCH,"Ledger note supports the source criterion (""Inspector understands required corrections."")."
Inspection Excution-Level2Flow,44,Unlock Returned Sections,MVP1-M06-043,AC-0399,"[audit] Field page unlocks only returned_sections; non-returned locked read-only, DB rejects (M06-043).",MATCH,"Ledger note supports the source criterion (""Only returned sections are editable."")."
Inspection Excution-Level2Flow,45,Save Returned Updates,MVP1-M06-044,AC-0400,[audit] Workspace autosaves edits/evidence/notes/values locally via outbox.,MATCH,"Ledger note supports the source criterion (""Returned updates are saved."")."
Inspection Excution-Level2Flow,46,Resubmit Returned Inspection,MVP1-M06-045,AC-0401,"[audit] Submit validates returned scope, creates new immutable version, status back to pending review.",MATCH,"Ledger note supports the source criterion (""Resubmitted inspection returns to reviewer."")."
Inspection Excution-Level2Flow,47,Compare Returned Versions,MVP1-M06-046,AC-0402,"[audit] diffRows compares prev vs resubmitted snapshot, changed answers highlighted.",MATCH,"Ledger note supports the source criterion (""Reviewer can identify corrected sections."")."
Inspection Excution-Level2Flow,48,Create Submission Version,MVP1-M06-047,AC-0403,"[audit] submission_versions snapshot holds report, checklist, evidence, observations, forms, ack (immutable).",MATCH,"Ledger note supports the source criterion (""Version created on every submission."")."
Inspection Excution-Level2Flow,49,Maintain Version History,MVP1-M06-048,AC-0404,"[audit] Each version stored with version_number, submitted_at; reviews carry reviewer decision per version.",MATCH,"Ledger note supports the source criterion (""All versions remain accessible."")."
Inspection Excution-Level2Flow,50,Audit Reviewer Decision,MVP1-M06-049,AC-0405,"[audit] decide logs reviewer, decision, reason, sections, prev/new status, decided_at; audit mirror.",MATCH,"Ledger note supports the source criterion (""Every decision is fully auditable."")."
Inspection Excution-Level2Flow,51,Audit Returned Edits,MVP1-M06-050,AC-0406,[audit] Resubmission records edited sections/changed fields/evidence via audit_events + new version snapshot.,MATCH,"Ledger note supports the source criterion (""Corrections are visible in audit."")."
Inspection Excution-Level2Flow,52,Timeline Event Generation,MVP1-M06-051,AC-0407,[audit] audit_events emit Submitted/Review-Opened/Returned/Resubmitted/Approved/Rejected across the chain.,MATCH,"Ledger note supports the source criterion (""Timeline reflects full review journey."")."
Inspection Excution-Level2Flow,53,Reviewer Comments Immutability,MVP1-M06-052,AC-0408,[audit] decision_reason stored immutably; decided reviews rejected on edit by DB.,MATCH,"Ledger note supports the source criterion (""Reviewer comments are preserved."")."
Inspection Excution-Level2Flow,54,Version Comparison,MVP1-M06-053,AC-0409,[audit] Version diff table computes before/after answer changes between selected versions.,NEEDS_REVIEW,"Source capability is ""Reviewer Comments Immutability"" with Inputs ""Reviewer Comment"" / business rule ""Comments cannot be edited or deleted after submission,"" a field the source elsewhere treats as distinct from the mandatory ""reason"" (see row 6's Return Confirmation: mandatory reason + separate optional comments). The AC-0408 ledger note confirms decision_reason immutability but does not explicitly confirm the separate optional comments field is equally immutable. Confirm whether comments and decision_reason are the same stored field or need separate immutability proof."
