Source sheet,Source row,Capability,Requirement ID,Acceptance ID,AC ledger note,Outcome,Reason
Inspection excution-Start jou,18,Calculate Initial ETA,MVP1-M04-017,AC-0130,"[TASK-G11-REMAINING-REQUIREMENTS-CLOSURE-001] Traffic-aware Google Routes adapter, initial ETA request, neutral unavailable/no-route states and journey persistence are wired; the deployment has no provider API key and is not claimed provider-live.",NEEDS_REVIEW,"Source requires accurate initial route ETA; current evidence confirms a wired adapter and safe unavailable state, but no provider-live ETA delivery."
Inspection excution-Start jou,19,Update Operational State,MVP1-M04-018,AC-0131,[audit] Startup journey: validate/session/device+GPS capture/nav/STM-OPS transition — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,20,Generate Audit Events,MVP1-M04-019,AC-0132,[audit] Startup journey: validate/session/device+GPS capture/nav/STM-OPS transition — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,21,Error Handling,MVP1-M04-020,AC-0133,[audit] Startup continuous tracking: telemetry/deviation/status/offline-queue/exception — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,22,Activate Live Journey Tracking,MVP1-M04-021,AC-0134,[audit] Startup continuous tracking: telemetry/deviation/status/offline-queue/exception — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,23,Capture Live GPS Coordinates,MVP1-M04-022,AC-0135,[audit] Startup continuous tracking: telemetry/deviation/status/offline-queue/exception — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,24,Update Inspector Location on Operations Map,MVP1-M04-023,AC-0136,[audit] Startup continuous tracking: telemetry/deviation/status/offline-queue/exception — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,25,Calculate Estimated Time of Arrival (ETA),MVP1-M04-024,AC-0137,[TASK-G11-REMAINING-REQUIREMENTS-CLOSURE-001] ETA refresh runs from live journey telemetry at the governed cadence and persists latest distance/time/provider facts; provider-unavailable behavior rendered live without fabricated ETA.,NEEDS_REVIEW,"Source requires periodically refreshed accurate ETA; current evidence confirms telemetry refresh and a safe unavailable state, but no provider-live ETA delivery."
Inspection excution-Start jou,26,Calculate Remaining Distance,MVP1-M04-025,AC-0138,[audit] Startup continuous tracking: telemetry/deviation/status/offline-queue/exception — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,27,Monitor Journey Progress,MVP1-M04-026,AC-0139,[audit] Startup continuous tracking: telemetry/deviation/status/offline-queue/exception — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,28,Monitor GPS Accuracy,MVP1-M04-027,AC-0140,[audit] Startup continuous tracking: telemetry/deviation/status/offline-queue/exception — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,29,Monitor Network Connectivity,MVP1-M04-028,AC-0141,[audit] Startup continuous tracking: telemetry/deviation/status/offline-queue/exception — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,30,Handle Offline Mode,MVP1-M04-029,AC-0142,[audit] Startup continuous tracking: telemetry/deviation/status/offline-queue/exception — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,31,Synchronize Offline Journey Data,MVP1-M04-030,AC-0143,[audit] Startup continuous tracking: telemetry/deviation/status/offline-queue/exception — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,32,Monitor Route Deviation,MVP1-M04-031,AC-0144,[audit] Startup continuous tracking: telemetry/deviation/status/offline-queue/exception — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,33,Detect Arrival Radius,MVP1-M04-032,AC-0145,[audit] Startup continuous tracking: telemetry/deviation/status/offline-queue/exception — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,34,Record Journey Timeline Events,MVP1-M04-033,AC-0146,[audit] Startup continuous tracking: telemetry/deviation/status/offline-queue/exception — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,35,Generate Operational Audit Logs,MVP1-M04-034,AC-0147,[audit] Startup continuous tracking: telemetry/deviation/status/offline-queue/exception — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,36,Display Journey Status,MVP1-M04-035,AC-0148,[audit] Startup continuous tracking: telemetry/deviation/status/offline-queue/exception — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,37,Handle Journey Exceptions,MVP1-M04-036,AC-0149,[audit] Startup continuous tracking: telemetry/deviation/status/offline-queue/exception — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,38,Detect Arrival Radius,MVP1-M04-037,AC-0150,"[audit] Startup geofence check-in: arrival detect, coords/accuracy/altitude, distance — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,39,Enable Arrival Action,MVP1-M04-038,AC-0151,"[audit] Startup geofence check-in: arrival detect, coords/accuracy/altitude, distance — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,40,Capture Arrival Timestamp,MVP1-M04-039,AC-0152,"[audit] Startup geofence check-in: arrival detect, coords/accuracy/altitude, distance — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,41,Capture Actual GPS Coordinates,MVP1-M04-040,AC-0153,"[audit] Startup geofence check-in: arrival detect, coords/accuracy/altitude, distance — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,42,Compare Planned vs Actual Location,MVP1-M04-041,AC-0154,"[audit] Startup geofence check-in: arrival detect, coords/accuracy/altitude, distance — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,43,Validate GPS Distance,MVP1-M04-042,AC-0155,"[audit] Startup geofence check-in: arrival detect, coords/accuracy/altitude, distance — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,44,GPS Override Confirmation,MVP1-M04-043,AC-0156,"[TASK-G11-REMAINING-REQUIREMENTS-CLOSURE-001] Outside-fence live replay proved mandatory reason, actual 1,112m-away coordinates, 5m accuracy, immutable override event, guarded arrived transition and visit audit on 2026-07-16.",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,45,Store Actual Inspection Location,MVP1-M04-044,AC-0157,"[audit] Startup geofence check-in: arrival detect, coords/accuracy/altitude, distance — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,46,Capture Arrival Evidence,MVP1-M04-045,AC-0158,"[TASK-G11-REMAINING-REQUIREMENTS-CLOSURE-001] Live inspector replay persisted arrival-linked comment evidence through normal RLS with SHA-256, synced_at and one private evidence object; independent database reconciliation passed on 2026-07-16.",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,47,Update Operational State,MVP1-M04-046,AC-0159,"[audit] Startup geofence check-in: arrival detect, coords/accuracy/altitude, distance — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,48,Generate Arrival Timeline Events,MVP1-M04-047,AC-0160,"[audit] Startup geofence check-in: arrival detect, coords/accuracy/altitude, distance — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,49,Generate Audit Logs,MVP1-M04-048,AC-0161,"[audit] Startup geofence check-in: arrival detect, coords/accuracy/altitude, distance — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,50,Handle Arrival Validation Errors,MVP1-M04-049,AC-0162,"[audit] Startup geofence check-in: arrival detect, coords/accuracy/altitude, distance — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,51,Load Arrival Confirmation Screen,MVP1-M04-050,AC-0163,[Codex remediation 2026-07-15] Arrival confirmation cards and summary are rendered in Startup and use the visit-linked field handoff.,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,52,Load Factory Card,MVP1-M04-051,AC-0164,[Codex remediation 2026-07-15] Factory arrival card is rendered with source-backed visit/factory identity.,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,53,Load Visit Card,MVP1-M04-052,AC-0165,[Codex remediation 2026-07-15] Visit arrival card is rendered with source-backed schedule and assignment identity.,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,54,Display Journey Summary,MVP1-M04-053,AC-0166,[Codex remediation 2026-07-15] Arrival summary renders the available journey/distance/GPS facts without inventing a threshold.,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,55,Display Context Panel,MVP1-M04-054,AC-0167,[Codex remediation 2026-07-15] Arrival cards expose governed expand/collapse controls with keyboard-safe state.,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,56,Proceed with Inspection,MVP1-M04-055,AC-0168,[audit] Startup proceed/session + guarded STM-OPS to executing; cancellation guard — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,57,Cancel Visit,MVP1-M04-056,AC-0169,[Codex remediation 2026-07-15] Inspector cancellation form is rendered and submits the governed cancellation request.,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,58,Capture Cancellation Reason,MVP1-M04-057,AC-0170,[Codex remediation 2026-07-15] Cancellation reason selection is rendered from the governed reason source.,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,59,Capture Cancellation Evidence,MVP1-M04-058,AC-0171,[Codex remediation 2026-07-15] Cancellation evidence is queued through the visit-linked offline outbox path.,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,60,Update Visit Status After Cancellation,MVP1-M04-059,AC-0172,[audit] Startup proceed/session + guarded STM-OPS to executing; cancellation guard — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,61,Generate Arrival Audit Events,MVP1-M04-060,AC-0173,[audit] Startup proceed/session + guarded STM-OPS to executing; cancellation guard — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,62,Handle Arrival Confirmation Errors,MVP1-M04-061,AC-0174,[audit] Startup proceed/session + guarded STM-OPS to executing; cancellation guard — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,63,Create Inspection Session,MVP1-M04-062,AC-0175,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,64,Lock Inspection Package,MVP1-M04-063,AC-0176,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,65,Load Execution Workspace,MVP1-M04-064,AC-0177,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,66,Initialize Wizard,MVP1-M04-065,AC-0178,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,67,Load Wizard Steps,MVP1-M04-066,AC-0179,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,68,Load Progress Engine,MVP1-M04-067,AC-0180,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,69,Load Context Panel,MVP1-M04-068,AC-0181,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,70,Restore Draft Session,MVP1-M04-069,AC-0182,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,71,Initialize Auto Save,MVP1-M04-070,AC-0183,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,72,Initialize Offline Mode,MVP1-M04-071,AC-0184,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,73,Start Inspection Timeline,MVP1-M04-072,AC-0185,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,74,Start Inspection SLA,MVP1-M04-073,AC-0186,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,75,Validate Workspace Initialization,MVP1-M04-074,AC-0187,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,76,Handle Workspace Initialization Errors,MVP1-M04-075,AC-0188,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,77,Load Wizard Structure,MVP1-M04-076,AC-0189,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,78,Display Current Step,MVP1-M04-077,AC-0190,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,79,Navigate to Next Step,MVP1-M04-078,AC-0191,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,80,Navigate to Previous Step,MVP1-M04-079,AC-0192,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,81,Calculate Progress,MVP1-M04-080,AC-0193,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,82,Display Progress Indicator,MVP1-M04-081,AC-0194,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,83,Track Step Completion,MVP1-M04-082,AC-0195,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,84,Validate Step Before Navigation,MVP1-M04-083,AC-0196,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,85,Skip Empty Action Forms Step,MVP1-M04-084,AC-0197,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,86,Display Change Counter,MVP1-M04-085,AC-0198,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,87,Preserve Wizard State,MVP1-M04-086,AC-0199,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,88,Trigger Auto Save,MVP1-M04-087,AC-0200,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,89,Save Draft,MVP1-M04-088,AC-0201,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,90,Restore Draft Navigation,MVP1-M04-089,AC-0202,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,91,Display Validation Summary,MVP1-M04-090,AC-0203,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,92,Jump to Missing Section,MVP1-M04-091,AC-0204,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,93,Lock Completed Navigation After Submission,MVP1-M04-092,AC-0205,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,94,Generate Wizard Audit Events,MVP1-M04-093,AC-0206,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,95,Handle Wizard Errors,MVP1-M04-094,AC-0207,[audit] Workspace wizard: sections/progress/completion/autosave/draft-resume/validation — BUILT,MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,96,Load Factory Information,MVP1-M04-095,AC-0208,"[audit] FactoryVerification source-vs-observed, verify/update, evidence, change review — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,97,Load Industrial License Information,MVP1-M04-096,AC-0209,"[audit] FactoryVerification source-vs-observed, verify/update, evidence, change review — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,98,Load Factory General Information,MVP1-M04-097,AC-0210,"[audit] FactoryVerification source-vs-observed, verify/update, evidence, change review — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,99,Load Products,MVP1-M04-098,AC-0211,"[audit] FactoryVerification source-vs-observed, verify/update, evidence, change review — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,100,Load Raw Materials,MVP1-M04-099,AC-0212,"[audit] FactoryVerification source-vs-observed, verify/update, evidence, change review — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,101,Load Employees,MVP1-M04-100,AC-0213,"[audit] FactoryVerification source-vs-observed, verify/update, evidence, change review — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,102,Load Investment Information,MVP1-M04-101,AC-0214,"[audit] FactoryVerification source-vs-observed, verify/update, evidence, change review — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,103,Display Source Value,MVP1-M04-102,AC-0215,"[audit] FactoryVerification source-vs-observed, verify/update, evidence, change review — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,104,Capture Observed Value,MVP1-M04-103,AC-0216,"[audit] FactoryVerification source-vs-observed, verify/update, evidence, change review — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,105,Mark Field as Verified,MVP1-M04-104,AC-0217,"[audit] FactoryVerification source-vs-observed, verify/update, evidence, change review — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,106,Mark Field as Updated,MVP1-M04-105,AC-0218,"[audit] FactoryVerification source-vs-observed, verify/update, evidence, change review — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,107,Compare Before / After Values,MVP1-M04-106,AC-0219,"[audit] FactoryVerification source-vs-observed, verify/update, evidence, change review — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,108,Highlight Updated Fields,MVP1-M04-107,AC-0220,"[audit] FactoryVerification source-vs-observed, verify/update, evidence, change review — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,109,Attach Evidence to Factory Data,MVP1-M04-108,AC-0221,"[audit] FactoryVerification source-vs-observed, verify/update, evidence, change review — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,110,Annotate Evidence,MVP1-M04-109,AC-0222,"[audit] FactoryVerification source-vs-observed, verify/update, evidence, change review — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,111,Maintain Change Counter,MVP1-M04-110,AC-0223,"[audit] FactoryVerification source-vs-observed, verify/update, evidence, change review — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,112,Review Factory Changes,MVP1-M04-111,AC-0224,"[audit] FactoryVerification source-vs-observed, verify/update, evidence, change review — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,113,Preserve Source Integrity,MVP1-M04-112,AC-0225,"[audit] FactoryVerification source-vs-observed, verify/update, evidence, change review — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,114,Generate Verification Audit,MVP1-M04-113,AC-0226,"[audit] FactoryVerification source-vs-observed, verify/update, evidence, change review — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
Inspection excution-Start jou,115,Handle Verification Errors,MVP1-M04-114,AC-0227,"[audit] FactoryVerification source-vs-observed, verify/update, evidence, change review — BUILT",MATCH,Source criterion is represented by the mapped acceptance evidence; no semantic exception identified in this review.
