Source sheet,Source row,Capability,Requirement ID,Acceptance ID,AC ledger note,Outcome,Reason
Factory 360,14,Corrective Actions,MVP1-M07-013,AC-0422,[audit] action_forms render status/owner/due in history; source-violation link + evidence ref thin,MATCH,"Note confirms status and due date render via action_forms, matching the criterion (evidence-ref thinness is out of scope for this criterion)."
Factory 360,15,Factory Health Score,MVP1-M07-014,AC-0423,"[TASK-G11-REMAINING-REQUIREMENTS-CLOSURE-001] Versioned append-only risk snapshots, accepted-model driver contributions and current projection are live; Factory 360 risk-history rendering passed against a registered factory.",MATCH,"Note confirms score/history rendering passed live verification, matching the criterion."
Factory 360,16,Risk Profile,MVP1-M07-015,AC-0424,[TASK-G11-REMAINING-REQUIREMENTS-CLOSURE-001] Reproducible risk driver/history schema and related-violation rendering are live; normalized driver/weight validation and least-privilege RPC grants were reconciled.,MATCH,"Note confirms risk driver/history and related-violation rendering are live, matching the criterion."
Factory 360,17,Documents & Evidence,MVP1-M07-016,AC-0425,[audit] history has real /reports/inspection/[id] link; docs show storage_path text; penalty-notice download thin,NEEDS_REVIEW,"Note says documents show only storage_path text and penalty-notice download is thin, not clearly confirming authorized users can view documents."
Factory 360,18,Factory Timeline,MVP1-M07-017,AC-0426,"[TASK-G11-REMAINING-REQUIREMENTS-CLOSURE-001] Source-labelled Factory timeline combines Visit, inspection, review, evidence, penalty, sync and risk events with explicit unavailable legacy facts; live dossier path passed.",MATCH,"Note confirms the timeline combines multiple event types accurately and passed a live check, matching the criterion."
Factory 360,19,Factory Card Link,MVP1-M07-018,AC-0427,[audit] /factories/[id] page exists; ops/SLA/risk rows link into it (M07-018),MATCH,"Note confirms rows link into the full factory profile page, matching the criterion."
Factory 360,20,Access Control,MVP1-M07-019,AC-0428,"[TASK-G11-REMAINING-REQUIREMENTS-CLOSURE-001] Sensitive history, documents, contacts, evidence and penalty sections are UI-scoped and backed by live RLS; anon denial and authenticated read-only grants were independently reconciled.",MATCH,"Note confirms sensitive sections are UI-scoped and backed by reconciled RLS grants, matching the criterion."
Factory 360,21,Error Handling,MVP1-M07-020,AC-0429,[audit] per-section error banners w/ retry (dErr/rErr/pErr/mErr) + not-found guard; partial-data honest,MATCH,"Note confirms per-section error banners with retry and a not-found guard, matching the criterion."
Ops center,2,Command Center Dashboard,MVP1-M08-001,AC-0430,[audit] ops page loads visits/inspectors/SLA watch/map/high-risk/notifications live (M08-001),MATCH,"Note confirms the dashboard loads live inspection status across visits/SLA/map/notifications, matching the criterion."
Ops center,3,Live Operations Map,MVP1-M08-002,AC-0431,"[audit] OpsMap Leaflet KSA pins (factory+active visit), geofence radius, href open, legend (M08-002)",MATCH,"Note confirms the map shows factory and active-visit pins with geofence radius, matching the criterion."
Ops center,4,Visit Monitoring,MVP1-M08-003,AC-0432,[audit] KPI counts per operational_state + monitoring table + open-visit link; cancelled/expired not in KPI row,NEEDS_REVIEW,"Note flags that cancelled/expired states are excluded from the KPI row, so correct display of every current state is not fully confirmed."
Ops center,5,Inspector Monitoring,MVP1-M08-004,AC-0433,[Codex remediation 2026-07-15] Operations dashboard now shows scoped per-inspector workload facts and labels unavailable presence data without inventing a timeout policy.,NEEDS_REVIEW,"Note says inspector presence data is labelled unavailable rather than shown, so supervisor monitoring of inspector status is only partially confirmed."
Ops center,6,SLA Monitoring,MVP1-M08-005,AC-0434,[audit] computeSlaFlags: overdue_start/overdue_submit/reminders + L1/L2 escalation from engine_settings; review-overdue partial,NEEDS_REVIEW,"Note explicitly calls review-overdue coverage partial, so SLA breaches are not confirmed to display correctly across the board."
Ops center,7,Risk Monitoring,MVP1-M08-006,AC-0435,[audit] high-risk board top-8 by risk_score (ENG-04) + map risk pins (M08-006),NEEDS_REVIEW,Note confirms a ranked top-8 board and map pins but never confirms the filterability the criterion requires.
Ops center,8,Alert Management,MVP1-M08-007,AC-0436,[Codex remediation 2026-07-15] Operations dashboard consumes the governed alert/notification source and keeps unavailable trigger classes explicit.,NEEDS_REVIEW,"Note admits some trigger classes are unavailable, so alerts are not confirmed to be generated for all configured events."
Ops center,9,Drilldown to Visit,MVP1-M08-008,AC-0437,[audit] visit rows link to /visits/[id] detail across monitoring/SLA/geo (M08-008),MATCH,"Note confirms visit rows link to the visit detail page, matching the criterion."
Ops center,10,Drilldown to Factory 360°,MVP1-M08-009,AC-0438,[audit] factory names link to /factories/[id] Factory 360 (M08-009),MATCH,"Note confirms factory names link to the Factory 360 profile, matching the criterion."
Ops center,11,Branch / Region Filtering,MVP1-M08-010,AC-0439,[audit] RegionCityFilter scopes monitoring+map+SLA; branch dimension not implemented (region/city only),NEEDS_REVIEW,Note confirms region/city filters work but explicitly says the branch dimension named in the capability is not implemented.
Ops center,12,Workload Monitoring,MVP1-M08-011,AC-0440,[Codex remediation 2026-07-15] Operations dashboard renders scoped workload aggregation without an invented capacity threshold.,NEEDS_REVIEW,Note confirms aggregation renders but the deliberate absence of a capacity threshold leaves 'displays correctly' unconfirmed for capacity-based workload views.
Ops center,13,Cancellation Monitoring,MVP1-M08-012,AC-0441,[Codex remediation 2026-07-15] Operations dashboard surfaces scoped cancelled-visit reasons from the canonical visit source.,MATCH,"Note confirms cancelled-visit reasons are surfaced, matching the criterion that cancellations are visible and categorized."
Ops center,14,GPS Override Monitoring,MVP1-M08-013,AC-0442,[Codex remediation 2026-07-15] Operations dashboard renders planned-versus-observed location facts and explicit unavailable confirmation state.,MATCH,"Note confirms planned-versus-observed location facts render, matching the criterion that GPS overrides are traceable."
Ops center,15,Live Tracking History,MVP1-M08-014,AC-0443,[Codex remediation 2026-07-15] Operations dashboard renders append-only location-event history and preserves visit drilldown.,MATCH,"Note confirms append-only location-event history renders, matching the criterion that route history displays correctly."
Ops center,16,Operational Timeline,MVP1-M08-015,AC-0444,[Codex remediation 2026-07-15] Operations dashboard renders the scoped planning-to-review lifecycle timeline from audit facts.,MATCH,"Note confirms a planning-to-review lifecycle timeline renders from audit facts, matching the criterion."
Ops center,17,Operations KPIs,MVP1-M08-016,AC-0445,[Codex remediation 2026-07-15] Operations dashboard renders the governed operational scorecard with labelled denominators and no invented values.,MATCH,"Note confirms KPIs render with labelled denominators and no invented values, matching the criterion that KPIs display accurately."
Ops center,18,Export Operational Data,MVP1-M08-017,AC-0446,"[audit] OpsExport CSV of monitoring/SLA/high-risk, region/city scope honored, UTF-8 BOM (M08-017)",MATCH,"Note confirms authorized export of monitoring/SLA/high-risk data as CSV, matching the criterion."
Ops center,19,Access Control,MVP1-M08-018,AC-0447,[audit] RLS role scope + region/city filter applied to all widgets; branch/explicit-permission dimension thin,NEEDS_REVIEW,"Note flags the branch/explicit-permission dimension as thin, so access restrictions are not confirmed to apply correctly in full."
Ops center,20,Error Handling,MVP1-M08-019,AC-0448,[audit] loadErrors partial-service banner per source + monitoring 30s auto-refresh re-fetch (M08-019),MATCH,"Note confirms per-source partial-service error banners and auto-refresh, matching the criterion."
