"source_id","inventory_kind","source_name","status","route","web_nodes","equivalence_pass","mapping_basis","reason"
"368:42325","form_or_screen_state","Production Line Report","web_node","","457:71245|457:71371|457:71908|459:68355|459:68423|459:68483|459:68606|459:68624|459:68664|459:68687|561:2|561:34|561:66|561:138|561:159|561:176|561:209|561:219|561:231|561:240|561:82637|561:82669|561:82757|561:82861|561:82882|561:82955|561:83044|561:83054|561:83066|561:83075","true","exact source ID annotation","exact_source_id_annotated_responsive_web_screen"
"369:46690","form_or_screen_state","Production Line Report","shared_duplicate","","457:71245|457:71371|457:71908|459:68355|459:68423|459:68483|459:68606|459:68624|459:68664|459:68687|561:2|561:34|561:66|561:138|561:159|561:176|561:209|561:219|561:231|561:240|561:82637|561:82669|561:82757|561:82861|561:82882|561:82955|561:83044|561:83054|561:83066|561:83075","true","canonical production_line route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"369:51109","form_or_screen_state","Production Line Report","shared_duplicate","","457:71245|457:71371|457:71908|459:68355|459:68423|459:68483|459:68606|459:68624|459:68664|459:68687|561:2|561:34|561:66|561:138|561:159|561:176|561:209|561:219|561:231|561:240|561:82637|561:82669|561:82757|561:82861|561:82882|561:82955|561:83044|561:83054|561:83066|561:83075","true","canonical production_line route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"369:50432","form_or_screen_state","Production Line Report","shared_duplicate","","457:71245|457:71371|457:71908|459:68355|459:68423|459:68483|459:68606|459:68624|459:68664|459:68687|561:2|561:34|561:66|561:138|561:159|561:176|561:209|561:219|561:231|561:240|561:82637|561:82669|561:82757|561:82861|561:82882|561:82955|561:83044|561:83054|561:83066|561:83075","true","canonical production_line route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"369:51116","form_or_screen_state","Production Line Report","shared_duplicate","","457:71245|457:71371|457:71908|459:68355|459:68423|459:68483|459:68606|459:68624|459:68664|459:68687|561:2|561:34|561:66|561:138|561:159|561:176|561:209|561:219|561:231|561:240|561:82637|561:82669|561:82757|561:82861|561:82882|561:82955|561:83044|561:83054|561:83066|561:83075","true","canonical production_line route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"368:66526","form_or_screen_state","Production Line Report","shared_duplicate","","457:71245|457:71371|457:71908|459:68355|459:68423|459:68483|459:68606|459:68624|459:68664|459:68687|561:2|561:34|561:66|561:138|561:159|561:176|561:209|561:219|561:231|561:240|561:82637|561:82669|561:82757|561:82861|561:82882|561:82955|561:83044|561:83054|561:83066|561:83075","true","canonical production_line route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"368:65363","form_or_screen_state","Production Line Report","shared_duplicate","","457:71245|457:71371|457:71908|459:68355|459:68423|459:68483|459:68606|459:68624|459:68664|459:68687|561:2|561:34|561:66|561:138|561:159|561:176|561:209|561:219|561:231|561:240|561:82637|561:82669|561:82757|561:82861|561:82882|561:82955|561:83044|561:83054|561:83066|561:83075","true","canonical production_line route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"368:66533","form_or_screen_state","Production Line Report","shared_duplicate","","457:71245|457:71371|457:71908|459:68355|459:68423|459:68483|459:68606|459:68624|459:68664|459:68687|561:2|561:34|561:66|561:138|561:159|561:176|561:209|561:219|561:231|561:240|561:82637|561:82669|561:82757|561:82861|561:82882|561:82955|561:83044|561:83054|561:83066|561:83075","true","canonical production_line route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"368:28498","form_or_screen_state","Non-Compliant Products Destruction Report","shared_duplicate","/field/destruction-reports","336:45787","true","canonical destruction route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"362:39753","form_or_screen_state","Non-Compliant Products Destruction Report","shared_duplicate","/field/destruction-reports","336:45787","true","canonical destruction route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"362:40186","form_or_screen_state","Non-Compliant Products Destruction Report","shared_duplicate","/field/destruction-reports","336:45787","true","canonical destruction route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"362:21702","form_or_screen_state","Non-Compliant Products Destruction Report","shared_duplicate","/field/destruction-reports","336:45787","true","canonical destruction route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"360:77602","form_or_screen_state","Incident Report","shared_duplicate","/field/incident-reports","450:59543|450:59550|450:59557|450:59564|450:59571|450:59578|450:59585|450:59592|450:59599|450:59606|450:59613|450:59620","true","canonical incident route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"360:80623","form_or_screen_state","Violation Report","web_node","/field/inspection/[id]/results","450:61681|450:66640|450:75200|450:75285|457:70340|457:70441|457:70891|457:70908|457:70948|457:70971","true","exact source ID annotation","exact_source_id_annotated_responsive_web_screen"
"361:20819","form_or_screen_state","Violation Report","shared_duplicate","/field/inspection/[id]/results","450:61681|450:66640|450:75200|450:75285|457:70340|457:70441|457:70891|457:70908|457:70948|457:70971|492:59024","true","canonical violation route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"361:20125","form_or_screen_state","Violation Report","shared_duplicate","/field/inspection/[id]/results","450:61681|450:66640|450:75200|450:75285|457:70340|457:70441|457:70891|457:70908|457:70948|457:70971|492:59024","true","canonical violation route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"361:20826","form_or_screen_state","Violation Report","shared_duplicate","/field/inspection/[id]/results","450:61681|450:66640|450:75200|450:75285|457:70340|457:70441|457:70891|457:70908|457:70948|457:70971|492:59024","true","canonical violation route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"360:49700","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"360:50354","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"357:26118","form_or_screen_state","Establishment Management","shared_duplicate","/field/establishments","450:68977|450:69137|450:69206|450:72509|450:72711|450:75344|450:75628|457:70525|457:70702|457:71041|457:71162|457:71493|457:71611|457:71699|457:71813|459:57004|459:57097|459:57215|459:57305|502:71936","true","canonical establishment route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"297:64463","form_or_screen_state","Establishment Management","shared_duplicate","/field/establishments","450:68977|450:69137|450:69206|450:72509|450:72711|450:75344|450:75628|457:70525|457:70702|457:71041|457:71162|457:71493|457:71611|457:71699|457:71813|459:57004|459:57097|459:57215|459:57305|502:71936","true","canonical establishment route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"301:67866","form_or_screen_state","Establishment Management","shared_duplicate","/field/establishments","450:68977|450:69137|450:69206|450:72509|450:72711|450:75344|450:75628|457:70525|457:70702|457:71041|457:71162|457:71493|457:71611|457:71699|457:71813|459:57004|459:57097|459:57215|459:57305|502:71936","true","canonical establishment route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"301:69502","form_or_screen_state","Establishment Management","shared_duplicate","/field/establishments","450:68977|450:69137|450:69206|450:72509|450:72711|450:75344|450:75628|457:70525|457:70702|457:71041|457:71162|457:71493|457:71611|457:71699|457:71813|459:57004|459:57097|459:57215|459:57305|502:71936","true","canonical establishment route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"330:24870","form_or_screen_state","Establishment Management","shared_duplicate","/field/establishments","450:68977|450:69137|450:69206|450:72509|450:72711|450:75344|450:75628|457:70525|457:70702|457:71041|457:71162|457:71493|457:71611|457:71699|457:71813|459:57004|459:57097|459:57215|459:57305|502:71936","true","canonical establishment route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"301:71024","form_or_screen_state","Establishment Management","shared_duplicate","/field/establishments","450:68977|450:69137|450:69206|450:72509|450:72711|450:75344|450:75628|457:70525|457:70702|457:71041|457:71162|457:71493|457:71611|457:71699|457:71813|459:57004|459:57097|459:57215|459:57305|502:71936","true","canonical establishment route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"301:80602","form_or_screen_state","Establishment Management","shared_duplicate","/field/establishments","450:68977|450:69137|450:69206|450:72509|450:72711|450:75344|450:75628|457:70525|457:70702|457:71041|457:71162|457:71493|457:71611|457:71699|457:71813|459:57004|459:57097|459:57215|459:57305|502:71936","true","canonical establishment route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"360:29633","modal","Modal","shared_duplicate","cross-route","349:252","true","registered shared component plus fresh component signature","source screen chrome_or_overlay_collapsed_to_shared_web_component"
"436:31783","modal","Modal","shared_duplicate","cross-route","349:252","true","registered shared component plus fresh component signature","source screen chrome_or_overlay_collapsed_to_shared_web_component"
"1501:85138","modal","Modal","shared_duplicate","cross-route","349:252","true","registered shared component plus fresh component signature","source screen chrome_or_overlay_collapsed_to_shared_web_component"
"360:30028","modal","Modal","shared_duplicate","cross-route","349:252","true","registered shared component plus fresh component signature","source screen chrome_or_overlay_collapsed_to_shared_web_component"
"369:120470","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"369:135740","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"369:146056","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"369:165251","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"369:166505","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"369:180149","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"369:185466","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"369:194906","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"369:203534","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"369:200050","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"369:203541","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"369:211081","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"532:73092","form_or_screen_state","Establishment Details","shared_duplicate","/field/establishments","450:68977|450:69137|450:69206|450:72509|450:72711|450:75344|450:75628|457:70525|457:70702|457:71041|457:71162|457:71493|457:71611|457:71699|457:71813|459:57004|459:57097|459:57215|459:57305|502:71936","true","canonical establishment route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"532:73258","form_or_screen_state","Establishment Management","shared_duplicate","/field/establishments","450:68977|450:69137|450:69206|450:72509|450:72711|450:75344|450:75628|457:70525|457:70702|457:71041|457:71162|457:71493|457:71611|457:71699|457:71813|459:57004|459:57097|459:57215|459:57305|502:71936","true","canonical establishment route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"532:73281","form_or_screen_state","Establishment Management","shared_duplicate","/field/establishments","450:68977|450:69137|450:69206|450:72509|450:72711|450:75344|450:75628|457:70525|457:70702|457:71041|457:71162|457:71493|457:71611|457:71699|457:71813|459:57004|459:57097|459:57215|459:57305|502:71936","true","canonical establishment route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"532:73366","form_or_screen_state","Establishment Management","shared_duplicate","/field/establishments","450:68977|450:69137|450:69206|450:72509|450:72711|450:75344|450:75628|457:70525|457:70702|457:71041|457:71162|457:71493|457:71611|457:71699|457:71813|459:57004|459:57097|459:57215|459:57305|502:71936","true","canonical establishment route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"532:73486","form_or_screen_state","Establishment Management","shared_duplicate","/field/establishments","450:68977|450:69137|450:69206|450:72509|450:72711|450:75344|450:75628|457:70525|457:70702|457:71041|457:71162|457:71493|457:71611|457:71699|457:71813|459:57004|459:57097|459:57215|459:57305|502:71936","true","canonical establishment route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"532:73510","form_or_screen_state","Establishment Management","shared_duplicate","/field/establishments","450:68977|450:69137|450:69206|450:72509|450:72711|450:75344|450:75628|457:70525|457:70702|457:71041|457:71162|457:71493|457:71611|457:71699|457:71813|459:57004|459:57097|459:57215|459:57305|502:71936","true","canonical establishment route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"I905:88962;905:83720","screen_state","Frame 1000007783","shared_duplicate","cross-route","20:172","true","registered shared component plus fresh component signature","source screen chrome_or_overlay_collapsed_to_shared_web_component"
"532:73560","form_or_screen_state","Establishment Management","shared_duplicate","/field/establishments","450:68977|450:69137|450:69206|450:72509|450:72711|450:75344|450:75628|457:70525|457:70702|457:71041|457:71162|457:71493|457:71611|457:71699|457:71813|459:57004|459:57097|459:57215|459:57305|502:71936","true","canonical establishment route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"532:73585","form_or_screen_state","Establishment Management","shared_duplicate","/field/establishments","450:68977|450:69137|450:69206|450:72509|450:72711|450:75344|450:75628|457:70525|457:70702|457:71041|457:71162|457:71493|457:71611|457:71699|457:71813|459:57004|459:57097|459:57215|459:57305|502:71936","true","canonical establishment route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"532:73610","form_or_screen_state","Establishment Management","shared_duplicate","/field/establishments","450:68977|450:69137|450:69206|450:72509|450:72711|450:75344|450:75628|457:70525|457:70702|457:71041|457:71162|457:71493|457:71611|457:71699|457:71813|459:57004|459:57097|459:57215|459:57305|502:71936","true","canonical establishment route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"532:73635","modal","Modal","shared_duplicate","cross-route","349:252","true","registered shared component plus fresh component signature","source screen chrome_or_overlay_collapsed_to_shared_web_component"
"532:73663","modal","Modal","shared_duplicate","cross-route","349:252","true","registered shared component plus fresh component signature","source screen chrome_or_overlay_collapsed_to_shared_web_component"
"532:73678","modal","Modal","shared_duplicate","cross-route","349:252","true","registered shared component plus fresh component signature","source screen chrome_or_overlay_collapsed_to_shared_web_component"
"532:80150","form_or_screen_state","Incident Report","shared_duplicate","/field/incident-reports","450:59543|450:59550|450:59557|450:59564|450:59571|450:59578|450:59585|450:59592|450:59599|450:59606|450:59613|450:59620","true","canonical incident route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"532:80377","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"532:80990","form_or_screen_state","Summons Notice","shared_duplicate","/field/summons-notices","432:48326|432:48327|432:48328|432:48329","true","canonical summons route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"879:64493","form_or_screen_state","Inspection Items","shared_duplicate","/field/inspection/[id]","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"879:64635","form_or_screen_state","Inspection Items","shared_duplicate","/field/inspection/[id]","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"985:70673","form_or_screen_state","Inspection Items","shared_duplicate","/field/inspection/[id]","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"879:64564","form_or_screen_state","Inspection Items","shared_duplicate","/field/inspection/[id]","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"879:64839","screen_state","Frame 1984078725","obsolete_reference","","","true","non_delivery_reference_classification","obsolete_annotation_strip"
"947:48549","form_or_screen_state","Inspection Items","shared_duplicate","/field/inspection/[id]","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1501:83986","modal","Modal","shared_duplicate","cross-route","349:252","true","registered shared component plus fresh component signature","source screen chrome_or_overlay_collapsed_to_shared_web_component"
"558:47165","screen_state","Overlay - Alerts","shared_duplicate","cross-route","11:43","true","registered shared component plus fresh component signature","source screen chrome_or_overlay_collapsed_to_shared_web_component"
"902:82083","form_or_screen_state","Establishment Details","shared_duplicate","/field/establishments","450:68977|450:69137|450:69206|450:72509|450:72711|450:75344|450:75628|457:70525|457:70702|457:71041|457:71162|457:71493|457:71611|457:71699|457:71813|459:57004|459:57097|459:57215|459:57305|502:71936","true","canonical establishment route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"1682:83462","form_or_screen_state","Establishment Details","shared_duplicate","/field/establishments","450:68977|450:69137|450:69206|450:72509|450:72711|450:75344|450:75628|457:70525|457:70702|457:71041|457:71162|457:71493|457:71611|457:71699|457:71813|459:57004|459:57097|459:57215|459:57305|502:71936","true","canonical establishment route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"938:132241","form_or_screen_state","Establishment Details","shared_duplicate","/field/establishments","450:68977|450:69137|450:69206|450:72509|450:72711|450:75344|450:75628|457:70525|457:70702|457:71041|457:71162|457:71493|457:71611|457:71699|457:71813|459:57004|459:57097|459:57215|459:57305|502:71936","true","canonical establishment route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"532:72250","form_or_screen_state","Establishment Details","shared_duplicate","/field/establishments","450:68977|450:69137|450:69206|450:72509|450:72711|450:75344|450:75628|457:70525|457:70702|457:71041|457:71162|457:71493|457:71611|457:71699|457:71813|459:57004|459:57097|459:57215|459:57305|502:71936","true","canonical establishment route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"902:82878","form_or_screen_state","Establishment Details","shared_duplicate","/field/establishments","450:68977|450:69137|450:69206|450:72509|450:72711|450:75344|450:75628|457:70525|457:70702|457:71041|457:71162|457:71493|457:71611|457:71699|457:71813|459:57004|459:57097|459:57215|459:57305|502:71936","true","canonical establishment route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2284:104024","screen_state","My Tasks","web_node","/field/my-tasks","548:67761|548:67895|555:2|555:29|558:2|558:61","true","exact source ID annotation","exact_source_id_annotated_responsive_web_screen"
"2284:104027","screen_state","My Tasks","shared_duplicate","/field/my-tasks","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2284:104030","screen_state","My Tasks","shared_duplicate","/field/my-tasks","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2284:104033","screen_state","My Tasks","shared_duplicate","/field/my-tasks","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2284:104036","screen_state","My Tasks","shared_duplicate","/field/my-tasks","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2284:104104","screen_state","My Tasks","shared_duplicate","/field/my-tasks","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2284:104171","screen_state","My Tasks","shared_duplicate","/field/my-tasks","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2284:104188","modal","Modal","shared_duplicate","cross-route","349:252","true","registered shared component plus fresh component signature","source screen chrome_or_overlay_collapsed_to_shared_web_component"
"2284:104206","screen_state","My Tasks","shared_duplicate","/field/my-tasks","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2284:104208","screen_state","My Tasks","shared_duplicate","/field/my-tasks","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2284:104220","screen_state","My Tasks","shared_duplicate","/field/my-tasks","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2284:104232","screen_state","My Tasks","shared_duplicate","/field/my-tasks","548:67761|548:67895|548:68032|549:67723|549:67855|549:67987|550:67864|550:67996|550:68151|555:2|555:29|555:57|555:83|555:109|555:134|555:158|555:185|555:214|558:2|558:61|558:117|558:163|558:209|558:250|558:286|558:337|558:390","true","canonical core route/state screen group","ipad_static_state_collapsed_into_canonical_responsive_web_screen_group"
"2284:104272","screen_state","Home Screen - iPad","obsolete_reference","","","true","non_delivery_reference_classification","obsolete_operating_system_surface"
"2665:30714","screen_state","Login","shared_duplicate","/login/field","563:70230|563:83059|563:83090","true","exact source ID in each responsive shared-auth frame","shared_auth_route_canonicalized_from_ipad_login_field_to_web_login"
