master_row,requirement_id,module,source_requirement,design_ref,route_or_component,test_evidence,runtime_evidence,provider_or_policy_hold,classification,gap_or_note,source_paths
67,MVP2-REQ-0177,M3-08,Maintain metric dictionary and data-sharing policies,CD-058 | CD-058_M3-08_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-058_R2_FINAL/renders/01..06-CD-058_R2.png,/dashboard; dashboard metric functions; mvp3_kpi_definitions,apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts,product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS),None for this source-backed KPI/reporting row; MVP3-HOLD-002 is not counted as evidence for non-map functions.,MATCH,"Exact register/reconciliation identity aligns with source-backed dashboard tests, screenshots and runtime regression; no provider-complete claim is made.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS)
68,MVP2-REQ-0187,M3-08,"National dashboard, branch drilldowns, risk heatmaps, KPI lineage",CD-058 | CD-058_M3-08_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-058_R2_FINAL/renders/01..06-CD-058_R2.png,/dashboard; dashboard metric functions; mvp3_kpi_definitions,apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts,product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS),None for this source-backed KPI/reporting row; MVP3-HOLD-002 is not counted as evidence for non-map functions.,MATCH,"Exact register/reconciliation identity aligns with source-backed dashboard tests, screenshots and runtime regression; no provider-complete claim is made.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS)
69,MVP2-REQ-0229,M3-08,"Executive channel | Executive & Branch Dashboard | Health, risk, open violations, inspection coverage, license pipeline, SLA, resolution trend, branch performance and audit confidence. | Executive, branch director | Live cockpit with drilldown | Use dashboard concept from uploaded Factory Health visual as direction; formulas must be certified.",CD-058 | CD-058_M3-08_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-058_R2_FINAL/renders/01..06-CD-058_R2.png,/dashboard; dashboard metric functions; mvp3_kpi_definitions,apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts,product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS),None for this source-backed KPI/reporting row; MVP3-HOLD-002 is not counted as evidence for non-map functions.,MATCH,"Exact register/reconciliation identity aligns with source-backed dashboard tests, screenshots and runtime regression; no provider-complete claim is made.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS)
70,MVP2-REQ-0253,M3-08,"Analytics shall expose KPI definitions, data lineage, refresh time and drill-through records for health index, coverage, open violations, overdue SLA and resolution.",CD-058 | CD-058_M3-08_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-058_R2_FINAL/renders/01..06-CD-058_R2.png,/dashboard; dashboard metric functions; mvp3_kpi_definitions,apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts,product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS),None for this source-backed KPI/reporting row; MVP3-HOLD-002 is not counted as evidence for non-map functions.,MATCH,"Exact register/reconciliation identity aligns with source-backed dashboard tests, screenshots and runtime regression; no provider-complete claim is made.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/dashboard-business.spec.ts; apps/web/e2e/dashboard-kpi-seed.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; product-contract/evidence/TASK-WEB-DASHBOARD-002-EV-001.txt; product-contract/evidence/screens/dashboard-business-v1/; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (source-backed metrics/drill-through regression PASS)
71,MVP2-REQ-0068,M3-09,"PLAT-0006 | Web Operations | Business Web | Compliance Enforcement | Violation creation, penalty mapping, recommendation, committee decision, correction lifecycle | Owns configuration, runtime behavior, validation, audit and handoff for Compliance Enforcement. | Does not bypass source BRD rules, published workflows or role permissions. | Compliance Officer, Committee, Branch Manager | Violation workspace, penalty panel, decision board | Violation, Clause, Penalty, Recommendation, Decision | Violation is traceable to question/answer/clause. | Repeat and severity update risk model signals. | Enforcement workflow routes to committee/approval. | Violation notice, penalty, correction task | P0 | Regulation + inspection BRDs",CD-059 | CD-059_M3-09_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-059_R2_FINAL/renders/01..06-CD-059_R2.png,/enforcement; /cases; /portal,apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; protected browser regression cited in retrofit certificate,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (canonical case/objection/violation spine and consolidated lifecycle PASS; 510 pass/0 fail),None; external identity remains separately fail-closed under MVP3-HOLD-003 for external portal authentication.,MATCH,Exact register/reconciliation identity aligns with the canonical violation/correction/objection lifecycle and protected runtime regression.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; protected browser regression cited in retrofit certificate; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (canonical case/objection/violation spine and consolidated lifecycle PASS; 510 pass/0 fail)
72,MVP2-REQ-0083,M3-09,"Shows clause, penalty, evidence, factory history and recommendation",CD-059 | CD-059_M3-09_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-059_R2_FINAL/renders/01..06-CD-059_R2.png,/enforcement; /cases; /portal,apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; protected browser regression cited in retrofit certificate,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (canonical case/objection/violation spine and consolidated lifecycle PASS; 510 pass/0 fail),None; external identity remains separately fail-closed under MVP3-HOLD-003 for external portal authentication.,MATCH,Exact register/reconciliation identity aligns with the canonical violation/correction/objection lifecycle and protected runtime regression.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; protected browser regression cited in retrofit certificate; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (canonical case/objection/violation spine and consolidated lifecycle PASS; 510 pass/0 fail)
73,MVP2-REQ-0242,M3-09,Disputes cannot be managed cleanly.,CD-059 | CD-059_M3-09_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-059_R2_FINAL/renders/01..06-CD-059_R2.png,/enforcement; /cases; /portal,apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; protected browser regression cited in retrofit certificate,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (canonical case/objection/violation spine and consolidated lifecycle PASS; 510 pass/0 fail),None; external identity remains separately fail-closed under MVP3-HOLD-003 for external portal authentication.,MATCH,Exact register/reconciliation identity aligns with the canonical violation/correction/objection lifecycle and protected runtime regression.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; apps/web/e2e/mvp3-enterprise-contract.spec.ts; protected browser regression cited in retrofit certificate; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (canonical case/objection/violation spine and consolidated lifecycle PASS; 510 pass/0 fail)
74,MVP2-REQ-0255,M3-10,"AI features shall provide suggestions only, cite input evidence/clauses, show confidence, allow edit/reject and store human decision separately.",CD-060 | CD-060_M3-10_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-060_R2_FINAL/renders/01..06-CD-060_R2.png,/ai/suggestions; AiDockets; AI suggestion actions,apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/ai-delta-contract.spec.ts; apps/web/e2e/ai-user-journey.spec.ts,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (evidence-reference and human reject/fail-closed browser tests PASS),MVP3-HOLD-007 AI provider and policy OPEN; AI action disabled while deterministic inspection workflow remains usable.,MATCH,"Suggestion-only, evidence-cited, human-disposition and provider-unavailable behavior are explicitly tested; AI provider remains fail-closed.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/ai-delta-contract.spec.ts; apps/web/e2e/ai-user-journey.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (evidence-reference and human reject/fail-closed browser tests PASS)
75,MVP2-REQ-0077,M3-11,"PLAT-0022 | iPad Field App | Mobile Field Execution | EBDA Signature & Report Preview | Representative acknowledgement, inspector signature, EBDA digital signature, report hash, signed copy | Owns configuration, runtime behavior, validation, audit and handoff for EBDA Signature & Report Preview. | Does not bypass source BRD rules, published workflows or role permissions. | Inspector, Factory Representative | Report preview, signature pad/EBDA handoff | Report, Signature, Hash, Consent | Report sections mapped from form template. | Critical reports may change risk after approval. | Signature guard blocks approval/share until completed or excepted. | Signed report | P0 | EBDA To-Be",CD-061 | CD-061_M3-11_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-061_R2_FINAL/renders/01..06-CD-061_R2.png,/committee; RecordSignature; committee actions; canonical case/inspection lineage,apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail),MVP3-HOLD-001 digital signature OPEN; MVP3-HOLD-004 EBDA/data exchange OPEN where applicable; unsigned/refused dossier remains auditable.,NEEDS_REVIEW,"Provider-independent acknowledgement, refusal, dossier and signed-report contracts align, but verified EBDA/KSA trust-provider signing is held under MVP3-HOLD-001/004; do not treat the signed-provider result as runtime-evidenced.",product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail)
76,MVP2-REQ-0084,M3-11,"Shows report, evidence, legal mapping, recommendations and dissent history",CD-061 | CD-061_M3-11_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-061_R2_FINAL/renders/01..06-CD-061_R2.png,/committee; RecordSignature; committee actions; canonical case/inspection lineage,apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail),"Verified signature remains under MVP3-HOLD-001, but this provider-independent dossier/refusal/decision-lineage row has a usable fail-closed path.",MATCH,Provider-independent dossier/refusal/decision lineage aligns with tests and runtime certification; verified signature/EBDA seams remain held where applicable.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail)
77,MVP2-REQ-0225,M3-11,"Primary business outcome | License decision defensibility | Every inspection must explain why factory was selected, what rules/forms applied, how evidence was captured, how signature/refusal was handled, and why decision was made. | Licensing committee, legal, audit | Case replay with full data trail | Without this, business users will challenge trust and legal defensibility.",CD-061 | CD-061_M3-11_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-061_R2_FINAL/renders/01..06-CD-061_R2.png,/committee; RecordSignature; committee actions; canonical case/inspection lineage,apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail),"Verified signature remains under MVP3-HOLD-001, but this provider-independent dossier/refusal/decision-lineage row has a usable fail-closed path.",MATCH,Provider-independent dossier/refusal/decision lineage aligns with tests and runtime certification; verified signature/EBDA seams remain held where applicable.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail)
78,MVP2-REQ-0232,M3-11,Digital signature flow becomes hand-wavy; online/offline behavior unknown.,CD-061 | CD-061_M3-11_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-061_R2_FINAL/renders/01..06-CD-061_R2.png,/committee; RecordSignature; committee actions; canonical case/inspection lineage,apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail),"MVP3-HOLD-001 and MVP3-HOLD-004 remain OPEN, which preserves the source requirement that EBDA technical/legal details are not yet verified.",MATCH,Provider-independent dossier/refusal/decision lineage aligns with tests and runtime certification; verified signature/EBDA seams remain held where applicable.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail)
79,MVP2-REQ-0236,M3-11,"Committee cannot see coherent dossier, history, risk, evidence and objection context.",CD-061 | CD-061_M3-11_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-061_R2_FINAL/renders/01..06-CD-061_R2.png,/committee; RecordSignature; committee actions; canonical case/inspection lineage,apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail),"Verified signature remains under MVP3-HOLD-001, but this provider-independent dossier/refusal/decision-lineage row has a usable fail-closed path.",MATCH,Provider-independent dossier/refusal/decision lineage aligns with tests and runtime certification; verified signature/EBDA seams remain held where applicable.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail)
80,MVP2-REQ-0245,M3-11,"The Digital Signature Service shall not be built until the approved KSA trust-service provider, API contract, signer identity flow, timestamp, seal validation and legal acceptance are confirmed.",CD-061 | CD-061_M3-11_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-061_R2_FINAL/renders/01..06-CD-061_R2.png,/committee; RecordSignature; committee actions; canonical case/inspection lineage,apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail),"MVP3-HOLD-001 remains OPEN; verified signature execution is disabled, satisfying the no-build-until-approved guard.",MATCH,Provider-independent dossier/refusal/decision lineage aligns with tests and runtime certification; verified signature/EBDA seams remain held where applicable.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail)
81,MVP2-REQ-0246,M3-11,"The iPad app shall support 'Refused to Sign' with mandatory reason, optional witness, inspector statement and audit trail, then proceed per configured workflow.",CD-061 | CD-061_M3-11_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-061_R2_FINAL/renders/01..06-CD-061_R2.png,/committee; RecordSignature; committee actions; canonical case/inspection lineage,apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail),"Verified signature remains under MVP3-HOLD-001, but this provider-independent dossier/refusal/decision-lineage row has a usable fail-closed path.",MATCH,Provider-independent dossier/refusal/decision lineage aligns with tests and runtime certification; verified signature/EBDA seams remain held where applicable.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail)
82,MVP2-REQ-0252,M3-11,The Committee Room shall generate a decision dossier that is readable to business users and defensible to auditors.,CD-061 | CD-061_M3-11_R2_FINAL/ (dc.html frame selector — all R1 frame ids preserved) | CD-061_R2_FINAL/renders/01..06-CD-061_R2.png,/committee; RecordSignature; committee actions; canonical case/inspection lineage,apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts,product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail),"Verified signature remains under MVP3-HOLD-001, but this provider-independent dossier/refusal/decision-lineage row has a usable fail-closed path.",MATCH,Provider-independent dossier/refusal/decision lineage aligns with tests and runtime certification; verified signature/EBDA seams remain held where applicable.,product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_84_ROW_COVERAGE_RECONCILIATION_R2.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/mvp3-enterprise-contract.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts; apps/web/e2e/mvp2-m2-02-lifecycles.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md (dossier/refusal contracts PASS; verified signing provider-gated; 510 pass/0 fail)
