master_row,requirement_id,module,source_requirement,design_ref,route_or_component,test_evidence,runtime_evidence,provider_or_policy_hold,classification,gap_or_note,source_paths
"39","MVP2-REQ-0237","M3-04","Operationalize the audit log as an append-only, replayable event store with catalogue, viewer, export pack, and tamper-evidence strategy.","CD-054 R2 frames 01..06","/admin/audit Inspection Flight Recorder","mvp2-m2-05-contract.spec.ts; mvp2-m2-05-audit-replay.spec.ts","Append-only replay contracts and rollback-only live probe passed; operational viewer runtime tested.","Retention/export/legal policy remains held; the UI truthfully labels export/reveal/redaction/retention unavailable.","MATCH","The operational replay requirement is supported; held export/legal-policy functions remain explicitly unavailable rather than falsely certified.","product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; apps/web/src/app/admin/audit/AuditReplayWorkspace.tsx; apps/web/e2e/mvp2-m2-05-contract.spec.ts; apps/web/e2e/mvp2-m2-05-audit-replay.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md"
"40","MVP2-REQ-0254","M3-04","Capture who, what, when, where, why, before, after, source, version, and correlation ID for every critical business event and reconstruct the decision timeline.","CD-054 R2 frames 01..06","/admin/audit reconstruction, compare, completeness, custody, and print views","mvp2-m2-05-contract.spec.ts; mvp2-m2-05-audit-replay.spec.ts; mvp3_retrofit_live_probe.sql","M3-04 runtime certified with live rollback probe and protected browser regression.","Retention/export/legal policy remains held and is not promoted to proof.","MATCH","Named semantic envelope/replay evidence and runtime views align with the requirement; completeness is fail-closed when a bounded case/ontology is unavailable.","product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; apps/web/src/app/admin/audit/AuditReplayWorkspace.tsx; apps/web/e2e/mvp2-m2-05-contract.spec.ts; apps/web/e2e/mvp2-m2-05-audit-replay.spec.ts; supabase/tests/mvp3_retrofit_live_probe.sql"
"41","MVP2-REQ-0072","M3-05","GIS Admin must govern official/verified pins, geofence rules, map layers, offline map packs, and privacy policy.","CD-055 R2 frames 01..06","/admin/gis; /admin/gis/spatial","m04-device-eta-override.spec.ts; mapbox-provider.spec.ts; mvp2-mapbox-live.spec.ts","Mapbox ETA/provenance/stale-cache journey passed; deployment token/style/offline policy remains held.","Mapbox and maps MVP3-HOLD-002 is OPEN.","NEEDS_REVIEW","The cited runtime proves route/geofence behavior, not the complete GIS-admin contract for official-vs-verified pins, governed layers, offline packs, and privacy policy; those elements remain policy/provider dependent.","product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; apps/web/e2e/m04-device-eta-override.spec.ts; apps/web/e2e/mapbox-provider.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md"
"42","MVP2-REQ-0075","M3-05","Field GIS must provide route, geofence, pin provenance, offline map, check-in proof, and geotagged evidence.","CD-055 R2 frames 01..06","/field/[visitId]; visit/map surfaces","m04-device-eta-override.spec.ts; offline-drill.spec.ts","Live Mapbox ETA, stale-cache, GPS negative paths, geofence override, and check-in state passed.","Mapbox and maps MVP3-HOLD-002 is OPEN.","NEEDS_REVIEW","Runtime proof covers ETA, GPS, geofence, and stale route estimate, but not a governed offline map pack, official-vs-verified pin presentation, and complete geotagged-evidence chain.","product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; apps/web/e2e/m04-device-eta-override.spec.ts; apps/web/e2e/offline-drill.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md"
"43","MVP2-REQ-0233","M3-05","Treat GIS as defensible legal evidence with governance, snapshots, accuracy thresholds, exception workflow, and offline maps.","CD-055 R2 frames 01..06","/admin/gis; /field/[visitId]; /operations","m04-device-eta-override.spec.ts","Accuracy guard, no-synthetic-check-in negative paths, and independent Operations override passed.","Mapbox/offline-pack policy MVP3-HOLD-002 and legal/retention policy MVP3-HOLD-006 remain OPEN.","NEEDS_REVIEW","Accuracy and exception workflow are proven, but map snapshots, offline map packs, privacy/retention, and legal-evidence status are not certified and must remain held.","product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; apps/web/e2e/m04-device-eta-override.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md"
"44","MVP2-REQ-0074","M3-06","Offline package runtime must include encrypted package, factory snapshot, forms, clauses, maps, report templates, expiry, and remote wipe.","CD-056 R2 frames 01..06","/admin/packages; /admin/devices; /field","mvp3-enterprise-contract.spec.ts; mvp3_retrofit_live_probe.sql; offline-drill.spec.ts","Package manifest/access probe and field offline replay passed; external MDM execution remains held.","Mapbox MVP3-HOLD-002 and production release MVP3-HOLD-008 are OPEN; MDM is called held in status/certificate but has no dedicated row in the hold register.","NEEDS_REVIEW","The manifest test proves forms, clauses, evidence rules, report template, and locales, but not the entire factory-snapshot/map/encryption contract; remote wipe is queued and explicitly not completed without genuine device acknowledgement.","product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; supabase/migrations/20260718150000_mvp3_enterprise_control_plane.sql; apps/web/src/app/admin/devices/page.tsx; apps/web/e2e/mvp3-enterprise-contract.spec.ts; supabase/tests/mvp3_retrofit_live_probe.sql"
"45","MVP2-REQ-0076","M3-06","Capture findings/violations with severity, clause mapping, photo/video/document evidence, notes, and representative confirmation.","CD-056 R2 frames 01..06","/field/inspection/[id]; review/report surfaces","golden-journey.spec.ts; offline-drill.spec.ts; cd-010-011-violations.spec.ts","Canonical field/review journeys are included in the 510-pass protected regression.","Digital-signature MVP3-HOLD-001 applies only to verified provider signature; acknowledgement remains distinct.","MATCH","This row reuses canonical inspection, evidence, violation, submission, and review contracts; the protected journey and negative paths are named without claiming provider signature.","product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; product-contract/mvp3/MVP3_RETROFIT_INTEGRATION_MAP.csv; apps/web/e2e/golden-journey.spec.ts; apps/web/e2e/offline-drill.spec.ts; apps/web/e2e/cd-010-011-violations.spec.ts"
"46","MVP2-REQ-0176","M3-06","Register devices, assign inspectors, enforce MDM, govern package expiry/remote wipe, and expose sync health; revoked devices must not open packages.","CD-056 R2 frames 01..06","/admin/devices; mvp3 device/package RPCs","mvp3-enterprise-contract.spec.ts; mvp3_retrofit_live_probe.sql","Trusted-device schema/RPC and unknown-device denial passed; genuine MDM command completion is not runtime-certified.","M3-06 status and certificate say MDM held, but MVP3_PROVIDER_POLICY_HOLDS.csv has no MDM hold row.","NEEDS_REVIEW","Local trust state and fail-closed package denial are proven, but external MDM enforcement, completed wipe, and sync-health evidence are not; the missing dedicated MDM hold row is a traceability gap.","product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; apps/web/src/app/admin/devices/page.tsx; apps/web/e2e/mvp3-enterprise-contract.spec.ts; supabase/tests/mvp3_retrofit_live_probe.sql"
"47","MVP2-REQ-0178","M3-06","Only an authorized inspector on an assigned trusted device may access assigned packages.","CD-056 R2 frames 01..06","/admin/devices; mvp3_open_inspection_package RPC","mvp3-enterprise-contract.spec.ts; mvp3_retrofit_live_probe.sql","Live rollback probe records unknown-device denial; trusted-device/package access contracts passed.","External MDM remains held; local assignment/trust enforcement is still fail-closed.","MATCH","The additive device identity, assignment, trust-state, package-access denial, and append-only outcome evidence align with the requirement without claiming external MDM.","product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; supabase/migrations/20260718150000_mvp3_enterprise_control_plane.sql; apps/web/e2e/mvp3-enterprise-contract.spec.ts; supabase/tests/mvp3_retrofit_live_probe.sql"
"48","MVP2-REQ-0179","M3-06","Provide secure login and biometric re-entry with auditable login/unlock events.","CD-056 R2 frames 01..06","Authentication and field workspace","Protected persona authentication setup only; no biometric-specific test is named.","Five authenticated personas passed in the protected regression; biometric re-entry was not named as runtime evidence.","External identity/SSO MVP3-HOLD-003 is OPEN; local authentication remains supported.","NEEDS_REVIEW","The certificate proves authenticated personas, not biometric re-entry or a distinct unlock audit event. No named source/runtime evidence closes the biometric portion.","product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md"
"49","MVP2-REQ-0180","M3-06","Download a package before travel and show a manifest with every dependency and status.","CD-056 R2 frames 01..06","/admin/packages; field package access; mvp3_compile_inspection_package RPC","mvp3-enterprise-contract.spec.ts; mvp3_retrofit_live_probe.sql","Package manifest/hash and package-access runtime probe passed.","Production release MVP3-HOLD-008 remains OPEN; no production device download claimed.","MATCH","Immutable manifest, required sections, hash, package-access audit, and fail-closed device checks align; evidence is live rollback rather than a production download claim.","product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; supabase/migrations/20260718150000_mvp3_enterprise_control_plane.sql; apps/web/e2e/mvp3-enterprise-contract.spec.ts; supabase/tests/mvp3_retrofit_live_probe.sql"
"50","MVP2-REQ-0181","M3-06","A readiness banner must tell the inspector the exact fix required before field travel.","CD-056 R2 frames 01..06","/field/[visitId] device readiness panel","m04-device-eta-override.spec.ts","Authenticated field runtime verified the device-readiness panel, production device metadata, and negative GPS guards.","External MDM remains held; browser-reported metadata is labelled honestly.","MATCH","The tested readiness panel exposes device/app facts and fail-closed field prerequisites without upgrading browser metadata to MDM proof.","product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; apps/web/e2e/m04-device-eta-override.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md"
"51","MVP2-REQ-0182","M3-06","Required/optional photo evidence must remain traceable to the question/finding and device.","CD-056 R2 frames 01..06","/field/inspection/[id] evidence capture","golden-journey.spec.ts; offline-drill.spec.ts","Canonical field evidence journeys are in the full protected regression; device linkage is not named at row level.","External MDM remains held; device provenance must not be inferred from an unverified MDM reference.","NEEDS_REVIEW","Question/finding evidence capture is covered, but the cited runtime does not explicitly demonstrate the complete evidence-to-device trace for this row.","product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; apps/web/e2e/golden-journey.spec.ts; apps/web/e2e/offline-drill.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md"
"52","MVP2-REQ-0183","M3-06","Capture representative acknowledgement/signature where required and prevent silent report change after acknowledgement.","CD-056 R2 frames 01..06","/field/inspection/[id] SignaturePad; review/report acknowledgement views","golden-journey.spec.ts; mvp2-m2-12-signature.spec.ts; offline-drill.spec.ts","Representative acknowledgement is captured in immutable submission versions and shown in review/report paths.","Digital signature MVP3-HOLD-001 remains OPEN; DEC-009 acknowledgement is explicitly not PKI signature.","MATCH","The local acknowledgement/immutability contract is evidenced and accurately separated from the held verified-signature provider claim.","product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; apps/web/src/app/field/inspection/[id]/SignaturePad.tsx; apps/web/src/app/field/inspection/[id]/Workspace.tsx; apps/web/e2e/golden-journey.spec.ts; apps/web/e2e/mvp2-m2-12-signature.spec.ts"
"53","MVP2-REQ-0184","M3-06","Only trusted enrolled iPads may run official field inspections.","CD-056 R2 frames 01..06","/admin/devices; package-access RPC","mvp3-enterprise-contract.spec.ts; mvp3_retrofit_live_probe.sql","Local trusted-device schema and unknown-device package denial passed; genuine MDM enrollment is not proven.","M3-06 is marked MDM-held, but the hold register lacks a dedicated MDM entry.","NEEDS_REVIEW","The local trust registry is proven, but an actual enrolled iPad/MDM attestation is not. Keep the external-device claim held and repair hold-register traceability.","product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; product-contract/mvp3/MVP3_PROVIDER_POLICY_HOLDS.csv; apps/web/e2e/mvp3-enterprise-contract.spec.ts; supabase/tests/mvp3_retrofit_live_probe.sql"
"54","MVP2-REQ-0185","M3-06","Every offline event must be timestamped and replayable from the offline package.","CD-056 R2 frames 01..06","Field offline queue; /admin/audit","offline-drill.spec.ts; mvp2-m2-05-audit-replay.spec.ts","Offline answer queue/replay-once and audit replay are separately tested; an end-to-end offline-package-to-audit reconstruction is not named.","Production release MVP3-HOLD-008 remains OPEN.","NEEDS_REVIEW","The two evidence legs exist but are not explicitly joined to prove every offline event, timestamp, and audit reconstruction from one package.","product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_SCHEMA_REUSE_REGISTER.csv; apps/web/e2e/offline-drill.spec.ts; apps/web/e2e/mvp2-m2-05-audit-replay.spec.ts; product-contract/evidence/TASK-MVP3-RETROFIT-REGRESSION-001.md"
"55","MVP2-REQ-0186","M3-06","Provide an operational sync-health dashboard so support can rescue field issues.","CD-056 R2 frames 01..06","/admin/devices","mvp3-enterprise-contract.spec.ts; mvp3_retrofit_live_probe.sql","M3-06 is marked implemented/runtime certified with MDM held; current device page exposes last-seen and command evidence only.","External MDM is held and missing as a dedicated hold-register row.","CONTRADICTION","The named principal route does not present sync queue/error/health status or rescue controls; current source shows a device register and command list, conflicting with the row and implemented-evidenced label.","product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; apps/web/src/app/admin/devices/page.tsx; apps/web/e2e/mvp3-enterprise-contract.spec.ts; supabase/tests/mvp3_retrofit_live_probe.sql"
"56","MVP2-REQ-0240","M3-06","Planning must account for inspector skills, route duration, fatigue, safety flags, availability, factory access windows, and maximum load.","CD-056 R2 frames 01..06","/visits/workload; planning routes","cd-026-visit-management.spec.ts; dashboard-business.spec.ts","Full regression includes workload surfaces, but M3-06 runtime evidence names only trusted devices/field journey.","No approved fatigue/safety/max-load policy values may be invented.","CONTRADICTION","The workload page aggregates assignments but the cited evidence does not establish skills, fatigue, safety, access-window, route-duration, or maximum-load planning guards; this conflicts with the module's implemented-evidenced disposition for all 14 rows.","product-contract/mvp3/MVP3_84_ROW_MASTER_REGISTER.csv; product-contract/mvp3/MVP3_IMPLEMENTATION_STATUS.csv; apps/web/src/app/visits/workload/page.tsx; apps/web/e2e/cd-026-visit-management.spec.ts; apps/web/e2e/dashboard-business.spec.ts"
