finding_id,route,screen_id,persona,mode,locale,direction,theme,severity,category,observation,user_cost,evidence_path,evidence_status,source_refs,recommendation,acceptance_test,design_package,status
WP01-UX-0013,/admin,SCR-ADM-001,Compliance/Business/Technical Admin,default,en,LTR,light,P2,Cross-page continuity,Current en-LTR light evidence for /admin requires cross-page continuity refinement against the governed premium baseline.,"Additional time, ambiguity or recovery effort for the governed task on /admin.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin__populated__en-LTR__light__1440x1024__20260719T003321Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Preserve query, filters and position when returning from detail to list.","On /admin in en-LTR light, verify: Preserve query, filters and position when returning from detail to list.",CD-PREM-02,OPEN_EVIDENCED
WP01-UX-0014,/admin,SCR-ADM-001,Compliance/Business/Technical Admin,default,en,LTR,light,P2,Progressive disclosure,Current en-LTR light evidence for /admin requires progressive disclosure refinement against the governed premium baseline.,"Additional time, ambiguity or recovery effort for the governed task on /admin.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin__populated__en-LTR__light__1440x1024__20260719T003321Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Reveal advanced configuration only when prerequisite choices make it relevant.,"On /admin in en-LTR light, verify: Reveal advanced configuration only when prerequisite choices make it relevant.",CD-PREM-02,OPEN_EVIDENCED
WP01-UX-0015,/admin,SCR-ADM-001,Compliance/Business/Technical Admin,default,en,LTR,light,P2,Confirmation,Current en-LTR light evidence for /admin requires confirmation refinement against the governed premium baseline.,"Additional time, ambiguity or recovery effort for the governed task on /admin.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin__populated__en-LTR__light__1440x1024__20260719T003321Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Summarize consequences, affected records and version before irreversible actions.","On /admin in en-LTR light, verify: Summarize consequences, affected records and version before irreversible actions.",CD-PREM-02,OPEN_EVIDENCED
WP01-UX-0016,/admin,SCR-ADM-001,Compliance/Business/Technical Admin,default,en,LTR,light,P2,Audit confidence,Current en-LTR light evidence for /admin requires audit confidence refinement against the governed premium baseline.,"Additional time, ambiguity or recovery effort for the governed task on /admin.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin__populated__en-LTR__light__1440x1024__20260719T003321Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Let users trace who, what, when, version and reason without leaving the decision flow.","On /admin in en-LTR light, verify: Let users trace who, what, when, version and reason without leaving the decision flow.",CD-PREM-02,OPEN_EVIDENCED
WP01-UX-0017,/admin,SCR-ADM-001,Compliance/Business/Technical Admin,default,en,LTR,light,P2,Provider fallback,Current en-LTR light evidence for /admin requires provider fallback refinement against the governed premium baseline.,"Additional time, ambiguity or recovery effort for the governed task on /admin.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin__populated__en-LTR__light__1440x1024__20260719T003321Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Offer an honest operational fallback when a provider is unavailable.,"On /admin in en-LTR light, verify: Offer an honest operational fallback when a provider is unavailable.",CD-PREM-02,OPEN_EVIDENCED
WP01-UX-0018,/admin,SCR-ADM-001,Compliance/Business/Technical Admin,default,en,LTR,light,P1,Offline confidence,Current en-LTR light evidence for /admin requires offline confidence refinement against the governed premium baseline.,"Additional time, ambiguity or recovery effort for the governed task on /admin.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin__populated__en-LTR__light__1440x1024__20260719T003321Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Expose saved, queued, syncing, conflicted and failed states without silently overwriting.","On /admin in en-LTR light, verify: Expose saved, queued, syncing, conflicted and failed states without silently overwriting.",CD-PREM-02,OPEN_EVIDENCED
WP01-UX-0019,/admin,SCR-ADM-001,Compliance/Business/Technical Admin,default,en,LTR,light,P1,Immutable version,Current en-LTR light evidence for /admin requires immutable version refinement against the governed premium baseline.,"Additional time, ambiguity or recovery effort for the governed task on /admin.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin__populated__en-LTR__light__1440x1024__20260719T003321Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Prevent edits to submitted versions and guide returned corrections to unlocked scope only.,"On /admin in en-LTR light, verify: Prevent edits to submitted versions and guide returned corrections to unlocked scope only.",CD-PREM-02,OPEN_EVIDENCED
WP01-UX-0020,/admin,SCR-ADM-001,Compliance/Business/Technical Admin,default,en,LTR,light,P2,Arabic comprehension,Current en-LTR light evidence for /admin requires arabic comprehension refinement against the governed premium baseline.,"Additional time, ambiguity or recovery effort for the governed task on /admin.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin__populated__en-LTR__light__1440x1024__20260719T003321Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Use domain-approved Arabic and preserve mixed-script identifiers without ambiguity.,"On /admin in en-LTR light, verify: Use domain-approved Arabic and preserve mixed-script identifiers without ambiguity.",CD-PREM-02,OPEN_EVIDENCED
WP01-UX-0021,/admin,SCR-ADM-001,Compliance/Business/Technical Admin,default,en,LTR,light,P2,Accessibility workflow,Current en-LTR light evidence for /admin requires accessibility workflow refinement against the governed premium baseline.,"Additional time, ambiguity or recovery effort for the governed task on /admin.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin__populated__en-LTR__light__1440x1024__20260719T003321Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Support complete keyboard and assistive-technology completion, not just component-level compliance.","On /admin in en-LTR light, verify: Support complete keyboard and assistive-technology completion, not just component-level compliance.",CD-PREM-02,OPEN_EVIDENCED
WP01-UX-0022,/admin,SCR-ADM-001,Compliance/Business/Technical Admin,default,en,LTR,light,P2,Responsive priority,Current en-LTR light evidence for /admin requires responsive priority refinement against the governed premium baseline.,"Additional time, ambiguity or recovery effort for the governed task on /admin.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin__populated__en-LTR__light__1440x1024__20260719T003321Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Retain the current job, evidence and safe next action at narrow widths.","On /admin in en-LTR light, verify: Retain the current job, evidence and safe next action at narrow widths.",CD-PREM-02,OPEN_EVIDENCED
WP01-UX-0023,/admin,SCR-ADM-001,Compliance/Business/Technical Admin,default,en,LTR,light,P2,Trust/provenance,Current en-LTR light evidence for /admin requires trust/provenance refinement against the governed premium baseline.,"Additional time, ambiguity or recovery effort for the governed task on /admin.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin__populated__en-LTR__light__1440x1024__20260719T003321Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Keep projections, simulations, fixtures and live values visibly distinct.","On /admin in en-LTR light, verify: Keep projections, simulations, fixtures and live values visibly distinct.",CD-PREM-02,OPEN_EVIDENCED
WP01-UX-0024,/admin,SCR-ADM-001,Compliance/Business/Technical Admin,default,en,LTR,light,P2,Help in context,Current en-LTR light evidence for /admin requires help in context refinement against the governed premium baseline.,"Additional time, ambiguity or recovery effort for the governed task on /admin.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin__populated__en-LTR__light__1440x1024__20260719T003321Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Provide concise policy and evidence help at the decision point, not as detached documentation.","On /admin in en-LTR light, verify: Provide concise policy and evidence help at the decision point, not as detached documentation.",CD-PREM-02,OPEN_EVIDENCED
WP01-UX-0025,/admin,SCR-ADM-001,Compliance/Business/Technical Admin,default,en,LTR,light,P2,Exit/recovery,Current en-LTR light evidence for /admin requires exit/recovery refinement against the governed premium baseline.,"Additional time, ambiguity or recovery effort for the governed task on /admin.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin__populated__en-LTR__light__1440x1024__20260719T003321Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Give a safe exit that preserves state and tells the user what remains incomplete.,"On /admin in en-LTR light, verify: Give a safe exit that preserves state and tells the user what remains incomplete.",CD-PREM-02,OPEN_EVIDENCED
WP01-UX-0026,/admin,SCR-ADM-001,Compliance/Business/Technical Admin,ar-rtl-dark,ar,RTL,dark,P1,Job clarity,Arabic RTL dark capture mixes English role/action labels and compresses account identity in the command bar.,"Additional time, ambiguity or recovery effort for the governed task on /admin.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin__populated__ar-RTL__dark__1440x1024__20260719T003610Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,State the user job and expected outcome before presenting tools or data.,"On /admin in ar-RTL dark, verify: State the user job and expected outcome before presenting tools or data.",CD-PREM-02,OPEN_EVIDENCED
WP01-UX-0027,/admin,SCR-ADM-001,Compliance/Business/Technical Admin,ar-rtl-dark,ar,RTL,dark,P2,Next action,Current ar-RTL dark evidence for /admin requires next action refinement against the governed premium baseline.,"Additional time, ambiguity or recovery effort for the governed task on /admin.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin__populated__ar-RTL__dark__1440x1024__20260719T003610Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Make exactly one safe next action obvious for the current role and lifecycle state.,"On /admin in ar-RTL dark, verify: Make exactly one safe next action obvious for the current role and lifecycle state.",CD-PREM-02,OPEN_EVIDENCED
WP01-UX-0028,/admin,SCR-ADM-001,Compliance/Business/Technical Admin,ar-rtl-dark,ar,RTL,dark,P2,Blocker explanation,Current ar-RTL dark evidence for /admin requires blocker explanation refinement against the governed premium baseline.,"Additional time, ambiguity or recovery effort for the governed task on /admin.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin__populated__ar-RTL__dark__1440x1024__20260719T003610Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Explain why progression is blocked and identify the authorized resolution path.,"On /admin in ar-RTL dark, verify: Explain why progression is blocked and identify the authorized resolution path.",CD-PREM-02,OPEN_EVIDENCED
WP01-UX-0029,/admin,SCR-ADM-001,Compliance/Business/Technical Admin,ar-rtl-dark,ar,RTL,dark,P2,Lifecycle orientation,Current ar-RTL dark evidence for /admin requires lifecycle orientation refinement against the governed premium baseline.,"Additional time, ambiguity or recovery effort for the governed task on /admin.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin__populated__ar-RTL__dark__1440x1024__20260719T003610Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,Keep the object lifecycle and current step visible across drill-ins and returns.,"On /admin in ar-RTL dark, verify: Keep the object lifecycle and current step visible across drill-ins and returns.",CD-PREM-02,OPEN_EVIDENCED
WP01-UX-0030,/admin,SCR-ADM-001,Compliance/Business/Technical Admin,ar-rtl-dark,ar,RTL,dark,P2,Scope awareness,Current ar-RTL dark evidence for /admin requires scope awareness refinement against the governed premium baseline.,"Additional time, ambiguity or recovery effort for the governed task on /admin.",design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin__populated__ar-RTL__dark__1440x1024__20260719T003610Z.png,ACCEPTED_AS_IS_BASELINE,/Users/vikramindla/InspectionOps/11_OPERATIONALIZATION/03_PREMIUM_UIUX_PLAN/20260719/FULL_59_ROUTE_SCREENSHOT_SCOPE.csv;product-contract/screens/screen_route_catalogue.csv;design/claude-design-mvp1/authority/CODE_ROUTE_RECONCILIATION.csv,"Show organization, region, branch and record scope at the point of decision.","On /admin in ar-RTL dark, verify: Show organization, region, branch and record scope at the point of decision.",CD-PREM-02,OPEN_EVIDENCED
