evidence_id,route_requested,route_final,persona,state,locale,direction,theme,viewport,image_width,image_height,commit,build,captured_at_utc,evidence_path,sha256,console_status,network_status,privacy_review,acceptance,notes
WP01-SHOT-011,/admin/packages,/admin/packages,Compliance/Business/Technical Admin,populated_or_honest_empty,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T003459Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin-packages__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003459Z.png,174a9a109c4d22a91460b8df9f29563e49f2501509a6d5402056d4adf928e3a8,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_AS_IS_BASELINE,
WP01-SHOT-012,/admin/regulations/:id,/admin/regulations/:id,Compliance/Business/Technical Admin,published_read_only,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T003541Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin-regulation-detail__published_read_only__en-LTR__light__1425x1024__20260719T003541Z.png,c9bdcb59bd8619cac406756e5eeff9940ee793963ba179e7d54ad45ed2abaef5,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_AS_IS_BASELINE,
WP01-SHOT-013,/admin/regulations,/admin/regulations,Compliance/Business/Technical Admin,populated_or_honest_empty,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T003500Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin-regulations__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003500Z.png,e38a8133c43482a60e7a7e71d2999ac74c512622e71eaf2fee475483a24e26fa,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_AS_IS_BASELINE,
WP01-SHOT-014,/admin/risk/models,/admin/risk/models,Compliance/Business/Technical Admin,populated_or_honest_empty,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T003502Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin-risk-models__populated_or_honest_empty__en-LTR__light__1440x1024__20260719T003502Z.png,76466025b249e1806f2c07945bbc7847286a595c119cda4ceb8bf5d717062593,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_HONEST_UNAVAILABLE_STATE,
WP01-SHOT-015,/admin/risk,/admin/risk,Compliance/Business/Technical Admin,populated_or_honest_empty,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T003501Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin-risk__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003501Z.png,d0a316ea9696d4987887e93f5da57cda656ad645c6b9e7b51ba4d718f7cf06f5,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_AS_IS_BASELINE,
WP01-SHOT-016,/admin/security-access,/admin/security-access,Security Admin,populated_or_honest_empty,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T003503Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin-security-access__populated_or_honest_empty__en-LTR__light__1440x1024__20260719T003503Z.png,aa2baf7b87e6762683868fb803d30f35933522138d204789b21c5144c8a39b48,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_AS_IS_BASELINE,
WP01-SHOT-017,/admin/violations,/admin/violations,Compliance/Business/Technical Admin,populated_or_honest_empty,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T003505Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin-violations__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003505Z.png,29091355bdb55152c64c55643176e035ed15cc8f67c502580e45a3119dadd77c,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_AS_IS_BASELINE,
WP01-SHOT-018,/admin/workflows,/admin/workflows,Compliance/Business/Technical Admin,populated_or_honest_empty,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T003507Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin-workflows__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003507Z.png,0f44a863a376311efb5b1c3b264b86af98d56a8fea91d0ccf4a91487e5a3e0f4,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_AS_IS_BASELINE,
WP01-SHOT-019,/admin,/admin,Compliance/Business/Technical Admin,populated,ar,RTL,dark,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T003610Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin__populated__ar-RTL__dark__1440x1024__20260719T003610Z.png,6d3d80757343fdeaf43e519c96b0c43d1726e18ed41543cbd7312dc57cf869c5,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_AS_IS_BASELINE,
WP01-SHOT-020,/admin,/admin,Compliance/Business/Technical Admin,populated,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T003321Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin__populated__en-LTR__light__1440x1024__20260719T003321Z.png,4bd84af055c17d30d31c41938d6d25f02c42ca0e077cdef5c08475edefb14158,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_AS_IS_BASELINE,
WP01-SHOT-021,/ai/suggestions,/ai/suggestions,Authorized role,authorized_or_honest_unauthorized,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T004039Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__ai-suggestions__authorized_or_honest_unauthorized__en-LTR__light__1425x1024__20260719T004039Z.png,146abbf5bd88851be55bdc7551c874e4220ee58f721abee010d8424764255b4f,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,SYNTHETIC_TEST_IDENTIFIERS_VISIBLE_INTERNAL_USE_ONLY,INTERNAL_EVIDENCE_ONLY_NOT_GOLDEN,
WP01-SHOT-022,/cases,/cases,Authorized case/enforcement/committee role,authorized_or_honest_unauthorized,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T004030Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__cases__authorized_or_honest_unauthorized__en-LTR__light__1440x1024__20260719T004030Z.png,d8b52b9a0c85e35395b01c5a081af8ec59478de0547b399805447b33b7f99578,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_HONEST_UNAVAILABLE_STATE,
WP01-SHOT-023,/committee,/committee,Authorized case/enforcement/committee role,authorized_or_honest_unauthorized,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T004031Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__committee__authorized_or_honest_unauthorized__en-LTR__light__1440x1024__20260719T004031Z.png,b9cfdff475993ef23ab5dbc619debc181c7c5c075f6f01afb84dae60cdff49ea,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_HONEST_UNAVAILABLE_STATE,
WP01-SHOT-024,/dashboard,/dashboard,Planner and Operations/Leadership,loading_blocked,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T003840Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__dashboard__loading_blocked__en-LTR__light__1440x1024__20260719T003840Z.png,6cbde8d9a98a695d813d8b5378832001d37e2bd4e607e80afd7df4c6868d8b13,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,SYNTHETIC_TEST_IDENTIFIERS_VISIBLE_INTERNAL_USE_ONLY,INTERNAL_EVIDENCE_ONLY_NOT_GOLDEN,
WP01-SHOT-025,/dashboard,/dashboard,Planner and Operations/Leadership,ops_leadership_view,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T004240Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__dashboard__ops_leadership_view__en-LTR__light__1440x1024__20260719T004240Z.png,4ec0fdcc3c540ce27ffc1e7db714c237ba2335f7bda8381e4ab37367e90629cf,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,SYNTHETIC_TEST_IDENTIFIERS_VISIBLE_INTERNAL_USE_ONLY,INTERNAL_EVIDENCE_ONLY_NOT_GOLDEN,
WP01-SHOT-026,/enforcement,/enforcement,Authorized case/enforcement/committee role,populated_or_honest_empty,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T003508Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__enforcement-cases__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003508Z.png,9dc6658fc0a0e4bbbecc72baa57f2612edddb21476c7477fd8501d244929bcdd,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_HONEST_UNAVAILABLE_STATE,
WP01-SHOT-027,/evidence-ocr,/evidence-ocr,Authorized role,authorized_or_honest_unauthorized,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T004038Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__evidence-ocr__authorized_or_honest_unauthorized__en-LTR__light__1425x1024__20260719T004038Z.png,17f2dbf43153adc747844965e990824b5dfc258d8198929fa4fd2afa4590bdb8,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,SYNTHETIC_TEST_IDENTIFIERS_VISIBLE_INTERNAL_USE_ONLY,INTERNAL_EVIDENCE_ONLY_NOT_GOLDEN,
WP01-SHOT-028,/factories,/factories,Planner/Inspector/Reviewer/Operations/Leadership read,populated,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T003850Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__factories__populated__en-LTR__light__1440x1024__20260719T003850Z.png,0834d44577796fbc8ba7038e2bd0c3fd17d0a88290f73f8106e71ae695235186,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,SYNTHETIC_TEST_IDENTIFIERS_VISIBLE_INTERNAL_USE_ONLY,INTERNAL_EVIDENCE_ONLY_NOT_GOLDEN,
WP01-SHOT-029,/factories/:id,/factories/:id,Planner/Inspector/Reviewer/Operations/Leadership read,test_fixture_record,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T003908Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__factory360-detail__test_fixture_record__en-LTR__light__1425x1024__20260719T003908Z.png,73a194e90c5054fc92290f67abc1f6c4b1ad949bbb0f4ba16cd79e24bc62c763,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,SYNTHETIC_TEST_IDENTIFIERS_VISIBLE_INTERNAL_USE_ONLY,INTERNAL_EVIDENCE_ONLY_NOT_GOLDEN,
WP01-SHOT-030,/launch/no-workspace,/launch/no-workspace,Public/role-derived,authorized_or_honest_unauthorized,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T004045Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__launch-no-workspace__authorized_or_honest_unauthorized__en-LTR__light__1440x1024__20260719T004045Z.png,f7e346934fe02285d4f1c588fece2999a13e2d4092a9cc5df632d0c7679bc811,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_AS_IS_BASELINE,
WP01-SHOT-031,/launch,/planning,Public/role-derived,authorized_or_honest_unauthorized,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T004045Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__launch__authorized_or_honest_unauthorized__en-LTR__light__1440x1024__20260719T004045Z.png,cb46c7c1687e4b97a596b750f00312180318e7ee823d49a71d38922f66bb290b,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_AS_IS_BASELINE,
WP01-SHOT-032,/login,/login,Public/unauthenticated,populated,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T003221Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__login__populated__en-LTR__light__1440x1024__20260719T003221Z.png,f74c62a29ec668033830c6162973e917cc687de00dc16aaeb8f7fd0eb88ecabe,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_AS_IS_BASELINE,
WP01-SHOT-033,/operations/live,/operations/live,Operations User/Supervisor/Leadership,populated_or_honest_empty,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T003805Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__operations-live__populated_or_honest_empty__en-LTR__light__1440x1024__20260719T003805Z.png,3b87369d17dfb7f828218457f011723af2f15560e34c7e539b7d6a23d1b2088b,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_AS_IS_BASELINE,Projected route only; not live GPS.
WP01-SHOT-034,/planning/bulk/review,/planning/bulk/review,Planner,populated_or_honest_empty,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T003754Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-bulk-review__populated_or_honest_empty__en-LTR__light__1440x1024__20260719T003754Z.png,eee5ec933212a7e583f11ad26eda61fb04cbdc4681756e89e12d7c4023822015,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,SYNTHETIC_TEST_IDENTIFIERS_VISIBLE_INTERNAL_USE_ONLY,INTERNAL_EVIDENCE_ONLY_NOT_GOLDEN,
WP01-SHOT-035,/planning/bulk,/planning/bulk,Planner,populated,ar,RTL,dark,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T003940Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-bulk__populated__ar-RTL__dark__1440x1024__20260719T003940Z.png,41d255cf6c6392c8a016a1a116a1f25628facca6a2c97c511c32b372e7e8ce9d,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,SYNTHETIC_TEST_IDENTIFIERS_VISIBLE_INTERNAL_USE_ONLY,INTERNAL_EVIDENCE_ONLY_NOT_GOLDEN,
WP01-SHOT-036,/planning/bulk,/planning/bulk,Planner,populated_or_honest_empty,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T003752Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-bulk__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003752Z.png,04f92947f5fcabc51de18e97c3411d020018351ad0e88801d1ff4f1b3acd6344,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,SYNTHETIC_TEST_IDENTIFIERS_VISIBLE_INTERNAL_USE_ONLY,INTERNAL_EVIDENCE_ONLY_NOT_GOLDEN,
WP01-SHOT-037,/planning/immediate,/planning/immediate,Planner,populated_or_honest_empty,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T003755Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,2e23f4842112eb0416baec8622e0d23202c1d0e85ca0c80a8883ebd3edd6b72a,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_AS_IS_BASELINE,
WP01-SHOT-038,/planning/plans,/planning/plans,Planner,populated_or_honest_empty,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T003757Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-plans__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003757Z.png,1741e0274b320a6acc261d8e0900c9472b833b63fbbcce6fa70e7aa82d55892f,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_AS_IS_BASELINE,
WP01-SHOT-039,/planning/single,/planning/single,Planner,populated_or_honest_empty,en,LTR,light,x1024,,,8144849df713baabd737a8ece0dcd9348dae9dd9,npm run build PASS; npm run typecheck PASS,20260719T003758Z,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-single__populated_or_honest_empty__en-LTR__light__1440x1024__20260719T003758Z.png,0e7f9466925d9f099c32b453851fc53696a64ae861db27581056a53b036c24ea,NO_BLOCKING_ERROR_OBSERVED_DURING_CAPTURE,NOT_INSTRUMENTED_SEPARATELY,NO_REAL_PII_OBSERVED,ACCEPTED_AS_IS_BASELINE,
