route_id,route,scope_layer,route_group,render_type,screen_id,persona,authorization,logical_modes,safety_class,safety_note,code_status,capture_status,current_commit_evidence_count,accepted_evidence_count,evidence_paths,route_final,blocker_or_note,requirement_process_refs
RTE-011,/admin/workflows,MVP1_GOVERNED,Admin,rendered,SCR-ADM-050,Compliance/Business/Technical Admin,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,INTERACTION_MUTATION,do_not_publish_or_change_workflow,implemented,CAPTURED_CURRENT_COMMIT,1,1,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin-workflows__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003507Z.png,/admin/workflows,Current-commit as-is capture available.,See screen_route_catalogue.csv and design authority reconciliation
RTE-012,/factories/:id,MVP1_GOVERNED,Factory360,rendered,SCR-WEB-400,Planner/Inspector/Reviewer/Operations/Leadership read,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,READ_ONLY_ON_LOAD,use_authorized_deterministic_record,implemented,CAPTURED_CURRENT_COMMIT,1,0,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__factory360-detail__test_fixture_record__en-LTR__light__1425x1024__20260719T003908Z.png,/factories/:id,Current-commit as-is capture available.,See screen_route_catalogue.csv and design authority reconciliation
RTE-013,/field,MVP1_GOVERNED,Field,rendered,SCR-IPAD-600,Inspector,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,PAGE_LOAD_MUTATION,page_load_mutation_risk,implemented,BLOCKED_SAFETY,0,0,,/field,Isolated deterministic fixture required; inspector sign-in redirects to this page-load-risk route.,See screen_route_catalogue.csv and design authority reconciliation
RTE-014,/field/:visitId,MVP1_GOVERNED,Field,rendered,SCR-IPAD-610,Inspector,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,PAGE_LOAD_MUTATION,page_load_mutation_risk,implemented,BLOCKED_SAFETY,0,0,,/field/:visitId,Isolated deterministic visit fixture required.,See screen_route_catalogue.csv and design authority reconciliation
RTE-015,/field/inspection/:id,MVP1_GOVERNED,Field,rendered,SCR-IPAD-630,Inspector,ROLE_SCOPED,inspection;evidence;findings;submit;returned correction,INTERACTION_MUTATION,interaction_mutation_and_immutable_state_risk,implemented,BLOCKED_SAFETY,0,0,,/field/inspection/:id,Isolated deterministic inspection fixture required; interaction and immutable-state risk.,See screen_route_catalogue.csv and design authority reconciliation
RTE-016,/operations,MVP1_GOVERNED,Operations,rendered,SCR-WEB-500,Operations User/Supervisor/Leadership,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,PAGE_LOAD_MUTATION,page_load_mutation_risk,implemented,BLOCKED_SAFETY,0,0,,/operations,Page-load mutation risk; no isolated fixture authorized in this package.,See screen_route_catalogue.csv and design authority reconciliation
RTE-017,/operations/live,MVP1_GOVERNED,Operations,rendered,SCR-WEB-500,Operations User/Supervisor/Leadership,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,READ_ONLY_ON_LOAD,read_only_on_load_projected_not_live,implemented,CAPTURED_CURRENT_COMMIT,1,1,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__operations-live__populated_or_honest_empty__en-LTR__light__1440x1024__20260719T003805Z.png,/operations/live,Current-commit as-is capture available.,See screen_route_catalogue.csv and design authority reconciliation
RTE-018,/planning,MVP1_GOVERNED,Planning,rendered,SCR-WEB-100,Planner,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,READ_ONLY_ON_LOAD,confirm_role_routing,implemented,CAPTURED_CURRENT_COMMIT,1,1,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning__populated_or_honest_empty__en-LTR__light__1440x1024__20260719T003748Z.png,/planning,Current-commit as-is capture available.,See screen_route_catalogue.csv and design authority reconciliation
RTE-019,/planning/bulk,MVP1_GOVERNED,Planning,rendered,SCR-WEB-110,Planner,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,INTERACTION_MUTATION,do_not_create_or_publish_plan,implemented,CAPTURED_CURRENT_COMMIT,2,0,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-bulk__populated__ar-RTL__dark__1440x1024__20260719T003940Z.png;design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-bulk__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003752Z.png,/planning/bulk,Current-commit as-is capture available.,See screen_route_catalogue.csv and design authority reconciliation
RTE-020,/planning/bulk/review,MVP1_GOVERNED,Planning,rendered,SCR-WEB-140,Planner,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,INTERACTION_MUTATION,do_not_assign_or_publish,reconciliation_required,CAPTURED_CURRENT_COMMIT,1,0,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-bulk-review__populated_or_honest_empty__en-LTR__light__1440x1024__20260719T003754Z.png,/planning/bulk/review,Current-commit as-is capture available.,See screen_route_catalogue.csv and design authority reconciliation
RTE-021,/planning/immediate,MVP1_GOVERNED,Planning,rendered,SCR-WEB-130,Planner,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,INTERACTION_MUTATION,do_not_create_or_dispatch,implemented,CAPTURED_CURRENT_COMMIT,1,1,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-immediate__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003755Z.png,/planning/immediate,Current-commit as-is capture available.,See screen_route_catalogue.csv and design authority reconciliation
RTE-022,/planning/plans/:id,MVP1_GOVERNED,Planning,rendered,SCR-WEB-150,Planner,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,PAGE_LOAD_MUTATION,page_load_mutation_risk_read_only_post_publish,reconciliation_required,BLOCKED_SAFETY,0,0,,/planning/plans/:id,Page-load-risk route; preserve read-only post-publish semantics.,See screen_route_catalogue.csv and design authority reconciliation
RTE-023,/planning/single,MVP1_GOVERNED,Planning,rendered,SCR-WEB-120,Planner,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,INTERACTION_MUTATION,do_not_create_or_assign,implemented,CAPTURED_CURRENT_COMMIT,1,1,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-single__populated_or_honest_empty__en-LTR__light__1440x1024__20260719T003758Z.png,/planning/single,Current-commit as-is capture available.,See screen_route_catalogue.csv and design authority reconciliation
RTE-024,/reviews,MVP1_GOVERNED,Review,rendered,SCR-WEB-300,Level 2 Reviewer,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,INTERACTION_MUTATION,do_not_claim_or_reassign,implemented,CAPTURED_CURRENT_COMMIT,2,0,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__reviews-planner-readonly__authorized_or_honest_unauthorized__en-LTR__light__1440x1024__20260719T004043Z.png;design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__reviews__populated__en-LTR__light__1440x1024__20260719T004130Z.png,/reviews,Current-commit as-is capture available.,See screen_route_catalogue.csv and design authority reconciliation
RTE-025,/reviews/:id,MVP1_GOVERNED,Review,rendered,SCR-WEB-310,Level 2 Reviewer,ROLE_SCOPED,read-only submission;comparison;decision panel,INTERACTION_MUTATION,do_not_approve_return_or_reject,implemented,CAPTURED_CURRENT_COMMIT,1,0,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__review-workspace__under_review_read_only_capture__en-LTR__light__1425x1024__20260719T004147Z.png,/reviews/:id,Current-commit as-is capture available.,See screen_route_catalogue.csv and design authority reconciliation
RTE-026,/virtual/:id,MVP1_GOVERNED,Virtual,rendered,SCR-VIR-720,Inspector/Factory Representative,ROLE_SCOPED,waiting;identity verification;session;provider failure,INTERACTION_MUTATION,provider_partial_do_not_fake_video_or_change_session,implemented_logical,BLOCKED_FIXTURE,0,0,,/virtual/:id,Deterministic provider-safe virtual session fixture required.,See screen_route_catalogue.csv and design authority reconciliation
RTE-027,/visits,MVP1_GOVERNED,Visits,rendered,SCR-WEB-200,Planner/Operations/Branch Manager,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,PAGE_LOAD_MUTATION,page_load_mutation_risk,implemented,BLOCKED_SAFETY,0,0,,/visits,Page-load mutation risk; isolated fixture required.,See screen_route_catalogue.csv and design authority reconciliation
RTE-028,/visits/:id,MVP1_GOVERNED,Visits,rendered,SCR-WEB-210,Planner/Operations/Branch Manager,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,INTERACTION_MUTATION,use_authorized_record_do_not_mutate,implemented,BLOCKED_FIXTURE,0,0,,/visits/:id,Authorized deterministic visit record was not available without shared-state ambiguity.,See screen_route_catalogue.csv and design authority reconciliation
RTE-029,/admin/audit,ADDITIONAL_ROUTE,MVP2,rendered,ADDITIONAL_ROUTE_NO_GOVERNED_SCREEN_ID,Compliance/Business/Technical Admin,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,READ_ONLY_ON_LOAD,confirm_replay_procedure_read_contract,IMPLEMENTED_ADDITIONAL_ROUTE,CAPTURED_CURRENT_COMMIT,1,1,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin-audit__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003438Z.png,/admin/audit,Current-commit as-is capture available.,Additional route; reconcile to governing parent process before design
RTE-030,/admin/gis/spatial,ADDITIONAL_ROUTE,MVP2,rendered,ADDITIONAL_ROUTE_NO_GOVERNED_SCREEN_ID,Compliance/Business/Technical Admin,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,INTERACTION_MUTATION,do_not_publish_location_change,IMPLEMENTED_ADDITIONAL_ROUTE,CAPTURED_CURRENT_COMMIT,1,1,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin-gis-spatial__populated_or_honest_empty__en-LTR__light__1440x1024__20260719T003443Z.png,/admin/gis/spatial,Current-commit as-is capture available.,Additional route; reconcile to governing parent process before design
RTE-031,/admin/risk/models,ADDITIONAL_ROUTE,MVP2,rendered,ADDITIONAL_ROUTE_NO_GOVERNED_SCREEN_ID,Compliance/Business/Technical Admin,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,INTERACTION_MUTATION,do_not_publish_model,IMPLEMENTED_ADDITIONAL_ROUTE,CAPTURED_CURRENT_COMMIT,1,1,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin-risk-models__populated_or_honest_empty__en-LTR__light__1440x1024__20260719T003502Z.png,/admin/risk/models,Current-commit as-is capture available.,Additional route; reconcile to governing parent process before design
RTE-032,/ai/suggestions,ADDITIONAL_ROUTE,MVP2,rendered,ADDITIONAL_ROUTE_NO_GOVERNED_SCREEN_ID,Authorized role,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,PROVIDER_DEPENDENT,ai_advisory_and_provider_truth,IMPLEMENTED_ADDITIONAL_ROUTE,CAPTURED_CURRENT_COMMIT,1,0,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__ai-suggestions__authorized_or_honest_unauthorized__en-LTR__light__1425x1024__20260719T004039Z.png,/ai/suggestions,Current-commit as-is capture available.,Additional route; reconcile to governing parent process before design
RTE-033,/cases,ADDITIONAL_ROUTE,MVP2,rendered,ADDITIONAL_ROUTE_NO_GOVERNED_SCREEN_ID,Authorized case/enforcement/committee role,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,INTERACTION_MUTATION,do_not_transition_case,IMPLEMENTED_ADDITIONAL_ROUTE,CAPTURED_CURRENT_COMMIT,1,1,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__cases__authorized_or_honest_unauthorized__en-LTR__light__1440x1024__20260719T004030Z.png,/cases,Current-commit as-is capture available.,Additional route; reconcile to governing parent process before design
RTE-034,/committee,ADDITIONAL_ROUTE,MVP2,rendered,ADDITIONAL_ROUTE_NO_GOVERNED_SCREEN_ID,Authorized case/enforcement/committee role,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,INTERACTION_MUTATION,do_not_record_decision,IMPLEMENTED_ADDITIONAL_ROUTE,CAPTURED_CURRENT_COMMIT,1,1,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__committee__authorized_or_honest_unauthorized__en-LTR__light__1440x1024__20260719T004031Z.png,/committee,Current-commit as-is capture available.,Additional route; reconcile to governing parent process before design
RTE-035,/evidence-ocr,ADDITIONAL_ROUTE,MVP2,rendered,ADDITIONAL_ROUTE_NO_GOVERNED_SCREEN_ID,Authorized role,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,INTERACTION_MUTATION,do_not_upload_sensitive_evidence,IMPLEMENTED_ADDITIONAL_ROUTE,CAPTURED_CURRENT_COMMIT,1,0,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__evidence-ocr__authorized_or_honest_unauthorized__en-LTR__light__1425x1024__20260719T004038Z.png,/evidence-ocr,Current-commit as-is capture available.,Additional route; reconcile to governing parent process before design
RTE-036,/operations/exceptions,ADDITIONAL_ROUTE,MVP2,rendered,SCR-WEB-500,Operations User/Supervisor/Leadership,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,INTERACTION_MUTATION,do_not_resolve_exception,IMPLEMENTED_ADDITIONAL_ROUTE,NOT_CAPTURED_TIMEBOX,0,0,,/operations/exceptions,Read-only inspection was not completed in this evidence run; do not infer visual state.,See screen_route_catalogue.csv and design authority reconciliation
RTE-037,/portal,ADDITIONAL_ROUTE,MVP2,rendered,ADDITIONAL_ROUTE_NO_GOVERNED_SCREEN_ID,Authorized role,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,READ_ONLY_ON_LOAD,external_scope_and_privacy,IMPLEMENTED_ADDITIONAL_ROUTE,CAPTURED_CURRENT_COMMIT,1,1,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__portal__authorized_or_honest_unauthorized__en-LTR__light__1440x1024__20260719T004033Z.png,/portal,Current-commit as-is capture available.,Additional route; reconcile to governing parent process before design
RTE-038,/tasks,ADDITIONAL_ROUTE,MVP2,rendered,ADDITIONAL_ROUTE_NO_GOVERNED_SCREEN_ID,Authorized role,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,INTERACTION_MUTATION,do_not_claim_or_complete_task,IMPLEMENTED_ADDITIONAL_ROUTE,CAPTURED_CURRENT_COMMIT,1,1,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__tasks__authorized_or_honest_unauthorized__en-LTR__light__1440x1024__20260719T004032Z.png,/tasks,Current-commit as-is capture available.,Additional route; reconcile to governing parent process before design
RTE-039,/admin/devices,ADDITIONAL_ROUTE,MVP3,rendered,ADDITIONAL_ROUTE_NO_GOVERNED_SCREEN_ID,Compliance/Business/Technical Admin,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,INTERACTION_MUTATION,do_not_enroll_or_revoke_device,IMPLEMENTED_ADDITIONAL_ROUTE,CAPTURED_CURRENT_COMMIT,1,1,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin-devices__populated_or_honest_empty__en-LTR__light__1440x1024__20260719T003440Z.png,/admin/devices,Current-commit as-is capture available.,Additional route; reconcile to governing parent process before design
RTE-040,/admin/integrations,ADDITIONAL_ROUTE,MVP3,rendered,ADDITIONAL_ROUTE_NO_GOVERNED_SCREEN_ID,Compliance/Business/Technical Admin,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,PROVIDER_DEPENDENT,provider_truth_no_credentials,IMPLEMENTED_ADDITIONAL_ROUTE,CAPTURED_CURRENT_COMMIT,1,1,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin-integrations__populated_or_honest_empty__en-LTR__light__1440x1024__20260719T003444Z.png,/admin/integrations,Current-commit as-is capture available.,Additional route; reconcile to governing parent process before design
RTE-041,/admin/operations,ADDITIONAL_ROUTE,MVP3,rendered,ADDITIONAL_ROUTE_NO_GOVERNED_SCREEN_ID,Compliance/Business/Technical Admin,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,INTERACTION_MUTATION,confirm_actions_before_click,IMPLEMENTED_ADDITIONAL_ROUTE,CAPTURED_CURRENT_COMMIT,1,1,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin-operations__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003458Z.png,/admin/operations,Current-commit as-is capture available.,Additional route; reconcile to governing parent process before design
RTE-042,/admin/security-access,ADDITIONAL_ROUTE,MVP3,rendered,ADDITIONAL_ROUTE_NO_GOVERNED_SCREEN_ID,Security Admin,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,INTERACTION_MUTATION,do_not_change_permissions,IMPLEMENTED_ADDITIONAL_ROUTE,CAPTURED_CURRENT_COMMIT,1,1,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin-security-access__populated_or_honest_empty__en-LTR__light__1440x1024__20260719T003503Z.png,/admin/security-access,Current-commit as-is capture available.,Additional route; reconcile to governing parent process before design
RTE-043,/enforcement,ADDITIONAL_ROUTE,MVP3,rendered,ADDITIONAL_ROUTE_NO_GOVERNED_SCREEN_ID,Authorized case/enforcement/committee role,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,INTERACTION_MUTATION,do_not_create_or_finalize_enforcement,IMPLEMENTED_ADDITIONAL_ROUTE,CAPTURED_CURRENT_COMMIT,1,1,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__enforcement-cases__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003508Z.png,/enforcement,Current-commit as-is capture available.,Additional route; reconcile to governing parent process before design
RTE-044,/admin/localization,ADDITIONAL_ROUTE,Platform,rendered,ADDITIONAL_ROUTE_NO_GOVERNED_SCREEN_ID,Compliance/Business/Technical Admin,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,INTERACTION_MUTATION,do_not_publish_translation,IMPLEMENTED_ADDITIONAL_ROUTE,CAPTURED_CURRENT_COMMIT,1,1,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__admin-localization__populated__en-LTR__light__1440x1024__20260719T003530Z.png,/admin/localization,Current-commit as-is capture available.,Additional route; reconcile to governing parent process before design
RTE-045,/dashboard,ADDITIONAL_ROUTE,Platform,rendered,SCR-WEB-500/LEADERSHIP-MODE,Planner and Operations/Leadership,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,READ_ONLY_ON_LOAD,read_only_on_load_governed_metrics_only,IMPLEMENTED_ADDITIONAL_ROUTE,CAPTURED_CURRENT_COMMIT,2,0,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__dashboard__loading_blocked__en-LTR__light__1440x1024__20260719T003840Z.png;design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__dashboard__ops_leadership_view__en-LTR__light__1440x1024__20260719T004240Z.png,/dashboard,Current-commit as-is capture available.,See screen_route_catalogue.csv and design authority reconciliation
RTE-046,/factories,ADDITIONAL_ROUTE,Platform,rendered,SCR-WEB-400,Planner/Inspector/Reviewer/Operations/Leadership read,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,READ_ONLY_ON_LOAD,read_only_on_load,implemented,CAPTURED_CURRENT_COMMIT,1,0,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__factories__populated__en-LTR__light__1440x1024__20260719T003850Z.png,/factories,Current-commit as-is capture available.,See screen_route_catalogue.csv and design authority reconciliation
RTE-047,/planning/plans,ADDITIONAL_ROUTE,Platform,rendered,SCR-WEB-150,Planner,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,INTERACTION_MUTATION,confirm_actions_before_click,reconciliation_required,CAPTURED_CURRENT_COMMIT,1,1,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__planning-plans__populated_or_honest_empty__en-LTR__light__1425x1024__20260719T003757Z.png,/planning/plans,Current-commit as-is capture available.,See screen_route_catalogue.csv and design authority reconciliation
RTE-048,/profile,ADDITIONAL_ROUTE,Platform,rendered,ADDITIONAL_ROUTE_NO_GOVERNED_SCREEN_ID,Authenticated user,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,INTERACTION_MUTATION,do_not_change_account,IMPLEMENTED_ADDITIONAL_ROUTE,CAPTURED_CURRENT_COMMIT,1,1,design/claude-design-mvp1/operationalization/wp01-design-system-input/20260719T003221Z/screenshots/WP01__profile__populated_or_honest_empty__en-LTR__light__1440x1024__20260719T003808Z.png,/profile,Current-commit as-is capture available.,Additional route; reconcile to governing parent process before design
RTE-049,/reports/inspection/:id,ADDITIONAL_ROUTE,Platform,rendered,ADDITIONAL_ROUTE_NO_GOVERNED_SCREEN_ID,Authorized role,ROLE_SCOPED,default;loading;empty/error/unauthorized as applicable,READ_ONLY_ON_LOAD,use_authorized_read_only_record,IMPLEMENTED_ADDITIONAL_ROUTE,BLOCKED_FIXTURE,0,0,,/reports/inspection/:id,Authorized read-only inspection report fixture required.,Additional route; reconcile to governing parent process before design
