migration_id,current_route,current_files,owner_package,saqeel_design_reference,requirement_ids,acceptance_ids,existing_behavior,backend_contracts,permissions,current_tests,required_certification,replacement_strategy,flag_reason,cutover_method,rollback_method,legacy_retention,completion_status
WA-MIG-011,/admin/devices,apps/web/src/app/(app)/admin/devices/page.tsx,M8,SAQEEL Users Roles.dc.html;SAQEEL Admin Role Override.dc.html,CR-001..CR-478,WA-M8-AC-001..006,Preserve current navigation=DIRECT; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;empty;error,services=@/components/Mvp3ActionForm;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/supabase-server; tables/views=mvp3_device_commands;mvp3_devices; RPCs=none statically detected; workflow/audit/version=runtime verification required,inspector,apps/web/e2e/mvp3-retrofit-regression.spec.ts;apps/web/e2e/mvp3-enterprise-contract.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,DIRECT_REPLACEMENT_AFTER_CERTIFICATION,,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-012,/admin/enforcement-recommendations,apps/web/src/app/(app)/admin/enforcement-recommendations/page.tsx,M6,SAQEEL Compliance Requests.dc.html;SAQEEL Enforcement.dc.html;SAQEEL Committee.dc.html;SAQEEL Risk.dc.html,CR-449..CR-478,WA-M6-AC-001..006,Preserve current navigation=DIRECT; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;empty;error;unauthorized,services=@/components/EmptyState;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/persona;@/lib/supabase-server;@/lib/verified-user; tables/views=enforcement_recommendations; RPCs=none statically detected; workflow/audit/version=AUDIT,compliance_admin;inspector;leadership;ops;planner;reviewer,TEST_GAP_REQUIRES_PACKAGE_FOCUSED_SPEC,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,FEATURE_FLAG_OR_GUARDED_PREVIEW_REQUIRED,UNCERTAINTY_OR_TEST_GAP_REQUIRES_CONTROLLED_EXPOSURE,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-013,/admin/execution,apps/web/src/app/admin/execution/page.tsx,M10,SAQEEL Admin Integrations.dc.html;SAQEEL Admin Integrations Data.dc.html;SAQEEL Admin Geofence.dc.html;SAQEEL Admin SENAI Data.dc.html;SAQEEL Admin Execution.dc.html;SAQEEL Admin Virtual Premium.dc.html;SAQEEL Control Panel.dc.html,CR-001..CR-478,WA-M10-AC-001..006,Preserve current navigation=DIRECT; breadcrumb=TO_VERIFY_IN_RUNTIME; states=empty;error,services=@/components/EmptyState;@/components/Shell;@/lib/execution/capabilities;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server;@/lib/verified-user; tables/views=audit_events;engine_settings; RPCs=has_capability; workflow/audit/version=WORKFLOW;AUDIT;VERSION,inspector,apps/web/e2e/execution-admin-contract.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,FEATURE_FLAG_OR_GUARDED_PREVIEW_REQUIRED,UNCERTAINTY_OR_TEST_GAP_REQUIRES_CONTROLLED_EXPOSURE,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-014,/admin/gis,apps/web/src/app/(app)/admin/gis/page.tsx,M10,SAQEEL Admin Integrations.dc.html;SAQEEL Admin Integrations Data.dc.html;SAQEEL Admin Geofence.dc.html;SAQEEL Admin SENAI Data.dc.html;SAQEEL Admin Execution.dc.html;SAQEEL Admin Virtual Premium.dc.html;SAQEEL Control Panel.dc.html,CR-001..CR-478,WA-M10-AC-001..006,Preserve current navigation=DIRECT; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;empty;error,services=@/components/EmptyState;@/components/GeoMap;@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server;@/lib/verified-user; tables/views=engine_settings;factories; RPCs=none statically detected; workflow/audit/version=VERSION,gis_admin,apps/web/e2e/mvp3-retrofit-regression.spec.ts;apps/web/e2e/cd-004-admin-control-plane-home.spec.ts;apps/web/e2e/mapbox-provider.spec.ts;apps/web/e2e/mvp2-modules-live.spec.ts;apps/web/e2e/mvp2-modules-rls-negative.spec.ts;apps/web/e2e/mvp3-enterprise-contract.spec.ts;apps/web/e2e/ipad-gps-policy.spec.ts;apps/web/e2e/neutral-error-sweep.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,FEATURE_FLAG_OR_GUARDED_PREVIEW_REQUIRED,UNCERTAINTY_OR_TEST_GAP_REQUIRES_CONTROLLED_EXPOSURE,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-015,/admin/gis/spatial,apps/web/src/app/(app)/admin/gis/spatial/page.tsx,M10,SAQEEL Admin Integrations.dc.html;SAQEEL Admin Integrations Data.dc.html;SAQEEL Admin Geofence.dc.html;SAQEEL Admin SENAI Data.dc.html;SAQEEL Admin Execution.dc.html;SAQEEL Admin Virtual Premium.dc.html;SAQEEL Control Panel.dc.html,CR-001..CR-478,WA-M10-AC-001..006,Preserve current navigation=DEEP_LINK_OR_ALIAS; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;empty;error,services=@/components/EmptyState;@/components/NotYetBoundary;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/providers/env-gate;@/lib/supabase-server;@/lib/verified-user; tables/views=factory_locations;gis_layers; RPCs=none statically detected; workflow/audit/version=runtime verification required,gis_admin,apps/web/e2e/mvp2-modules-live.spec.ts;apps/web/e2e/mvp2-modules-rls-negative.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,FEATURE_FLAG_OR_GUARDED_PREVIEW_REQUIRED,UNCERTAINTY_OR_TEST_GAP_REQUIRES_CONTROLLED_EXPOSURE,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-016,/admin/integrations,apps/web/src/app/(app)/admin/integrations/page.tsx,M10,SAQEEL Admin Integrations.dc.html;SAQEEL Admin Integrations Data.dc.html;SAQEEL Admin Geofence.dc.html;SAQEEL Admin SENAI Data.dc.html;SAQEEL Admin Execution.dc.html;SAQEEL Admin Virtual Premium.dc.html;SAQEEL Control Panel.dc.html,CR-001..CR-478,WA-M10-AC-001..006,Preserve current navigation=DIRECT; breadcrumb=TO_VERIFY_IN_RUNTIME; states=empty;error,services=@/components/Shell;@/lib/i18n;@/lib/supabase-server; tables/views=mvp3_api_events;mvp3_export_jobs;mvp3_integration_endpoints; RPCs=none statically detected; workflow/audit/version=VERSION,AUTHENTICATED_ROUTE_GROUP,apps/web/e2e/mvp3-retrofit-regression.spec.ts;apps/web/e2e/mvp3-enterprise-contract.spec.ts;apps/web/e2e/factory360-admin-control-plane.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,FEATURE_FLAG_OR_GUARDED_PREVIEW_REQUIRED,UNCERTAINTY_OR_TEST_GAP_REQUIRES_CONTROLLED_EXPOSURE,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-017,/admin/integrations/factory-data,apps/web/src/app/(app)/admin/integrations/factory-data/page.tsx,M10,SAQEEL Admin Integrations.dc.html;SAQEEL Admin Integrations Data.dc.html;SAQEEL Admin Geofence.dc.html;SAQEEL Admin SENAI Data.dc.html;SAQEEL Admin Execution.dc.html;SAQEEL Admin Virtual Premium.dc.html;SAQEEL Control Panel.dc.html,CR-001..CR-478,WA-M10-AC-001..006,Preserve current navigation=DEEP_LINK_OR_ALIAS; breadcrumb=TO_VERIFY_IN_RUNTIME; states=error,services=@/components/AdminRouteBoundary;@/components/Shell;@/lib/supabase-server;@/lib/verified-user; tables/views=factories;factory_documents;factory_import_batches;factory_import_rows;factory_materials;factory_products;factory_representatives;senaei_reconciliation_records;senaei_sync_runs;user_roles; RPCs=none statically detected; workflow/audit/version=WORKFLOW;AUDIT;VERSION,compliance_admin;security_admin;workflow_admin,apps/web/e2e/factory360-admin-control-plane.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,FEATURE_FLAG_OR_GUARDED_PREVIEW_REQUIRED,UNCERTAINTY_OR_TEST_GAP_REQUIRES_CONTROLLED_EXPOSURE,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-018,/admin/items,apps/web/src/app/(app)/admin/items/page.tsx,M9,SAQEEL Admin.dc.html;SAQEEL Admin Detail.dc.html;SAQEEL Admin Extended.dc.html;SAQEEL Admin Form Builder.dc.html;SAQEEL Admin Workflow Builder.dc.html;SAQEEL Admin Lookups.dc.html;SAQEEL KPI Management.dc.html;SAQEEL Dashboard Config.dc.html,CR-001..CR-478,WA-M9-AC-001..006,Preserve current navigation=DIRECT; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;empty;error;degraded,services=@/components/AdminRouteBoundary;@/components/EmptyState;@/components/Shell;@/components/Skeleton;@/lib/admin-configuration;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server; tables/views=inspection_items;regulation_clauses;user_roles; RPCs=admin_configuration_audit;inspection_item_usage;inspection_item_versions_are_frozen; workflow/audit/version=AUDIT;VERSION;IMMUTABLE,compliance_admin;form_admin;inspector;reviewer,apps/web/e2e/cd-006-011-backend-completion.spec.ts;apps/web/e2e/cd-007-items.spec.ts;apps/web/e2e/compliance-library-evidence.spec.ts;apps/web/e2e/compliance-library.spec.ts;apps/web/e2e/cd-006-admin-backend-foundation.spec.ts;apps/web/e2e/neutral-error-sweep.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,FEATURE_FLAG_OR_GUARDED_PREVIEW_REQUIRED,UNCERTAINTY_OR_TEST_GAP_REQUIRES_CONTROLLED_EXPOSURE,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-019,/admin/items/:id/runtime-preview,apps/web/src/app/(app)/admin/items/[id]/runtime-preview/page.tsx,M9,SAQEEL Admin.dc.html;SAQEEL Admin Detail.dc.html;SAQEEL Admin Extended.dc.html;SAQEEL Admin Form Builder.dc.html;SAQEEL Admin Workflow Builder.dc.html;SAQEEL Admin Lookups.dc.html;SAQEEL KPI Management.dc.html;SAQEEL Dashboard Config.dc.html,CR-001..CR-478,WA-M9-AC-001..006,Preserve current navigation=DEEP_LINK_OR_ALIAS; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;error;not-found,services=@/components/Shell;@/lib/supabase-server; tables/views=compliance_entity_versions;inspection_item_versions;inspection_items;package_version_item_snapshots;violation_codes; RPCs=none statically detected; workflow/audit/version=VERSION;IMMUTABLE,inspector,apps/web/e2e/cd-006-011-backend-completion.spec.ts;apps/web/e2e/cd-007-items.spec.ts;apps/web/e2e/compliance-library-evidence.spec.ts;apps/web/e2e/compliance-library.spec.ts;apps/web/e2e/cd-006-admin-backend-foundation.spec.ts;apps/web/e2e/neutral-error-sweep.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,FEATURE_FLAG_OR_GUARDED_PREVIEW_REQUIRED,UNCERTAINTY_OR_TEST_GAP_REQUIRES_CONTROLLED_EXPOSURE,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-020,/admin/localization,apps/web/src/app/(app)/admin/localization/page.tsx,M9,SAQEEL Admin.dc.html;SAQEEL Admin Detail.dc.html;SAQEEL Admin Extended.dc.html;SAQEEL Admin Form Builder.dc.html;SAQEEL Admin Workflow Builder.dc.html;SAQEEL Admin Lookups.dc.html;SAQEEL KPI Management.dc.html;SAQEEL Dashboard Config.dc.html,CR-001..CR-478,WA-M9-AC-001..006,Preserve current navigation=DIRECT; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;empty;error;not-found,services=@/components/EmptyState;@/components/Shell;@/lib/i18n;@/lib/i18n-sync;@/lib/neutral-error;@/lib/supabase-server;@/lib/verified-user; tables/views=ui_string_revisions;ui_strings; RPCs=none statically detected; workflow/audit/version=WORKFLOW;AUDIT;VERSION,compliance_admin;security_admin;workflow_admin,TEST_GAP_REQUIRES_PACKAGE_FOCUSED_SPEC,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,FEATURE_FLAG_OR_GUARDED_PREVIEW_REQUIRED,UNCERTAINTY_OR_TEST_GAP_REQUIRES_CONTROLLED_EXPOSURE,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-021,/admin/notifications,apps/web/src/app/(app)/admin/notifications/page.tsx,M9,SAQEEL Admin.dc.html;SAQEEL Admin Detail.dc.html;SAQEEL Admin Extended.dc.html;SAQEEL Admin Form Builder.dc.html;SAQEEL Admin Workflow Builder.dc.html;SAQEEL Admin Lookups.dc.html;SAQEEL KPI Management.dc.html;SAQEEL Dashboard Config.dc.html,CR-001..CR-478,WA-M9-AC-001..006,Preserve current navigation=DIRECT; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;empty;error;degraded;not-found,services=@/components/EmptyState;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/notify;@/lib/persona;@/lib/supabase-server;@/lib/verified-user;@/lib/workflow/notifications; tables/views=notification_rules;roles; RPCs=deactivate_notification_rule;publish_notification_rule; workflow/audit/version=WORKFLOW;VERSION,compliance_admin;form_admin;gis_admin;risk_owner;security_admin;workflow_admin,TEST_GAP_REQUIRES_PACKAGE_FOCUSED_SPEC,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,FEATURE_FLAG_OR_GUARDED_PREVIEW_REQUIRED,UNCERTAINTY_OR_TEST_GAP_REQUIRES_CONTROLLED_EXPOSURE,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-022,/admin/operations,apps/web/src/app/(app)/admin/operations/page.tsx,M10,SAQEEL Admin Integrations.dc.html;SAQEEL Admin Integrations Data.dc.html;SAQEEL Admin Geofence.dc.html;SAQEEL Admin SENAI Data.dc.html;SAQEEL Admin Execution.dc.html;SAQEEL Admin Virtual Premium.dc.html;SAQEEL Control Panel.dc.html,CR-001..CR-478,WA-M10-AC-001..006,Preserve current navigation=DIRECT; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;error,services=@/components/Mvp3ActionForm;@/components/RouteLoading;@/components/Shell;@/lib/i18n;@/lib/supabase-server; tables/views=mvp3_error_queue;mvp3_feature_flags;mvp3_integration_endpoints; RPCs=none statically detected; workflow/audit/version=VERSION,AUTHENTICATED_ROUTE_GROUP,apps/web/e2e/mvp3-retrofit-regression.spec.ts;apps/web/e2e/mvp3-enterprise-contract.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,DIRECT_REPLACEMENT_AFTER_CERTIFICATION,,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-023,/admin/packages,apps/web/src/app/(app)/admin/packages/page.tsx,M9,SAQEEL Admin.dc.html;SAQEEL Admin Detail.dc.html;SAQEEL Admin Extended.dc.html;SAQEEL Admin Form Builder.dc.html;SAQEEL Admin Workflow Builder.dc.html;SAQEEL Admin Lookups.dc.html;SAQEEL KPI Management.dc.html;SAQEEL Dashboard Config.dc.html,CR-001..CR-478,WA-M9-AC-001..006,Preserve current navigation=DIRECT; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;empty;error;stale;not-found,services=@/components/AdminRouteBoundary;@/components/Shell;@/components/Skeleton;@/lib/admin-configuration;@/lib/dates;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server; tables/views=configuration_templates;inspection_items;package_versions;packages;penalty_mappings;user_roles;violation_codes; RPCs=package_version_impact;publish_package_version; workflow/audit/version=VERSION;IMMUTABLE,compliance_admin;form_admin;inspector,apps/web/e2e/cd-006-011-backend-completion.spec.ts;apps/web/e2e/cd-008-009-packages.spec.ts;apps/web/e2e/cd-004-admin-control-plane-home.spec.ts;apps/web/e2e/mvp3-enterprise-contract.spec.ts;apps/web/e2e/cd-006-admin-backend-foundation.spec.ts;apps/web/e2e/neutral-error-sweep.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,FEATURE_FLAG_OR_GUARDED_PREVIEW_REQUIRED,UNCERTAINTY_OR_TEST_GAP_REQUIRES_CONTROLLED_EXPOSURE,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-024,/admin/planning/expiry,apps/web/src/app/(app)/admin/planning/expiry/page.tsx,M9,SAQEEL Admin.dc.html;SAQEEL Admin Detail.dc.html;SAQEEL Admin Extended.dc.html;SAQEEL Admin Form Builder.dc.html;SAQEEL Admin Workflow Builder.dc.html;SAQEEL Admin Lookups.dc.html;SAQEEL KPI Management.dc.html;SAQEEL Dashboard Config.dc.html,CR-001..CR-478,WA-M9-AC-001..006,Preserve current navigation=DIRECT; breadcrumb=TO_VERIFY_IN_RUNTIME; states=error,services=@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server;@/lib/verified-user; tables/views=planning_expiry_rules; RPCs=has_planning_capability; workflow/audit/version=AUDIT;VERSION,inspector,apps/web/e2e/cd-044-admin-planning.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,DIRECT_REPLACEMENT_AFTER_CERTIFICATION,,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-025,/admin/planning/lookups,apps/web/src/app/(app)/admin/planning/lookups/page.tsx,M9,SAQEEL Admin.dc.html;SAQEEL Admin Detail.dc.html;SAQEEL Admin Extended.dc.html;SAQEEL Admin Form Builder.dc.html;SAQEEL Admin Workflow Builder.dc.html;SAQEEL Admin Lookups.dc.html;SAQEEL KPI Management.dc.html;SAQEEL Dashboard Config.dc.html,CR-001..CR-478,WA-M9-AC-001..006,Preserve current navigation=DIRECT; breadcrumb=TO_VERIFY_IN_RUNTIME; states=empty;error,services=@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server;@/lib/verified-user; tables/views=planning_lookups; RPCs=has_planning_capability; workflow/audit/version=AUDIT,AUTHENTICATED_ROUTE_GROUP,apps/web/e2e/cd-044-admin-planning.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,DIRECT_REPLACEMENT_AFTER_CERTIFICATION,,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-026,/admin/planning/status,apps/web/src/app/(app)/admin/planning/status/page.tsx,M9,SAQEEL Admin.dc.html;SAQEEL Admin Detail.dc.html;SAQEEL Admin Extended.dc.html;SAQEEL Admin Form Builder.dc.html;SAQEEL Admin Workflow Builder.dc.html;SAQEEL Admin Lookups.dc.html;SAQEEL KPI Management.dc.html;SAQEEL Dashboard Config.dc.html,CR-001..CR-478,WA-M9-AC-001..006,Preserve current navigation=DIRECT; breadcrumb=TO_VERIFY_IN_RUNTIME; states=error,services=@/components/Shell;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server; tables/views=config_versions; RPCs=none statically detected; workflow/audit/version=WORKFLOW;VERSION,inspector;planner,apps/web/e2e/cd-045-downstream-contract.spec.ts;apps/web/e2e/cd-044-admin-planning.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,DIRECT_REPLACEMENT_AFTER_CERTIFICATION,,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-027,/admin/regulations,apps/web/src/app/(app)/admin/regulations/page.tsx,M6,SAQEEL Compliance Requests.dc.html;SAQEEL Enforcement.dc.html;SAQEEL Committee.dc.html;SAQEEL Risk.dc.html,CR-449..CR-478,WA-M6-AC-001..006,Preserve current navigation=DIRECT; breadcrumb=TO_VERIFY_IN_RUNTIME; states=loading;empty;error;degraded;stale;not-found,services=@/components/AdminRouteBoundary;@/components/EmptyState;@/components/Shell;@/components/Skeleton;@/lib/admin-configuration;@/lib/i18n;@/lib/neutral-error;@/lib/supabase-server; tables/views=profiles;regulation-documents;regulation_attachments;regulation_clauses;regulations;user_roles; RPCs=admin_configuration_audit;publish_regulation; workflow/audit/version=AUDIT;VERSION;IMMUTABLE,compliance_admin;form_admin;ops;planner;reviewer;security_admin,apps/web/e2e/platform-design-system-contract.spec.ts;apps/web/e2e/cd-006-011-backend-completion.spec.ts;apps/web/e2e/ui-compliance-runtime.spec.ts;apps/web/e2e/mvp3-retrofit-regression.spec.ts;apps/web/e2e/shell-navigation.spec.ts;apps/web/e2e/cd-004-admin-control-plane-home.spec.ts;apps/web/e2e/cd-005-006-regulations.spec.ts;apps/web/e2e/compliance-library.spec.ts;apps/web/e2e/cd-006-admin-backend-foundation.spec.ts;apps/web/e2e/cd-006-regulation-publish-provenance.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,FEATURE_FLAG_OR_GUARDED_PREVIEW_REQUIRED,UNCERTAINTY_OR_TEST_GAP_REQUIRES_CONTROLLED_EXPOSURE,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
WA-MIG-028,/admin/regulations/:id,apps/web/src/app/(app)/admin/regulations/[id]/page.tsx,M6,SAQEEL Compliance Requests.dc.html;SAQEEL Enforcement.dc.html;SAQEEL Committee.dc.html;SAQEEL Risk.dc.html,CR-449..CR-478,WA-M6-AC-001..006,Preserve current navigation=DEEP_LINK_OR_ALIAS; breadcrumb=TO_VERIFY_IN_RUNTIME; states=runtime discovery required,services=none statically detected; tables/views=none statically detected; RPCs=none statically detected; workflow/audit/version=runtime verification required,AUTHENTICATED_ROUTE_GROUP,apps/web/e2e/platform-design-system-contract.spec.ts;apps/web/e2e/cd-006-011-backend-completion.spec.ts;apps/web/e2e/ui-compliance-runtime.spec.ts;apps/web/e2e/mvp3-retrofit-regression.spec.ts;apps/web/e2e/shell-navigation.spec.ts;apps/web/e2e/cd-004-admin-control-plane-home.spec.ts;apps/web/e2e/cd-005-006-regulations.spec.ts;apps/web/e2e/compliance-library.spec.ts;apps/web/e2e/cd-006-admin-backend-foundation.spec.ts;apps/web/e2e/cd-006-regulation-publish-provenance.spec.ts,functional parity;negative paths;RLS/RBAC;audit/versioning;visual diff;Arabic/RTL;accessibility;responsive;performance;cross-module regression,DIRECT_REPLACEMENT_AFTER_CERTIFICATION,,Canonical route cutover only after all acceptance gates pass and Product Owner approval is recorded,Restore retained pre-replacement implementation or switch server-evaluated flag; no destructive database rollback,RETAIN_UNTIL_STABILIZATION_AND_PRODUCT_OWNER_REMOVAL_APPROVAL,PLANNED_NOT_IMPLEMENTED
