design_id,design_file,sha256,unique_payload,duplicate_of,phase_1_scope,owner_package,target_routes,target_persona,requirement_ids,acceptance_ids,dependencies,evidence_ids,current_implementation_files,backend_preservation,delta_class,required_states,desktop_rtl,reference_viewport,viewport_source,responsive_matrix,visual_acceptance,functional_acceptance,deviation_status
WA-DES-023,SAQEEL Enforcement.dc.html,64e1bb6e90d468451e48c538b0abf0a97b1da81033e5fe8d75273581d3cb0925,NO_ALIAS,,BUSINESS_WEB,M6,/enforcement;/admin/violations,Compliance roles,CR-449..CR-478,WA-M6-AC-001..006,F0,WA-M6-EV-001..006,apps/web/src/app/(app)/enforcement/page.tsx;apps/web/src/app/(app)/admin/violations/page.tsx,PRESERVE_RLS_RBAC_WORKFLOW_AUDIT_VERSIONING_FAIL_CLOSED_PROVIDERS,CURRENT_BACKEND_PRESERVED_NEW_FRONTEND,loading;empty;error;degraded;unauthorized;stale/conflict;provider-unavailable as applicable,EN/LTR;AR/RTL;logical properties;keyboard/focus parity,1440x900,DESIGN_DECLARED_PREVIEW,1024x768;412x915 or 390x844;320x800 reflow,ZERO_UNAPPROVED_DIFF_FIXED_CHROMIUM_FONT_ENVIRONMENT,REAL_DATA_RLS_ACTIONS_AUDIT_NEGATIVE_STATES,REQUIRES_PRODUCT_OWNER_APPROVAL
WA-DES-024,SAQEEL Evidence OCR.dc.html,d729de4625e3f95eb779ee0e190ddeba53d707cea2890c60cfcf38bf4c36d1b4,NO_ALIAS,,BUSINESS_WEB,M7,/evidence-ocr,Authorized users,CR-001..CR-478,WA-M7-AC-001..006,F0,WA-M7-EV-001..006,apps/web/src/app/(app)/evidence-ocr/page.tsx,PRESERVE_RLS_RBAC_WORKFLOW_AUDIT_VERSIONING_FAIL_CLOSED_PROVIDERS,REPLICATION_WITH_REQUIRED_MISSING_STATE,loading;empty;error;degraded;unauthorized;stale/conflict;provider-unavailable as applicable,EN/LTR;AR/RTL;logical properties;keyboard/focus parity,1440x900,DESIGN_DECLARED_PREVIEW,1024x768;412x915 or 390x844;320x800 reflow,ZERO_UNAPPROVED_DIFF_FIXED_CHROMIUM_FONT_ENVIRONMENT,REAL_DATA_RLS_ACTIONS_AUDIT_NEGATIVE_STATES,REQUIRES_PRODUCT_OWNER_APPROVAL
WA-DES-025,SAQEEL Executive Overview.html,0722d7438792a332fd533aae3c9276c54547ee29e1e7c9d80c5af17c47d078e1,NO_ALIAS,,BUSINESS_WEB,M1,/dashboard?view=strategic,Leadership,CR-001..CR-478,WA-M1-AC-001..006,F0,WA-M1-EV-001..006,apps/web/src/app/(app)/dashboard/page.tsx,PRESERVE_RLS_RBAC_WORKFLOW_AUDIT_VERSIONING_FAIL_CLOSED_PROVIDERS,REPLICATION_WITH_REAL_DATA_ADAPTATION,loading;empty;error;degraded;unauthorized;stale/conflict;provider-unavailable as applicable,EN/LTR;AR/RTL;logical properties;keyboard/focus parity,1440x900,REPOSITORY_APPROVED_DEFAULT,1024x768;412x915 or 390x844;320x800 reflow,ZERO_UNAPPROVED_DIFF_FIXED_CHROMIUM_FONT_ENVIRONMENT,REAL_DATA_RLS_ACTIONS_AUDIT_NEGATIVE_STATES,REQUIRES_PRODUCT_OWNER_APPROVAL
WA-DES-026,SAQEEL Factories.dc.html,b6fbf963aee937be7cf40b8df65862b10a88ccd8a89dd3ac5a6021a87f2244c6,NO_ALIAS,,BUSINESS_WEB,M4,/factories,Business users,CR-410..CR-429,WA-M4-AC-001..006,F0,WA-M4-EV-001..006,apps/web/src/app/(app)/factories/page.tsx,PRESERVE_RLS_RBAC_WORKFLOW_AUDIT_VERSIONING_FAIL_CLOSED_PROVIDERS,CURRENT_BACKEND_PRESERVED_NEW_FRONTEND,loading;empty;error;degraded;unauthorized;stale/conflict;provider-unavailable as applicable,EN/LTR;AR/RTL;logical properties;keyboard/focus parity,1200x860,DESIGN_DECLARED_PREVIEW,1024x768;412x915 or 390x844;320x800 reflow,ZERO_UNAPPROVED_DIFF_FIXED_CHROMIUM_FONT_ENVIRONMENT,REAL_DATA_RLS_ACTIONS_AUDIT_NEGATIVE_STATES,REQUIRES_PRODUCT_OWNER_APPROVAL
WA-DES-027,SAQEEL Factory 360.dc.html,680c838cde826e24d1ad53ac4438a4de06379e0cf07605d30ad3d1d1a2392d77,NO_ALIAS,,BUSINESS_WEB,M4,/factories/:id;/factories/cr/:id,Scoped business users,CR-410..CR-429,WA-M4-AC-001..006,F0,WA-M4-EV-001..006,apps/web/src/app/(app)/factories/[id]/page.tsx;apps/web/src/app/(app)/factories/cr/[id]/page.tsx,PRESERVE_RLS_RBAC_WORKFLOW_AUDIT_VERSIONING_FAIL_CLOSED_PROVIDERS,REPLICATION_WITH_REAL_DATA_ADAPTATION,loading;empty;error;degraded;unauthorized;stale/conflict;provider-unavailable as applicable,EN/LTR;AR/RTL;logical properties;keyboard/focus parity,1440x900,DESIGN_DECLARED_PREVIEW,1024x768;412x915 or 390x844;320x800 reflow,ZERO_UNAPPROVED_DIFF_FIXED_CHROMIUM_FONT_ENVIRONMENT,REAL_DATA_RLS_ACTIONS_AUDIT_NEGATIVE_STATES,REQUIRES_PRODUCT_OWNER_APPROVAL
WA-DES-028,SAQEEL Feedback.dc.html,ed0489f3337705afaf3ea4065e05e8fc10e70bc9ef1bfd67fb4fde1fe2661430,NO_ALIAS,,BUSINESS_WEB,M11,/feedback,External and internal users,CR-337..CR-356,WA-M11-AC-001..006,F0,WA-M11-EV-001..006,,PRESERVE_RLS_RBAC_WORKFLOW_AUDIT_VERSIONING_FAIL_CLOSED_PROVIDERS,NEW_ROUTE_REQUIRED,loading;empty;error;degraded;unauthorized;stale/conflict;provider-unavailable as applicable,EN/LTR;AR/RTL;logical properties;keyboard/focus parity,1440x900,REPOSITORY_APPROVED_DEFAULT,1024x768;412x915 or 390x844;320x800 reflow,ZERO_UNAPPROVED_DIFF_FIXED_CHROMIUM_FONT_ENVIRONMENT,REAL_DATA_RLS_ACTIONS_AUDIT_NEGATIVE_STATES,REQUIRES_PRODUCT_OWNER_APPROVAL
WA-DES-029,SAQEEL Incident Reports.dc.html,38623bb5aa5100c3e1d984cf4ec9fbff6d39e432ac4d0421f4fa253ebdacfd44,NO_ALIAS,,BUSINESS_WEB,M7,/incident-reports,Authorized users,CR-001..CR-478,WA-M7-AC-001..006,F0,WA-M7-EV-001..006,apps/web/src/app/(app)/incident-reports/page.tsx,PRESERVE_RLS_RBAC_WORKFLOW_AUDIT_VERSIONING_FAIL_CLOSED_PROVIDERS,CURRENT_BACKEND_PRESERVED_NEW_FRONTEND,loading;empty;error;degraded;unauthorized;stale/conflict;provider-unavailable as applicable,EN/LTR;AR/RTL;logical properties;keyboard/focus parity,1120x860,DESIGN_DECLARED_PREVIEW,1024x768;412x915 or 390x844;320x800 reflow,ZERO_UNAPPROVED_DIFF_FIXED_CHROMIUM_FONT_ENVIRONMENT,REAL_DATA_RLS_ACTIONS_AUDIT_NEGATIVE_STATES,REQUIRES_PRODUCT_OWNER_APPROVAL
WA-DES-030,SAQEEL Inspection Report.dc.html,fb0f9621090f63a116d0c93afdc741f614e0c7e34a51064d6c1a33a955f00f4a,NO_ALIAS,,BUSINESS_WEB,M7,/reports/inspection/:id,Authorized report readers,CR-001..CR-478,WA-M7-AC-001..006,F0,WA-M7-EV-001..006,apps/web/src/app/reports/inspection/[id]/page.tsx,PRESERVE_RLS_RBAC_WORKFLOW_AUDIT_VERSIONING_FAIL_CLOSED_PROVIDERS,CURRENT_BACKEND_PRESERVED_NEW_FRONTEND,loading;empty;error;degraded;unauthorized;stale/conflict;provider-unavailable as applicable,EN/LTR;AR/RTL;logical properties;keyboard/focus parity,1000x900,DESIGN_DECLARED_PREVIEW,1024x768;412x915 or 390x844;320x800 reflow,ZERO_UNAPPROVED_DIFF_FIXED_CHROMIUM_FONT_ENVIRONMENT,REAL_DATA_RLS_ACTIONS_AUDIT_NEGATIVE_STATES,REQUIRES_PRODUCT_OWNER_APPROVAL
WA-DES-031,SAQEEL KPI Management.dc.html,1736d9c5f20d1b29ea530b756565e0802019a1356a323da4bed93d268645537c,NO_ALIAS,,ADMIN_CONTROL_PANEL,M9,/admin/dashboard-config?view=kpis,Business Admin,CR-001..CR-478,WA-M9-AC-001..006,F0,WA-M9-EV-001..006,apps/web/src/app/admin/dashboard-config/page.tsx,PRESERVE_RLS_RBAC_WORKFLOW_AUDIT_VERSIONING_FAIL_CLOSED_PROVIDERS,CURRENT_BACKEND_PRESERVED_NEW_FRONTEND,loading;empty;error;degraded;unauthorized;stale/conflict;provider-unavailable as applicable,EN/LTR;AR/RTL;logical properties;keyboard/focus parity,1280x900,DESIGN_DECLARED_PREVIEW,1024x768;412x915 or 390x844;320x800 reflow,ZERO_UNAPPROVED_DIFF_FIXED_CHROMIUM_FONT_ENVIRONMENT,REAL_DATA_RLS_ACTIONS_AUDIT_NEGATIVE_STATES,REQUIRES_PRODUCT_OWNER_APPROVAL
WA-DES-032,SAQEEL Login.dc.html,71aa3449afd322c4cf7f8f9715cd1dd8fa2d33349c8f57cd6c22ee14d164b41b,NO_ALIAS,,SHARED_WEB,M11,/login,Public/authenticated users,CR-337..CR-356,WA-M11-AC-001..006,F0,WA-M11-EV-001..006,apps/web/src/app/login/page.tsx,PRESERVE_RLS_RBAC_WORKFLOW_AUDIT_VERSIONING_FAIL_CLOSED_PROVIDERS,DESIGN_CONFLICT_REQUIRES_DECISION,loading;empty;error;degraded;unauthorized;stale/conflict;provider-unavailable as applicable,EN/LTR;AR/RTL;logical properties;keyboard/focus parity,1440x900,DESIGN_DECLARED_PREVIEW,1024x768;412x915 or 390x844;320x800 reflow,ZERO_UNAPPROVED_DIFF_FIXED_CHROMIUM_FONT_ENVIRONMENT,REAL_DATA_RLS_ACTIONS_AUDIT_NEGATIVE_STATES,REQUIRES_PRODUCT_OWNER_APPROVAL
WA-DES-033,SAQEEL Operations Center.dc.html,ea9dce0b775ba69eb1bea3ebe7a35c076de316c18f1b955b5b3d8a2e8c7988e1,NO_ALIAS,,BUSINESS_WEB,M3,/operations,Operations and leadership,CR-430..CR-448,WA-M3-AC-001..006,F0,WA-M3-EV-001..006,apps/web/src/app/(app)/operations/page.tsx,PRESERVE_RLS_RBAC_WORKFLOW_AUDIT_VERSIONING_FAIL_CLOSED_PROVIDERS,REPLICATION_WITH_REAL_DATA_ADAPTATION,loading;empty;error;degraded;unauthorized;stale/conflict;provider-unavailable as applicable,EN/LTR;AR/RTL;logical properties;keyboard/focus parity,1440x900,DESIGN_DECLARED_PREVIEW,1024x768;412x915 or 390x844;320x800 reflow,ZERO_UNAPPROVED_DIFF_FIXED_CHROMIUM_FONT_ENVIRONMENT,REAL_DATA_RLS_ACTIONS_AUDIT_NEGATIVE_STATES,REQUIRES_PRODUCT_OWNER_APPROVAL
WA-DES-034,SAQEEL Operations Live.dc.html,157b68c8ba4bbbdba4f61265b25ff98d097a810e5acb42f2aef67f4b4403452d,NO_ALIAS,,BUSINESS_WEB,M3,/operations/live,Operations,CR-430..CR-448,WA-M3-AC-001..006,F0,WA-M3-EV-001..006,apps/web/src/app/(app)/operations/live/page.tsx,PRESERVE_RLS_RBAC_WORKFLOW_AUDIT_VERSIONING_FAIL_CLOSED_PROVIDERS,REPLICATION_WITH_REQUIRED_MISSING_STATE,loading;empty;error;degraded;unauthorized;stale/conflict;provider-unavailable as applicable,EN/LTR;AR/RTL;logical properties;keyboard/focus parity,1200x800,DESIGN_DECLARED_PREVIEW,1024x768;412x915 or 390x844;320x800 reflow,ZERO_UNAPPROVED_DIFF_FIXED_CHROMIUM_FONT_ENVIRONMENT,REAL_DATA_RLS_ACTIONS_AUDIT_NEGATIVE_STATES,REQUIRES_PRODUCT_OWNER_APPROVAL
WA-DES-035,SAQEEL Planning Identity.dc.html,6ea3efa9038b10c1cd9ef5a401b767748fc3e12110f6526f6a53939a307b2d92,NO_ALIAS,,BUSINESS_WEB,M2,/planning/bulk,Planner,CR-001..CR-098,WA-M2-AC-001..006,F0,WA-M2-EV-001..006,apps/web/src/app/(app)/planning/bulk/page.tsx,PRESERVE_RLS_RBAC_WORKFLOW_AUDIT_VERSIONING_FAIL_CLOSED_PROVIDERS,CURRENT_BACKEND_PRESERVED_NEW_FRONTEND,loading;empty;error;degraded;unauthorized;stale/conflict;provider-unavailable as applicable,EN/LTR;AR/RTL;logical properties;keyboard/focus parity,1200x860,DESIGN_DECLARED_PREVIEW,1024x768;412x915 or 390x844;320x800 reflow,ZERO_UNAPPROVED_DIFF_FIXED_CHROMIUM_FONT_ENVIRONMENT,REAL_DATA_RLS_ACTIONS_AUDIT_NEGATIVE_STATES,REQUIRES_PRODUCT_OWNER_APPROVAL
WA-DES-036,SAQEEL Planning.dc.html,7ba9a7e44e30791fa1a1f2e2ef50927022ee517b941413ad3ad13b2ac8abd560,NO_ALIAS,,BUSINESS_WEB,M2,/planning;/planning/bulk;/planning/single;/planning/immediate;/planning/plans,Planner,CR-001..CR-098,WA-M2-AC-001..006,F0,WA-M2-EV-001..006,apps/web/src/app/(app)/planning/page.tsx;apps/web/src/app/(app)/planning/bulk/page.tsx;apps/web/src/app/(app)/planning/single/page.tsx;apps/web/src/app/(app)/planning/immediate/page.tsx;apps/web/src/app/(app)/planning/plans/page.tsx,PRESERVE_RLS_RBAC_WORKFLOW_AUDIT_VERSIONING_FAIL_CLOSED_PROVIDERS,REPLICATION_WITH_REAL_DATA_ADAPTATION,loading;empty;error;degraded;unauthorized;stale/conflict;provider-unavailable as applicable,EN/LTR;AR/RTL;logical properties;keyboard/focus parity,1440x900,DESIGN_DECLARED_PREVIEW,1024x768;412x915 or 390x844;320x800 reflow,ZERO_UNAPPROVED_DIFF_FIXED_CHROMIUM_FONT_ENVIRONMENT,REAL_DATA_RLS_ACTIONS_AUDIT_NEGATIVE_STATES,REQUIRES_PRODUCT_OWNER_APPROVAL
WA-DES-037,SAQEEL Portal.dc.html,8488602449447bd70251338176f7c60ddf7a7d0890146672fe2836f51efee813,NO_ALIAS,,SHARED_WEB,M11,/portal,External portal users,CR-337..CR-356,WA-M11-AC-001..006,F0,WA-M11-EV-001..006,apps/web/src/app/(app)/portal/page.tsx,PRESERVE_RLS_RBAC_WORKFLOW_AUDIT_VERSIONING_FAIL_CLOSED_PROVIDERS,CURRENT_BACKEND_PRESERVED_NEW_FRONTEND,loading;empty;error;degraded;unauthorized;stale/conflict;provider-unavailable as applicable,EN/LTR;AR/RTL;logical properties;keyboard/focus parity,1440x900,DESIGN_DECLARED_PREVIEW,1024x768;412x915 or 390x844;320x800 reflow,ZERO_UNAPPROVED_DIFF_FIXED_CHROMIUM_FONT_ENVIRONMENT,REAL_DATA_RLS_ACTIONS_AUDIT_NEGATIVE_STATES,REQUIRES_PRODUCT_OWNER_APPROVAL
WA-DES-038,SAQEEL Profile.dc.html,bb14b46a8d9966b9ee8901408868c1c220a88df744025989df43bb4e4ed8eeea,NO_ALIAS,,SHARED_WEB,M11,/profile,Authenticated users,CR-337..CR-356,WA-M11-AC-001..006,F0,WA-M11-EV-001..006,apps/web/src/app/(app)/profile/page.tsx,PRESERVE_RLS_RBAC_WORKFLOW_AUDIT_VERSIONING_FAIL_CLOSED_PROVIDERS,CURRENT_BACKEND_PRESERVED_NEW_FRONTEND,loading;empty;error;degraded;unauthorized;stale/conflict;provider-unavailable as applicable,EN/LTR;AR/RTL;logical properties;keyboard/focus parity,1120x760,DESIGN_DECLARED_PREVIEW,1024x768;412x915 or 390x844;320x800 reflow,ZERO_UNAPPROVED_DIFF_FIXED_CHROMIUM_FONT_ENVIRONMENT,REAL_DATA_RLS_ACTIONS_AUDIT_NEGATIVE_STATES,REQUIRES_PRODUCT_OWNER_APPROVAL
WA-DES-039,SAQEEL Review & Approval.dc.html,9d0e62bfe8208c5e122bc7d7142e8ebc457cbfaf5e21d16b5dac8de9f3e6da3e,NO_ALIAS,,BUSINESS_WEB,M5,/reviews;/reviews/:id;/reviews/:id/started,Reviewer,CR-357..CR-409,WA-M5-AC-001..006,F0,WA-M5-EV-001..006,apps/web/src/app/(app)/reviews/page.tsx;apps/web/src/app/(app)/reviews/[id]/page.tsx;apps/web/src/app/(app)/reviews/[id]/started/page.tsx,PRESERVE_RLS_RBAC_WORKFLOW_AUDIT_VERSIONING_FAIL_CLOSED_PROVIDERS,REPLICATION_WITH_REAL_DATA_ADAPTATION,loading;empty;error;degraded;unauthorized;stale/conflict;provider-unavailable as applicable,EN/LTR;AR/RTL;logical properties;keyboard/focus parity,1440x900,DESIGN_DECLARED_PREVIEW,1024x768;412x915 or 390x844;320x800 reflow,ZERO_UNAPPROVED_DIFF_FIXED_CHROMIUM_FONT_ENVIRONMENT,REAL_DATA_RLS_ACTIONS_AUDIT_NEGATIVE_STATES,REQUIRES_PRODUCT_OWNER_APPROVAL
WA-DES-040,SAQEEL Risk.dc.html,e1a9adee84aa2e2923c3513feb0994808781157c57ab250a084fc5d18e5fb50f,NO_ALIAS,,BUSINESS_WEB,M6,/admin/risk;/admin/risk/models,Risk Owner,CR-449..CR-478,WA-M6-AC-001..006,F0,WA-M6-EV-001..006,apps/web/src/app/(app)/admin/risk/page.tsx;apps/web/src/app/(app)/admin/risk/models/page.tsx,PRESERVE_RLS_RBAC_WORKFLOW_AUDIT_VERSIONING_FAIL_CLOSED_PROVIDERS,DESIGN_CONFLICT_REQUIRES_DECISION,loading;empty;error;degraded;unauthorized;stale/conflict;provider-unavailable as applicable,EN/LTR;AR/RTL;logical properties;keyboard/focus parity,1200x900,DESIGN_DECLARED_PREVIEW,1024x768;412x915 or 390x844;320x800 reflow,ZERO_UNAPPROVED_DIFF_FIXED_CHROMIUM_FONT_ENVIRONMENT,REAL_DATA_RLS_ACTIONS_AUDIT_NEGATIVE_STATES,REQUIRES_PRODUCT_OWNER_APPROVAL
WA-DES-041,SAQEEL States System.dc.html,9e78eb7ced8d9b43096d2346a8925534feeecd30c748cc48f70a86a17f4b5d9a,NO_ALIAS,,ADMIN_CONTROL_PANEL,F0,FOUNDATION_ONLY,All personas,CR-001..CR-478,WA-F0-AC-001..006,NONE_FOUNDATION_FIRST,WA-F0-EV-001..006,,PRESERVE_RLS_RBAC_WORKFLOW_AUDIT_VERSIONING_FAIL_CLOSED_PROVIDERS,EXACT_REPLICATION,loading;empty;error;degraded;unauthorized;stale/conflict;provider-unavailable as applicable,EN/LTR;AR/RTL;logical properties;keyboard/focus parity,1200x820,DESIGN_DECLARED_PREVIEW,1024x768;412x915 or 390x844;320x800 reflow,ZERO_UNAPPROVED_DIFF_FIXED_CHROMIUM_FONT_ENVIRONMENT,REAL_DATA_RLS_ACTIONS_AUDIT_NEGATIVE_STATES,REQUIRES_PRODUCT_OWNER_APPROVAL
WA-DES-042,SAQEEL Tasks.dc.html,b97ff987d88c9c2728d703708d2826c0fe200b3a5963e0d76c0659376317ff37,NO_ALIAS,,BUSINESS_WEB,M5,/tasks,Task assignees,CR-357..CR-409,WA-M5-AC-001..006,F0,WA-M5-EV-001..006,apps/web/src/app/(app)/tasks/page.tsx,PRESERVE_RLS_RBAC_WORKFLOW_AUDIT_VERSIONING_FAIL_CLOSED_PROVIDERS,CURRENT_BACKEND_PRESERVED_NEW_FRONTEND,loading;empty;error;degraded;unauthorized;stale/conflict;provider-unavailable as applicable,EN/LTR;AR/RTL;logical properties;keyboard/focus parity,1440x900,DESIGN_DECLARED_PREVIEW,1024x768;412x915 or 390x844;320x800 reflow,ZERO_UNAPPROVED_DIFF_FIXED_CHROMIUM_FONT_ENVIRONMENT,REAL_DATA_RLS_ACTIONS_AUDIT_NEGATIVE_STATES,REQUIRES_PRODUCT_OWNER_APPROVAL
WA-DES-043,SAQEEL Users Roles.dc.html,9d4e9879d7f2d4fd39a47895c9f746d99cbb3b3030aa033009889c7ada82a6b6,NO_ALIAS,,ADMIN_CONTROL_PANEL,M8,/admin/access;/admin/security-access,Security Admin,CR-001..CR-478,WA-M8-AC-001..006,F0,WA-M8-EV-001..006,apps/web/src/app/(app)/admin/access/page.tsx;apps/web/src/app/(app)/admin/security-access/page.tsx,PRESERVE_RLS_RBAC_WORKFLOW_AUDIT_VERSIONING_FAIL_CLOSED_PROVIDERS,CURRENT_BACKEND_PRESERVED_NEW_FRONTEND,loading;empty;error;degraded;unauthorized;stale/conflict;provider-unavailable as applicable,EN/LTR;AR/RTL;logical properties;keyboard/focus parity,1200x900,DESIGN_DECLARED_PREVIEW,1024x768;412x915 or 390x844;320x800 reflow,ZERO_UNAPPROVED_DIFF_FIXED_CHROMIUM_FONT_ENVIRONMENT,REAL_DATA_RLS_ACTIONS_AUDIT_NEGATIVE_STATES,REQUIRES_PRODUCT_OWNER_APPROVAL
WA-DES-044,SAQEEL Virtual.dc.html,8b7130d61c7ba550a385c26f590fc963363b3f9a40487c438294ac680e01a199,NO_ALIAS,,BUSINESS_WEB,M11,/virtual;/virtual/:id,Virtual participants,CR-337..CR-356,WA-M11-AC-001..006,F0,WA-M11-EV-001..006,apps/web/src/app/(app)/virtual/page.tsx;apps/web/src/app/(app)/virtual/[id]/page.tsx,PRESERVE_RLS_RBAC_WORKFLOW_AUDIT_VERSIONING_FAIL_CLOSED_PROVIDERS,REPLICATION_WITH_REQUIRED_MISSING_STATE,loading;empty;error;degraded;unauthorized;stale/conflict;provider-unavailable as applicable,EN/LTR;AR/RTL;logical properties;keyboard/focus parity,1200x900,DESIGN_DECLARED_PREVIEW,1024x768;412x915 or 390x844;320x800 reflow,ZERO_UNAPPROVED_DIFF_FIXED_CHROMIUM_FONT_ENVIRONMENT,REAL_DATA_RLS_ACTIONS_AUDIT_NEGATIVE_STATES,REQUIRES_PRODUCT_OWNER_APPROVAL
WA-DES-045,SAQEEL Visits.dc.html,74fc7af27cfa7ce7a3f458ae42ac5464aefcfa79471eb8c9f2f9b083ba25e2d2,NO_ALIAS,,BUSINESS_WEB,M2,/visits;/visits/:id;/visits/calendar;/visits/map;/visits/workload,Planner and Operations,CR-001..CR-098,WA-M2-AC-001..006,F0,WA-M2-EV-001..006,apps/web/src/app/(app)/visits/page.tsx;apps/web/src/app/(app)/visits/[id]/page.tsx;apps/web/src/app/(app)/visits/calendar/page.tsx;apps/web/src/app/(app)/visits/map/page.tsx;apps/web/src/app/(app)/visits/workload/page.tsx,PRESERVE_RLS_RBAC_WORKFLOW_AUDIT_VERSIONING_FAIL_CLOSED_PROVIDERS,REPLICATION_WITH_REAL_DATA_ADAPTATION,loading;empty;error;degraded;unauthorized;stale/conflict;provider-unavailable as applicable,EN/LTR;AR/RTL;logical properties;keyboard/focus parity,1440x900,DESIGN_DECLARED_PREVIEW,1024x768;412x915 or 390x844;320x800 reflow,ZERO_UNAPPROVED_DIFF_FIXED_CHROMIUM_FONT_ENVIRONMENT,REAL_DATA_RLS_ACTIONS_AUDIT_NEGATIVE_STATES,REQUIRES_PRODUCT_OWNER_APPROVAL
WA-DES-046,SAQEEL Web Dashboard.dc.html,d84d2a7cb916d0095954b005b096bc5c9342c848f649fb8c07b37ab0bcbc7088,NO_ALIAS,,BUSINESS_WEB,M1,/dashboard,Operations and leadership,CR-001..CR-478,WA-M1-AC-001..006,F0,WA-M1-EV-001..006,apps/web/src/app/(app)/dashboard/page.tsx,PRESERVE_RLS_RBAC_WORKFLOW_AUDIT_VERSIONING_FAIL_CLOSED_PROVIDERS,REPLICATION_WITH_REAL_DATA_ADAPTATION,loading;empty;error;degraded;unauthorized;stale/conflict;provider-unavailable as applicable,EN/LTR;AR/RTL;logical properties;keyboard/focus parity,1440x900,DESIGN_DECLARED_PREVIEW,1024x768;412x915 or 390x844;320x800 reflow,ZERO_UNAPPROVED_DIFF_FIXED_CHROMIUM_FONT_ENVIRONMENT,REAL_DATA_RLS_ACTIONS_AUDIT_NEGATIVE_STATES,REQUIRES_PRODUCT_OWNER_APPROVAL
