project_id,project_name,page_path,canonical_name,stable_identity_note,etag_as_revision,size_bytes,is_pilot_page
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,Canvas.dc.html,Canvas,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784830510499088,206,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Compliance Requests.dc.html,SAQEEL Compliance Requests,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784805992533435,12556,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Control Panel.dc.html,SAQEEL Control Panel,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784805992533435,17008,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Dashboard Config.dc.html,SAQEEL Dashboard Config,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784805992533435,9685,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Delegation.dc.html,SAQEEL Delegation,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784805992533435,11645,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Design System.dc.html,SAQEEL Design System,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784619219725011,115322,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Enforcement.dc.html,SAQEEL Enforcement,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784805992533435,15479,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Establishment Violations.dc.html,SAQEEL Establishment Violations,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784812839858290,13986,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Evidence OCR.dc.html,SAQEEL Evidence OCR,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784805992533435,10645,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Executive Overview.html,SAQEEL Executive Overview,"plain .html top-level page, not .dc.html — same identity convention (file path), etag used as revision proxy. Added 2026-07-24 after Codex re-review flagged it missing from the machine inventory.",1784633455496212,19504,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Factories.dc.html,SAQEEL Factories,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784806013700217,11274,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Factory 360.dc.html,SAQEEL Factory 360,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784806013700217,29250,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Feedback.dc.html,SAQEEL Feedback,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784806013700217,29590,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Figma Parity Grid.dc.html,SAQEEL Figma Parity Grid,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784755870195219,9269,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Incident Reports.dc.html,SAQEEL Incident Reports,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784806070831883,8015,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Inspection Report.dc.html,SAQEEL Inspection Report,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784806070831883,10670,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Item Execution.dc.html,SAQEEL Item Execution,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784827421554930,25769,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL KPI Management.dc.html,SAQEEL KPI Management,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784806070831883,18884,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Login.dc.html,SAQEEL Login,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784614966655898,15163,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Operations Center.dc.html,SAQEEL Operations Center,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784806070831883,21743,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Operations Live.dc.html,SAQEEL Operations Live,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784721421916945,10021,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Account.dc.html,SAQEEL PWA-Field Account,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884213131638,25418,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field App.dc.html,SAQEEL PWA-Field App,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884213156018,13693,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field App EN.dc.html,SAQEEL PWA-Field App EN,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884213057622,11487,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Biometric.dc.html,SAQEEL PWA-Field Biometric,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884213070462,11410,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Challenge Report.dc.html,SAQEEL PWA-Field Challenge Report,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884213072510,12391,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Completion.dc.html,SAQEEL PWA-Field Completion,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884213343626,26964,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Conflict Resolution.dc.html,SAQEEL PWA-Field Conflict Resolution,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884213063617,11139,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Dashboard.dc.html,SAQEEL PWA-Field Dashboard,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884213313329,43580,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Drafts.dc.html,SAQEEL PWA-Field Drafts,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884213116997,8999,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Establishment File.dc.html,SAQEEL PWA-Field Establishment File,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884213338101,60100,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Establishments.dc.html,SAQEEL PWA-Field Establishments,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884213899506,24776,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Execution Shell.dc.html,SAQEEL PWA-Field Execution Shell,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884213930831,25505,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Factory 360.dc.html,SAQEEL PWA-Field Factory 360,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884213915312,60216,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Global Search.dc.html,SAQEEL PWA-Field Global Search,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884213888514,12982,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Immediate & Incident.dc.html,SAQEEL PWA-Field Immediate & Incident,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884213917131,12314,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Inspection.dc.html,SAQEEL PWA-Field Inspection,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884213903345,24372,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Inspection Form.dc.html,SAQEEL PWA-Field Inspection Form,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884213910732,43531,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Journey.dc.html,SAQEEL PWA-Field Journey,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884213910376,26396,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Login.dc.html,SAQEEL PWA-Field Login,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884213895548,17590,True
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field My Tasks.dc.html,SAQEEL PWA-Field My Tasks,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884213910464,23549,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Notifications.dc.html,SAQEEL PWA-Field Notifications,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884221221019,15718,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field OCR Capture.dc.html,SAQEEL PWA-Field OCR Capture,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884214807442,11274,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Ops Console.dc.html,SAQEEL PWA-Field Ops Console,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884214631774,18088,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Preparation.dc.html,SAQEEL PWA-Field Preparation,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884214824413,10414,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Reopening Notices.dc.html,SAQEEL PWA-Field Reopening Notices,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884214795287,11863,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Reports.dc.html,SAQEEL PWA-Field Reports,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884214824500,35534,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Reports Library.dc.html,SAQEEL PWA-Field Reports Library,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884214802474,13757,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Seizure Records.dc.html,SAQEEL PWA-Field Seizure Records,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884214849505,13605,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Settings.dc.html,SAQEEL PWA-Field Settings,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884214839370,13058,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Travel.dc.html,SAQEEL PWA-Field Travel,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884214856649,12544,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Trusted Devices.dc.html,SAQEEL PWA-Field Trusted Devices,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884215808529,6342,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Virtual Session.dc.html,SAQEEL PWA-Field Virtual Session,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884215765726,25053,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Virtual Visit.dc.html,SAQEEL PWA-Field Virtual Visit,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884215782935,10368,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Visit Results.dc.html,SAQEEL PWA-Field Visit Results,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884215762518,16312,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Visit Statement.dc.html,SAQEEL PWA-Field Visit Statement,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884215760889,8932,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Field Visits.dc.html,SAQEEL PWA-Field Visits,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884215771900,17509,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Index.dc.html,SAQEEL PWA-Index,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884783731280,12473,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Inspector Architecture.dc.html,SAQEEL PWA-Inspector Architecture,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884215755564,21809,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Inspector Golden Journey.dc.html,SAQEEL PWA-Inspector Golden Journey,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884215763253,14457,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Inspector Journey Mindmap.dc.html,SAQEEL PWA-Inspector Journey Mindmap,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884215785464,17630,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Inspector iPad.dc.html,SAQEEL PWA-Inspector iPad,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884216460050,24036,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL PWA-Inspector iPad Field.dc.html,SAQEEL PWA-Inspector iPad Field,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884216467763,31642,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Planning.dc.html,SAQEEL Planning,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784806070831883,23038,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Planning Identity.dc.html,SAQEEL Planning Identity,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784806070831883,11575,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Portal.dc.html,SAQEEL Portal,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784806070831883,9734,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Profile.dc.html,SAQEEL Profile,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784806070831883,7810,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Report Deltas.dc.html,SAQEEL Report Deltas,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784824954925455,51982,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Report Inventory.dc.html,SAQEEL Report Inventory,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784821207917790,15291,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Report Package Foundation.dc.html,SAQEEL Report Package Foundation,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784826099620006,20889,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Review & Approval.dc.html,SAQEEL Review & Approval,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784806080184527,25565,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Risk.dc.html,SAQEEL Risk,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784806070831883,16192,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL States System.dc.html,SAQEEL States System,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784806070831883,14927,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Tasks.dc.html,SAQEEL Tasks,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784806070831883,14101,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Users Roles.dc.html,SAQEEL Users Roles,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784806070831883,16533,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Virtual.dc.html,SAQEEL Virtual,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784806070831883,15593,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Visits.dc.html,SAQEEL Visits,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784806070831883,28501,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Web Dashboard.dc.html,SAQEEL Web Dashboard,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784806070831883,47088,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL Web-Index.dc.html,SAQEEL Web-Index,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784884829104992,12473,False
5e8154ad-aa9e-4e3d-9b7a-c66ca020bd61,SAQEEL Design System,SAQEEL iPad Dashboard.dc.html,SAQEEL iPad Dashboard,no MCP-exposed node/page id beyond file path; etag used as revision proxy,1784806070831883,20740,False
