screen_id,route,persona,state,locale_direction,theme,viewport,capture_timestamp_utc,status,evidence_path,sha256,data_theme_observed,blocker,next_safe_action
SCR-ADM-030,/admin/packages,admin,populated,en-ltr,dark,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-030__populated__en-ltr__dark__1440x1024__20260718T204316Z.png,b7629025bdd19963df39367f82f0b5453d9e7e46759eeab5792380042fc37977,dark,,
SCR-ADM-030,/admin/packages,admin,populated,ar-rtl,light,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-030__populated__ar-rtl__light__1440x1024__20260718T204316Z.png,a02a147be5dcd44adbf8bdb05ecebca2e534a0f34eee31b1264b3f2aa94e4514,light,,
SCR-ADM-030,/admin/packages,admin,populated,ar-rtl,dark,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-030__populated__ar-rtl__dark__1440x1024__20260718T204316Z.png,a46e70f0d81f6e1068e4ba872dd9e328dea965faa0e1b619e963cf90b33cc3e9,dark,,
SCR-ADM-030,/admin/packages,admin,populated,en-ltr,light,1024x768,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-030__populated__en-ltr__light__1024x768__20260718T204316Z.png,66b342a73308ace7b6c4ee3440db3c4743287839da7306c974ae55f69d572226,light,,
SCR-ADM-030,/admin/packages,admin,populated,ar-rtl,dark,1024x768,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-030__populated__ar-rtl__dark__1024x768__20260718T204316Z.png,8e079f2ece950b0ca0ed8568d8e36797aad90f8a47545a645b06dd2d182c42b5,dark,,
SCR-ADM-040,/admin/violations,admin,populated,en-ltr,light,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-040__populated__en-ltr__light__1440x1024__20260718T204316Z.png,e5d3e90e0cfb9e365ea020515f5862af91a789171cc1b79b5d2f0b5c0c80a29d,light,,
SCR-ADM-040,/admin/violations,admin,populated,en-ltr,dark,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-040__populated__en-ltr__dark__1440x1024__20260718T204316Z.png,c1913fb1c3a3fac9497fbdfb7258c1d09e6d64e5ba92a2d64bb7dd375b5a0ec3,dark,,
SCR-ADM-040,/admin/violations,admin,populated,ar-rtl,light,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-040__populated__ar-rtl__light__1440x1024__20260718T204316Z.png,b7f1d482c73a37e395b719c0908e00add10675a7797e64573cb491e6f3e26890,light,,
SCR-ADM-040,/admin/violations,admin,populated,ar-rtl,dark,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-040__populated__ar-rtl__dark__1440x1024__20260718T204316Z.png,aa13fa616d7c43f08092ce40740b4234ae7d4b892b1672a81ba0ff3728a789c4,dark,,
SCR-ADM-040,/admin/violations,admin,populated,en-ltr,light,1024x768,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-040__populated__en-ltr__light__1024x768__20260718T204316Z.png,13f843f8fa3401c310b19807477af5179f37d2896405fa5d628b9ab76c5f71a2,light,,
SCR-ADM-040,/admin/violations,admin,populated,ar-rtl,dark,1024x768,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-040__populated__ar-rtl__dark__1024x768__20260718T204316Z.png,41070453622b8777a5eb7341eeeab84c0eadef60d40e851ff11bf9ed90bddc22,dark,,
SCR-ADM-041,/admin/violations?mode=penalty,admin,populated,en-ltr,light,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-041__populated__en-ltr__light__1440x1024__20260718T204316Z.png,b02c68447a84c09250790bcc0c76bcdde6eba0ca522e3a2aba8096f13d994b58,light,,
SCR-ADM-041,/admin/violations?mode=penalty,admin,populated,en-ltr,dark,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-041__populated__en-ltr__dark__1440x1024__20260718T204316Z.png,30176d739c9aa7d121c6cade3dc25f6ba19ea344a59e60c76c65fade5a36a89f,dark,,
SCR-ADM-041,/admin/violations?mode=penalty,admin,populated,ar-rtl,light,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-041__populated__ar-rtl__light__1440x1024__20260718T204316Z.png,a6c871d0b386e7fdffe0544ffcb1743eaf7a69eb68143150c0ca0604e844f975,light,,
SCR-ADM-041,/admin/violations?mode=penalty,admin,populated,ar-rtl,dark,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-041__populated__ar-rtl__dark__1440x1024__20260718T204316Z.png,424de138c35cd98b47351d5d6bcd1058dab9806d0a1e2e674e49f821872daedd,dark,,
SCR-ADM-041,/admin/violations?mode=penalty,admin,populated,en-ltr,light,1024x768,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-041__populated__en-ltr__light__1024x768__20260718T204316Z.png,0d32be03536475fb88570373ff826b084444f88a690e484f610ceee5ae291445,light,,
SCR-ADM-041,/admin/violations?mode=penalty,admin,populated,ar-rtl,dark,1024x768,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-ADM-041__populated__ar-rtl__dark__1024x768__20260718T204316Z.png,39628dbd08a1b26b6980d8f392ca0eb030c694585fbd3828aaee0cd709a28f0a,dark,,
SCR-WEB-110,/planning/bulk,planner,populated,en-ltr,light,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-WEB-110__populated__en-ltr__light__1440x1024__20260718T204316Z.png,12422bc725a9151f46778eea82a125532097160bb32aa1bb54b0985df5092045,light,,
SCR-WEB-110,/planning/bulk,planner,populated,en-ltr,dark,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-WEB-110__populated__en-ltr__dark__1440x1024__20260718T204316Z.png,f2fe93d23aaffd4e77e487238837ec6bc3d8f6cf77d4272fd8b585b540364283,dark,,
SCR-WEB-110,/planning/bulk,planner,populated,ar-rtl,light,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-WEB-110__populated__ar-rtl__light__1440x1024__20260718T204316Z.png,9159631aa3cbe69ba5ea8edd77e6c2b88f46cfabfca9575e8b70636635b22376,light,,
SCR-WEB-110,/planning/bulk,planner,populated,ar-rtl,dark,1440x1024,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-WEB-110__populated__ar-rtl__dark__1440x1024__20260718T204316Z.png,eab05b0e7bf0a2c984067abefb239eb598202111cd7b9f3d0133a68fc06b54e3,dark,,
SCR-WEB-110,/planning/bulk,planner,populated,en-ltr,light,1024x768,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-WEB-110__populated__en-ltr__light__1024x768__20260718T204316Z.png,6498000510fa90b485f36325c144d213ee96148aa8f58bcbf80fa178ac9ad9a2,light,,
SCR-WEB-110,/planning/bulk,planner,populated,ar-rtl,dark,1024x768,2026-07-18T20:43:16Z,CAPTURED,/Users/vikramindla/Desktop/Inspection Documentation/07_TEST_EVIDENCE_AND_SCREENSHOTS/phase2-tier1/20260718T204316Z/P2-ASIS__SCR-WEB-110__populated__ar-rtl__dark__1024x768__20260718T204316Z.png,9bbafb34634da8865acea491607fe9394547916ac5c37f6ef2264ba5bf836c29,dark,,
SCR-ADM-031,(no reachable route),(not attempted),held,,,,,BLOCKED,,,,requires client-side package-selection interaction to reach the inline designer view; no distinct URL exists,"Awaiting Codex decision: either author a direct capture-mode URL for the designer, or accept this as a documented gap for this evidence wave."
