Relative Path,Size Bytes,SHA256,Status
05_IMPLEMENTATION_STORYBOARDS/Individual_PNGs_20/MIM_MVP1_Storyboard_03.png,384501,84487dfcbb85aae9c494b01eab81ecc0c8c79276bb648c78005ee828deac1497,Latest/Current
05_IMPLEMENTATION_STORYBOARDS/Individual_PNGs_20/MIM_MVP1_Storyboard_04.png,351584,240d18fe706662d32cb384a83a270400a980f822acf01189df2fafac45c2d9aa,Latest/Current
05_IMPLEMENTATION_STORYBOARDS/Individual_PNGs_20/MIM_MVP1_Storyboard_05.png,351384,10500519cb4c4afd052100242676e4f4ea3bba98cc4916c63b698556e169357c,Latest/Current
05_IMPLEMENTATION_STORYBOARDS/Individual_PNGs_20/MIM_MVP1_Storyboard_06.png,350521,4112c66dfef45d93a5a4ebc9e9be591619db64e7232b41318817e21b77f72b1f,Latest/Current
05_IMPLEMENTATION_STORYBOARDS/Individual_PNGs_20/MIM_MVP1_Storyboard_07.png,355829,8e83a6a3ed1b688e751b40b8c8f36680958508f9aa27c403672dfa8559dcdd1e,Latest/Current
05_IMPLEMENTATION_STORYBOARDS/Individual_PNGs_20/MIM_MVP1_Storyboard_08.png,346953,7c00224384f14d36ceeabad91dce73edeb21dc876ee6ae9aac7ff54245a8164d,Latest/Current
05_IMPLEMENTATION_STORYBOARDS/Individual_PNGs_20/MIM_MVP1_Storyboard_09.png,350086,09235ca541fdc8cd4f6727770c4fe0dcc5f9c10c935a6b2f3fd22f351152e54b,Latest/Current
05_IMPLEMENTATION_STORYBOARDS/Individual_PNGs_20/MIM_MVP1_Storyboard_10.png,346525,8036cf8e90707c59d813fc954cc59894d414c8eaa0a8981357d4d82dd69822dc,Latest/Current
05_IMPLEMENTATION_STORYBOARDS/Individual_PNGs_20/MIM_MVP1_Storyboard_11.png,278189,b5002f64eddb565efd5970d82af56e68efe052104a1b7dcf40ee37d5062178c2,Latest/Current
05_IMPLEMENTATION_STORYBOARDS/Individual_PNGs_20/MIM_MVP1_Storyboard_12.png,275993,ccba761e75e2f255958b7a7d787f1681aaad135ec3a6ed0b6e1a111673e3fa67,Latest/Current
05_IMPLEMENTATION_STORYBOARDS/Individual_PNGs_20/MIM_MVP1_Storyboard_13.png,355523,e71a9828ad26be46a5d9cb5c16255666fea0ef321fa4ed0d4d0ee834d5148b98,Latest/Current
05_IMPLEMENTATION_STORYBOARDS/Individual_PNGs_20/MIM_MVP1_Storyboard_14.png,287508,cd93ec920a72ce957022cada8d09c7f3c5c94d154997cc23545b3462886104ff,Latest/Current
05_IMPLEMENTATION_STORYBOARDS/Individual_PNGs_20/MIM_MVP1_Storyboard_15.png,356315,99a467340ed23a23da0d7ef52fa958b4f147b59c6e09f310d6600f9416eee3f5,Latest/Current
05_IMPLEMENTATION_STORYBOARDS/Individual_PNGs_20/MIM_MVP1_Storyboard_16.png,349481,aaef22a4068f9923b6c794f258855358504c85ed6a1387499c06e5af4af109dc,Latest/Current
05_IMPLEMENTATION_STORYBOARDS/Individual_PNGs_20/MIM_MVP1_Storyboard_17.png,326304,5c47cb46d927f8669f188d7a14e166af2142817f1c205004df9b9f457fdd1f9b,Latest/Current
05_IMPLEMENTATION_STORYBOARDS/Individual_PNGs_20/MIM_MVP1_Storyboard_18.png,347363,bf04eb5481a186b75c538a1ea7e0cc654a72b33b2ab78639e0f8db8ebfdf37bc,Latest/Current
05_IMPLEMENTATION_STORYBOARDS/Individual_PNGs_20/MIM_MVP1_Storyboard_19.png,367731,8bbbca24e655f4f110496932f4bc0c030ef9741b751b9f7332e28845a0775a43,Latest/Current
05_IMPLEMENTATION_STORYBOARDS/Individual_PNGs_20/MIM_MVP1_Storyboard_20.png,352563,15506663fcf09e492f64da1fa5d35570107a94a3a0130ca3583bb51c1e18a085,Latest/Current
05_IMPLEMENTATION_STORYBOARDS/MIM_Inspection_MVP1_Native_Storyboard_Book_20_Pages.pdf,118297,9f7d0c27d2323e9f56a5aa7a187b1f201e56f36afa2707b55a543251d26b6dd8,Latest/Current
05_IMPLEMENTATION_STORYBOARDS/MIM_Inspection_MVP1_Storyboards_PNG_All_20.zip,6236689,ffdcac2d61e5f5cc01ff4a21647ac0d955447113870ca8b6a3db8908785e3fd6,Latest/Current
06_BUSINESS_INVESTOR_STORYBOARDS/01_Investor_Overview_How_the_MVP1_Inspection_Platform_Works_End_to_End.png,1978704,5e8390746d437d3a31d92f7c76cd4837b1664e5bb857f560b9698727c326e408,Current visual artifact - final scope reconciliation pending
06_BUSINESS_INVESTOR_STORYBOARDS/02_Persona_Ecosystem_Who_Uses_the_Platform_and_How_They_Interact.png,1793539,a56b4d239707046510e818c2373cea4d5b1d6c552d231617b976ca50c72706eb,Current visual artifact - final scope reconciliation pending
06_BUSINESS_INVESTOR_STORYBOARDS/03_Before_Any_Inspection_Starts_Admin_Control_Rules_Risk_and_Forms.png,1811583,7911dd72447d4bcdacd15253c38698fb4773444a57bf32eb73d3959282e13925,Current visual artifact - final scope reconciliation pending
06_BUSINESS_INVESTOR_STORYBOARDS/05_Inspector_Startup_Pack_Pre_Inspection_Readiness_and_Field_Preparation.png,1692744,e2ab465e21340362803d8430a7ac6b9743e61a64187d8fa960d6b74472c6e71a,Current visual artifact - final scope reconciliation pending
06_BUSINESS_INVESTOR_STORYBOARDS/06_Physical_Inspection_Day_What_Happens_at_the_Factory.png,1886969,1099caf32f57796124d3fbeeab1d99e0ef5c5c99e4c9bb2ad8722cbff5d03d17,Current visual artifact - final scope reconciliation pending
06_BUSINESS_INVESTOR_STORYBOARDS/07_Virtual_Inspection_Remote_Participation_Verification_and_Evidence.png,1817687,1808f63aef5829b585ea7f8fb9781b3b51873a0d0dc6d241e20ad12e77eac1e9,Current visual artifact - final scope reconciliation pending
06_BUSINESS_INVESTOR_STORYBOARDS/08_Review_Decision_Correction_and_Objection_How_the_Case_Is_Resolved.png,1699863,ca28466798246da03a17bde22cbafd89c288211c054a83cdd7f57447e949760a,Current visual artifact - final scope reconciliation pending
06_BUSINESS_INVESTOR_STORYBOARDS/09_Factory_360_Operations_Center_and_Executive_Dashboards.png,1869193,05744e6bf1a11ab935cdda82028c14f747c7942a683f5eca2abea13d83dcd616,Current visual artifact - final scope reconciliation pending
06_BUSINESS_INVESTOR_STORYBOARDS/10_MVP1_Investment_View_What_Gets_Built_How_It_Operates_and_Why_It_Can_Be_Trusted.png,1847762,85d9f98bf01940951ed6591138cea8e7862c09227c9f558ba41c7d904174e1f1,Current visual artifact - final scope reconciliation pending
07_FABLE_GOVERNANCE/MIM_Inspection_MVP1_Claude_Fable_Master_Build_Contract.pdf,16515,a1bd360cac0d95653ab69c9ac31d82e48927cfd2aa5b284dc39faacbcb6c19c2,Latest/Current
07_FABLE_GOVERNANCE/MIM_Inspection_MVP1_Final_Documentation_Manifest.pdf,8783,10685b81bf14dd4842deecd5b9ce2781998e6175945ff85c1b37ffdb6a84dedf,Latest/Current
07_FABLE_GOVERNANCE/MIM_Inspection_MVP1_UIUX_Design_Authority_Mobbin_MCP.pdf,12875,6eab6f6981fe32f2b14650accb50a292d7cb01085a5ea55ad401e0384d33b747,Latest/Current
07_FABLE_GOVERNANCE/MIM_Inspection_MVP1_Zero_Regression_and_Evidence_Contract.pdf,11344,3c984e83552324e785d36943774b39390f5a7704a2e315364fa1143fb01a559c,Latest/Current
08_SUPERSEDED_PRESERVED/MIM_Inspection_MVP1_BRD_Pre_Enhanced.pdf,1863911,7392cab3f5b3b0d0666ee9eed392f14e9955c51e03eac6bbb74148cae64a0a3d,Superseded - preserved only
08_SUPERSEDED_PRESERVED/MIM_Inspection_MVP1_Breakdown_Pre_Contract.xlsx,112907,b53f6d045f800257af4c5f15b59843a7ec6a1240ff7577c14e8761a73bdf0dba,Superseded - preserved only
