source_id,source_coordinate,source_unit_id,classification,parent_capability_id,requirement_ids,rationale
SRC-01,Visit Planning-Planning!A17:M17,SU-01-000017,BUSINESS_REQUIREMENT,CAP-R0C-0016,REQ-R0C-00051,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A18:M18,SU-01-000018,BUSINESS_REQUIREMENT,CAP-R0C-0017,REQ-R0C-00052;REQ-R0C-00053;REQ-R0C-00054,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A19:M19,SU-01-000019,BUSINESS_REQUIREMENT,CAP-R0C-0018,REQ-R0C-00055,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A20:M20,SU-01-000020,BUSINESS_REQUIREMENT,CAP-R0C-0019,REQ-R0C-00056;REQ-R0C-00057,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A21:M21,SU-01-000021,BUSINESS_REQUIREMENT,CAP-R0C-0020,REQ-R0C-00058;REQ-R0C-00059,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A22:M22,SU-01-000022,BUSINESS_REQUIREMENT,CAP-R0C-0021,REQ-R0C-00060;REQ-R0C-00061;REQ-R0C-00062,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A23:M23,SU-01-000023,BUSINESS_REQUIREMENT,CAP-R0C-0022,REQ-R0C-00063;REQ-R0C-00064;REQ-R0C-00065;REQ-R0C-00066;REQ-R0C-00067,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A24:M24,SU-01-000024,BUSINESS_REQUIREMENT,CAP-R0C-0023,REQ-R0C-00068;REQ-R0C-00069,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A25:M25,SU-01-000025,BUSINESS_REQUIREMENT,CAP-R0C-0024,REQ-R0C-00070;REQ-R0C-00071;REQ-R0C-00072,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A26:M26,SU-01-000026,BUSINESS_REQUIREMENT,CAP-R0C-0025,REQ-R0C-00073;REQ-R0C-00074;REQ-R0C-00075,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A27:M27,SU-01-000027,BUSINESS_REQUIREMENT,CAP-R0C-0026,REQ-R0C-00076;REQ-R0C-00077,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A28:M28,SU-01-000028,BUSINESS_REQUIREMENT,CAP-R0C-0027,REQ-R0C-00078;REQ-R0C-00079;REQ-R0C-00080;REQ-R0C-00081,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A29:M29,SU-01-000029,BUSINESS_REQUIREMENT,CAP-R0C-0028,REQ-R0C-00082;REQ-R0C-00083;REQ-R0C-00084;REQ-R0C-00085,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A30:M30,SU-01-000030,BUSINESS_REQUIREMENT,CAP-R0C-0029,REQ-R0C-00086;REQ-R0C-00087;REQ-R0C-00088,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A31:M31,SU-01-000031,BUSINESS_REQUIREMENT,CAP-R0C-0030,REQ-R0C-00089;REQ-R0C-00090;REQ-R0C-00091,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A32:M32,SU-01-000032,BUSINESS_REQUIREMENT,CAP-R0C-0031,REQ-R0C-00092;REQ-R0C-00093;REQ-R0C-00094,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A33:M33,SU-01-000033,BUSINESS_REQUIREMENT,CAP-R0C-0032,REQ-R0C-00095;REQ-R0C-00096;REQ-R0C-00097;REQ-R0C-00098,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A34:M34,SU-01-000034,BUSINESS_REQUIREMENT,CAP-R0C-0033,REQ-R0C-00099;REQ-R0C-00100;REQ-R0C-00101;REQ-R0C-00102,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A35:M35,SU-01-000035,BUSINESS_REQUIREMENT,CAP-R0C-0034,REQ-R0C-00103;REQ-R0C-00104;REQ-R0C-00105,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A36:M36,SU-01-000036,BUSINESS_REQUIREMENT,CAP-R0C-0035,REQ-R0C-00106;REQ-R0C-00107;REQ-R0C-00108;REQ-R0C-00109,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A37:M37,SU-01-000037,BUSINESS_REQUIREMENT,CAP-R0C-0036,REQ-R0C-00110;REQ-R0C-00111;REQ-R0C-00112,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A38:M38,SU-01-000038,BUSINESS_REQUIREMENT,CAP-R0C-0037,REQ-R0C-00113;REQ-R0C-00114,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A39:M39,SU-01-000039,BUSINESS_REQUIREMENT,CAP-R0C-0038,REQ-R0C-00115;REQ-R0C-00116;REQ-R0C-00117;REQ-R0C-00118,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A40:M40,SU-01-000040,BUSINESS_REQUIREMENT,CAP-R0C-0039,REQ-R0C-00119;REQ-R0C-00120;REQ-R0C-00121;REQ-R0C-00122;REQ-R0C-00123,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A41:M41,SU-01-000041,BUSINESS_REQUIREMENT,CAP-R0C-0040,REQ-R0C-00124;REQ-R0C-00125;REQ-R0C-00126,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A42:M42,SU-01-000042,BUSINESS_REQUIREMENT,CAP-R0C-0041,REQ-R0C-00127;REQ-R0C-00128;REQ-R0C-00129,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A43:M43,SU-01-000043,BUSINESS_REQUIREMENT,CAP-R0C-0042,REQ-R0C-00130;REQ-R0C-00131,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A44:M44,SU-01-000044,BUSINESS_REQUIREMENT,CAP-R0C-0043,REQ-R0C-00132;REQ-R0C-00133;REQ-R0C-00134,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A45:M45,SU-01-000045,BUSINESS_REQUIREMENT,CAP-R0C-0044,REQ-R0C-00135;REQ-R0C-00136;REQ-R0C-00137;REQ-R0C-00138,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A46:M46,SU-01-000046,BUSINESS_REQUIREMENT,CAP-R0C-0045,REQ-R0C-00139;REQ-R0C-00140;REQ-R0C-00141,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A47:M47,SU-01-000047,BUSINESS_REQUIREMENT,CAP-R0C-0046,REQ-R0C-00142;REQ-R0C-00143;REQ-R0C-00144;REQ-R0C-00145,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A48:M48,SU-01-000048,BUSINESS_REQUIREMENT,CAP-R0C-0047,REQ-R0C-00146;REQ-R0C-00147;REQ-R0C-00148;REQ-R0C-00149;REQ-R0C-00150,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A49:M49,SU-01-000049,BUSINESS_REQUIREMENT,CAP-R0C-0048,REQ-R0C-00151;REQ-R0C-00152;REQ-R0C-00153,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A50:M50,SU-01-000050,BUSINESS_REQUIREMENT,CAP-R0C-0049,REQ-R0C-00154;REQ-R0C-00155;REQ-R0C-00156,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A51:M51,SU-01-000051,BUSINESS_REQUIREMENT,CAP-R0C-0050,REQ-R0C-00157;REQ-R0C-00158,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A52:M52,SU-01-000052,BUSINESS_REQUIREMENT,CAP-R0C-0051,REQ-R0C-00159;REQ-R0C-00160;REQ-R0C-00161,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning-Planning!A53:M53,SU-01-000053,BUSINESS_REQUIREMENT,CAP-R0C-0052,REQ-R0C-00162;REQ-R0C-00163,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A1:N1,SU-01-000054,TABLE_HEADER_OR_LABEL,,,Spreadsheet schema/header row; excluded from requirement population.
SRC-01,Visit Planning- Mangment!A2:N2,SU-01-000055,BUSINESS_REQUIREMENT,CAP-R0C-0053,REQ-R0C-00164;REQ-R0C-00165;REQ-R0C-00166;REQ-R0C-00167,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A3:N3,SU-01-000056,BUSINESS_REQUIREMENT,CAP-R0C-0054,REQ-R0C-00168;REQ-R0C-00169,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A4:N4,SU-01-000057,BUSINESS_REQUIREMENT,CAP-R0C-0055,REQ-R0C-00170;REQ-R0C-00171,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A5:N5,SU-01-000058,BUSINESS_REQUIREMENT,CAP-R0C-0056,REQ-R0C-00172;REQ-R0C-00173;REQ-R0C-00174,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A6:N6,SU-01-000059,BUSINESS_REQUIREMENT,CAP-R0C-0057,REQ-R0C-00175;REQ-R0C-00176;REQ-R0C-00177,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A7:N7,SU-01-000060,BUSINESS_REQUIREMENT,CAP-R0C-0058,REQ-R0C-00178;REQ-R0C-00179;REQ-R0C-00180,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A8:N8,SU-01-000061,BUSINESS_REQUIREMENT,CAP-R0C-0059,REQ-R0C-00181;REQ-R0C-00182;REQ-R0C-00183;REQ-R0C-00184,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A9:N9,SU-01-000062,BUSINESS_REQUIREMENT,CAP-R0C-0060,REQ-R0C-00185;REQ-R0C-00186;REQ-R0C-00187,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A10:N10,SU-01-000063,BUSINESS_REQUIREMENT,CAP-R0C-0061,REQ-R0C-00188;REQ-R0C-00189,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A11:N11,SU-01-000064,BUSINESS_REQUIREMENT,CAP-R0C-0062,REQ-R0C-00190;REQ-R0C-00191;REQ-R0C-00192,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A12:N12,SU-01-000065,BUSINESS_REQUIREMENT,CAP-R0C-0063,REQ-R0C-00193;REQ-R0C-00194;REQ-R0C-00195;REQ-R0C-00196,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A13:N13,SU-01-000066,BUSINESS_REQUIREMENT,CAP-R0C-0064,REQ-R0C-00197;REQ-R0C-00198,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A14:N14,SU-01-000067,BUSINESS_REQUIREMENT,CAP-R0C-0065,REQ-R0C-00199;REQ-R0C-00200;REQ-R0C-00201,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A15:N15,SU-01-000068,BUSINESS_REQUIREMENT,CAP-R0C-0066,REQ-R0C-00202;REQ-R0C-00203,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A16:N16,SU-01-000069,BUSINESS_REQUIREMENT,CAP-R0C-0067,REQ-R0C-00204;REQ-R0C-00205,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A17:N17,SU-01-000070,BUSINESS_REQUIREMENT,CAP-R0C-0068,REQ-R0C-00206;REQ-R0C-00207,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A18:N18,SU-01-000071,BUSINESS_REQUIREMENT,CAP-R0C-0069,REQ-R0C-00208;REQ-R0C-00209;REQ-R0C-00210,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A19:N19,SU-01-000072,BUSINESS_REQUIREMENT,CAP-R0C-0070,REQ-R0C-00211;REQ-R0C-00212;REQ-R0C-00213,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A20:N20,SU-01-000073,BUSINESS_REQUIREMENT,CAP-R0C-0071,REQ-R0C-00214,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A21:N21,SU-01-000074,BUSINESS_REQUIREMENT,CAP-R0C-0072,REQ-R0C-00215;REQ-R0C-00216,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A22:N22,SU-01-000075,BUSINESS_REQUIREMENT,CAP-R0C-0073,REQ-R0C-00217;REQ-R0C-00218,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A23:N23,SU-01-000076,BUSINESS_REQUIREMENT,CAP-R0C-0074,REQ-R0C-00219;REQ-R0C-00220,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A24:N24,SU-01-000077,BUSINESS_REQUIREMENT,CAP-R0C-0075,REQ-R0C-00221;REQ-R0C-00222,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A25:N25,SU-01-000078,BUSINESS_REQUIREMENT,CAP-R0C-0076,REQ-R0C-00223;REQ-R0C-00224,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A26:N26,SU-01-000079,BUSINESS_REQUIREMENT,CAP-R0C-0077,REQ-R0C-00225;REQ-R0C-00226;REQ-R0C-00227,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A27:N27,SU-01-000080,BUSINESS_REQUIREMENT,CAP-R0C-0078,REQ-R0C-00228;REQ-R0C-00229,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A28:N28,SU-01-000081,BUSINESS_REQUIREMENT,CAP-R0C-0079,REQ-R0C-00230;REQ-R0C-00231,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A29:N29,SU-01-000082,BUSINESS_REQUIREMENT,CAP-R0C-0080,REQ-R0C-00232;REQ-R0C-00233,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A30:N30,SU-01-000083,BUSINESS_REQUIREMENT,CAP-R0C-0081,REQ-R0C-00234;REQ-R0C-00235;REQ-R0C-00236,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A31:N31,SU-01-000084,BUSINESS_REQUIREMENT,CAP-R0C-0082,REQ-R0C-00237,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A32:N32,SU-01-000085,BUSINESS_REQUIREMENT,CAP-R0C-0083,REQ-R0C-00238;REQ-R0C-00239;REQ-R0C-00240,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A33:N33,SU-01-000086,BUSINESS_REQUIREMENT,CAP-R0C-0084,REQ-R0C-00241,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A34:N34,SU-01-000087,BUSINESS_REQUIREMENT,CAP-R0C-0085,REQ-R0C-00242;REQ-R0C-00243,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A35:N35,SU-01-000088,BUSINESS_REQUIREMENT,CAP-R0C-0086,REQ-R0C-00244;REQ-R0C-00245,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A36:N36,SU-01-000089,BUSINESS_REQUIREMENT,CAP-R0C-0087,REQ-R0C-00246;REQ-R0C-00247,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A37:N37,SU-01-000090,BUSINESS_REQUIREMENT,CAP-R0C-0088,REQ-R0C-00248,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A38:N38,SU-01-000091,BUSINESS_REQUIREMENT,CAP-R0C-0089,REQ-R0C-00249;REQ-R0C-00250,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A39:N39,SU-01-000092,BUSINESS_REQUIREMENT,CAP-R0C-0090,REQ-R0C-00251;REQ-R0C-00252,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A40:N40,SU-01-000093,BUSINESS_REQUIREMENT,CAP-R0C-0091,REQ-R0C-00253;REQ-R0C-00254,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A41:N41,SU-01-000094,BUSINESS_REQUIREMENT,CAP-R0C-0092,REQ-R0C-00255,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A42:N42,SU-01-000095,BUSINESS_REQUIREMENT,CAP-R0C-0093,REQ-R0C-00256,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A43:N43,SU-01-000096,BUSINESS_REQUIREMENT,CAP-R0C-0094,REQ-R0C-00257;REQ-R0C-00258,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A44:N44,SU-01-000097,BUSINESS_REQUIREMENT,CAP-R0C-0095,REQ-R0C-00259;REQ-R0C-00260,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A45:N45,SU-01-000098,BUSINESS_REQUIREMENT,CAP-R0C-0096,REQ-R0C-00261,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A46:N46,SU-01-000099,BUSINESS_REQUIREMENT,CAP-R0C-0097,REQ-R0C-00262,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Visit Planning- Mangment!A47:N47,SU-01-000100,BUSINESS_REQUIREMENT,CAP-R0C-0098,REQ-R0C-00263,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Inspection Execution - PreStart!A1:M1,SU-01-000101,TABLE_HEADER_OR_LABEL,,,Spreadsheet schema/header row; excluded from requirement population.
SRC-01,Inspection Execution - PreStart!A2:M2,SU-01-000102,BUSINESS_REQUIREMENT,CAP-R0C-0099,REQ-R0C-00264;REQ-R0C-00265;REQ-R0C-00266;REQ-R0C-00267,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Inspection Execution - PreStart!A3:M3,SU-01-000103,BUSINESS_REQUIREMENT,CAP-R0C-0100,REQ-R0C-00268;REQ-R0C-00269;REQ-R0C-00270;REQ-R0C-00271,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Inspection Execution - PreStart!A4:M4,SU-01-000104,BUSINESS_REQUIREMENT,CAP-R0C-0101,REQ-R0C-00272;REQ-R0C-00273;REQ-R0C-00274,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Inspection Execution - PreStart!A5:M5,SU-01-000105,BUSINESS_REQUIREMENT,CAP-R0C-0102,REQ-R0C-00275;REQ-R0C-00276;REQ-R0C-00277;REQ-R0C-00278,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Inspection Execution - PreStart!A6:M6,SU-01-000106,BUSINESS_REQUIREMENT,CAP-R0C-0103,REQ-R0C-00279;REQ-R0C-00280;REQ-R0C-00281,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Inspection Execution - PreStart!A7:M7,SU-01-000107,BUSINESS_REQUIREMENT,CAP-R0C-0104,REQ-R0C-00282;REQ-R0C-00283;REQ-R0C-00284,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Inspection Execution - PreStart!A8:M8,SU-01-000108,BUSINESS_REQUIREMENT,CAP-R0C-0105,REQ-R0C-00285;REQ-R0C-00286,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Inspection Execution - PreStart!A9:M9,SU-01-000109,BUSINESS_REQUIREMENT,CAP-R0C-0106,REQ-R0C-00287;REQ-R0C-00288;REQ-R0C-00289,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Inspection Execution - PreStart!A10:M10,SU-01-000110,BUSINESS_REQUIREMENT,CAP-R0C-0107,REQ-R0C-00290;REQ-R0C-00291,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Inspection Execution - PreStart!A11:M11,SU-01-000111,BUSINESS_REQUIREMENT,CAP-R0C-0108,REQ-R0C-00292;REQ-R0C-00293;REQ-R0C-00294;REQ-R0C-00295,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Inspection Execution - PreStart!A12:M12,SU-01-000112,BUSINESS_REQUIREMENT,CAP-R0C-0109,REQ-R0C-00296;REQ-R0C-00297;REQ-R0C-00298,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Inspection Execution - PreStart!A13:M13,SU-01-000113,BUSINESS_REQUIREMENT,CAP-R0C-0110,REQ-R0C-00299;REQ-R0C-00300;REQ-R0C-00301,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Inspection Execution - PreStart!A14:M14,SU-01-000114,BUSINESS_REQUIREMENT,CAP-R0C-0111,REQ-R0C-00302;REQ-R0C-00303,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
SRC-01,Inspection Execution - PreStart!A15:M15,SU-01-000115,BUSINESS_REQUIREMENT,CAP-R0C-0112,REQ-R0C-00304;REQ-R0C-00305;REQ-R0C-00306;REQ-R0C-00307,Structured spreadsheet row parsed by independent semantic columns; children share one stable parent capability.
